ID,i
454916,592807
455313,592768
455563,593493
455603,594183
455625,593468
455845,593953
456808,595243
456825,596113
456984,596201
457171,596219
458021,597987
458826,599029
459183,599425
459421,600492
459501,600148
459617,600505
459682,601239
460385,601774
460918,603150
460965,603320
461168,612217
461606,610245
461723,605163
462290,604693
463619,607063
463633,607318
463657,607034
464056,608265
464309,608600
465153,612845
465158,610235
465262,609391
465265,609599
465316,614836
465475,610047
465515,609371
466293,611724
466461,612057
466580,611844
466840,612184
466941,612249
467289,613186
468246,614855
468408,614631
468485,615681
468608,615418
468771,616336
469052,616491
469310,616414
469339,617046
469444,615377
469718,617318
469879,617694
471165,619737
471626,620138
471767,620341
472266,621492
472279,621421
472392,622581
472876,622511
473114,623213
473242,623135
473519,621521
474687,633355
474750,626403
475006,627173
475972,628102
477125,630720
477130,629591
478302,632100
478411,638646
478776,633112
478944,633254
479881,635441
479975,636909
480376,636233
480904,636760
481172,639259
481664,642177
481762,637970
482216,638434
482220,638633
483016,640858
483133,640695
483395,640570
484953,643534
485277,645906
485406,645881
486067,644651
486110,645892
486152,648347
486183,645432
486220,647238
486302,645985
486799,648682
487345,648325
487555,647392
487714,647180
487826,651467
488464,650419
488484,649582
488986,654930
489491,651146
490038,652540
490692,653312
491067,654689
491819,656313
493877,658866
493981,658341
494175,659181
494577,665542
495257,660532
495303,661143
495324,662618
495819,662311
495826,663143
495949,661397
495977,661756
496777,663226
496984,663547
496985,663575
496988,663890
497397,664363
498062,665330
498351,665391
498569,675437
498946,666359
499247,667765
500252,668626
500685,669590
501080,671649
501683,671016
502241,672133
502297,672352
502321,672227
502554,672372
503415,673949
503528,675028
503825,674325
503898,675006
504794,675946
505102,676598
505243,680208
505480,676619
506105,677698
506438,678975
506629,679285
506854,686313
507179,679533
507746,685518
508074,690115
508208,681473
508514,682266
508809,682399
509463,683550
510152,684974
510223,684720
510520,684756
510870,686024
510871,686030
510949,685903
511201,689247
511632,686386
511692,687233
511953,687586
512031,687823
512042,687629
512384,688226
512778,689177
512840,689354
513139,689995
513787,690856
514657,692122
514705,692452
515989,694470
516101,694675
516134,694813
516147,695407
516177,694836
516335,695431
516624,698434
516767,695523
516894,694865
516922,697480
517100,697010
517617,697300
517775,696232
518135,697588
518166,698063
519096,700977
519183,699766
519447,699974
519456,700641
519494,700555
519821,701278
520685,702511
520729,702366
520769,705046
521162,703491
521908,704321
522060,704471
522252,705030
522300,704658
522534,704774
523113,707907
523256,706973
523378,707627
524280,705911
524423,708253
526106,710799
526303,711141
526398,711665
526818,712733
527724,713524
527892,714994
528135,713393
528339,714056
529336,716109
529468,716263
529855,724811
530363,718057
530790,718559
530939,718879
530967,717188
531775,720285
532152,720535
532321,721782
532384,724884
532685,722236
532786,722434
533239,724958
533666,722980
533672,723630
534026,723928
534119,723967
534189,724273
534215,724165
534240,723825
534286,724234
534811,725029
534850,725562
534983,725648
536192,727257
536630,730779
536989,726161
537279,728918
537336,729047
537639,729739
537774,738985
537785,729777
538906,732427
539141,733061
539307,732576
539583,734968
539656,732529
539736,736535
540730,735409
540943,735605
541230,735360
541434,736479
541830,735786
541990,736875
542389,739619
543535,740194
544403,740303
545088,742867
545954,743279
546656,743868
546685,743970
546921,745358
547078,747204
547306,748348
547352,746088
547543,745855
547611,745965
548180,746960
548369,746561
549281,748180
549460,748218
549557,754583
549632,750122
549676,749951
550062,749896
550101,750269
550246,750393
551328,762134
551649,770290
551692,752444
551738,752406
551941,752275
551947,752690
552411,753115
552419,753117
553873,756000
553928,759731
554257,755453
554361,758790
554731,757480
555396,758309
555407,760632
555440,760104
556119,760354
556169,760365
556928,761041
556971,761908
557190,762211
558222,764942
558556,764135
558647,764222
558793,763964
558958,764859
559688,765853
560331,766742
560530,767543
561143,767836
561709,768329
561903,769468
561934,768555
562802,769204
564150,771903
564498,773763
564716,775168
564821,773897
565276,774461
565402,774098
565763,774571
565978,777017
566698,776962
566857,777434
567121,778253
567432,779324
567435,776886
567452,788866
568506,780805
568616,780209
569294,788035
569318,781544
569893,781338
570129,783035
570617,783130
571036,784190
571990,785244
572088,784957
572384,794325
572704,787005
572751,786598
573007,788800
573553,787610
574892,790273
575531,790729
575534,791427
575696,791657
575697,791183
576066,792061
576750,793093
576870,793256
577597,795708
577692,794633
577999,795132
578092,795619
578239,806197
578268,795276
578726,797551
579394,797786
579415,798201
579765,798420
580157,799178
580231,799009
580800,800805
580861,800610
580884,800463
580915,799217
581105,802695
581118,801321
581125,800601
581391,806642
581456,801519
581549,802630
582204,802623
582749,804018
583094,805678
583448,804405
583485,803865
584085,805281
584970,806654
585366,808299
585642,808399
586341,809632
586685,810440
586891,810746
587486,811170
589008,813888
589540,815059
589797,817068
590037,828331
590120,815940
590258,815896
590391,816635
590550,816199
591069,817283
591165,818474
591842,818769
592177,819094
592667,820368
592797,820113
593404,823934
593532,830603
593620,821797
594392,822756
594434,823051
594617,822246
595487,824944
596188,826213
596295,825683
597002,828376
597451,827803
598015,829267
598079,828501
599333,831120
599915,831851
599948,832372
600755,832617
601036,833750
601457,835728
601946,835948
603571,837927
603725,838084
604416,839816
605055,841082
605093,841024
605241,840507
605445,841138
605519,840687
605961,841569
606414,843016
606447,842753
607000,844990
607093,844276
607340,844302
607561,842118
607759,844641
608549,845773
608954,845922
609017,845965
609216,846779
609513,847487
609728,848002
610343,846899
610703,849371
610782,849465
610794,849694
611189,850045
611879,851555
612129,852037
612897,853001
613159,853916
613328,854252
613543,854324
613802,854943
614326,855402
614573,855699
615692,858360
616153,858752
616159,858598
616226,857775
616655,859259
616983,860933
617286,860407
617775,861349
617853,861233
618121,862372
619256,866155
619550,866063
619689,866221
620216,865583
620323,865640
620652,868667
621569,867973
621774,868229
623618,871047
623880,871481
623908,871671
624239,872134
624526,873727
625004,873867
625047,873037
625595,874509
625774,875010
626509,876103
626552,886388
628500,879363
629377,880887
629429,880835
629776,880688
629822,881604
629988,882593
629991,881652
630060,881965
630287,882715
630435,881906
630484,882774
630503,873052
631014,884604
631272,882962
631339,883779
631720,884571
632105,885188
632339,885362
632365,885098
632378,885758
632647,886096
633106,886565
633300,887414
633412,887045
633483,892300
633493,886876
633565,886698
634248,890066
634754,888947
634914,889224
635245,891244
635497,890505
635561,895286
635671,891494
635784,891147
635862,898484
636013,893169
636324,892150
637114,893258
637635,895034
637663,893893
638494,896120
638527,895385
639085,896451
639096,897724
639400,899564
639552,897178
640145,898820
640360,899309
640443,901087
640492,896888
640623,906395
641147,902244
641491,903133
641847,901741
642185,901783
642649,902343
642746,902435
643015,903474
643124,903935
643133,902923
643223,903004
643480,903233
643581,903739
644023,905199
644171,905075
644285,905376
644356,904994
644795,906770
644854,905670
645941,907505
645944,908477
647006,909424
647123,909880
647413,910089
648114,914418
648670,920967
648762,912425
649286,912945
649850,914106
650197,914464
650453,915506
650659,914941
650697,914965
651523,916930
652010,917441
653385,920448
654576,922409
654643,921609
655472,922506
656205,924114
656275,924591
656621,924785
656926,927097
657027,925563
657703,926510
658065,926945
658933,928172
658951,928691
659778,930078
659967,930083
660169,930222
661030,931352
661192,931935
661442,933404
661682,933664
662158,932213
662355,934128
662467,935174
662614,934243
662715,934477
663103,935337
663168,935472
663565,936860
663735,936669
664049,936691
664330,936890
665247,938763
665286,938944
665457,939452
665479,939483
665603,939487
666394,944132
666869,941604
666872,942294
667434,939877
667577,942554
667844,946150
668711,945092
668726,944544
669348,946829
670364,947143
670500,947286
670749,948941
671381,948727
671978,949947
672158,950104
672976,952477
673076,951893
673312,955191
673615,952703
673948,955314
674119,955649
674574,953691
674702,954513
674827,954647
674831,955268
674969,955135
675142,956577
675245,958801
675269,955442
675466,955749
675643,956186
675793,956435
676097,957859
676685,957958
677597,959466
677692,960579
677768,959364
678075,961119
678533,961129
678542,963769
678793,961335
679413,962264
679509,950437
679535,962148
679639,955394
679945,963991
680508,963374
680643,963686
680726,964182
680964,964332
681237,964985
681303,964984
681339,965036
681549,965328
682886,968260
683219,967877
683647,972175
684158,969451
684508,970228
684775,970009
684786,970974
684981,971558
685399,971238
686187,973433
687071,974180
687085,974473
687136,974323
687415,975702
687898,975609
687903,975556
688136,976454
688457,977791
688531,977645
688717,977998
688836,977560
689230,983380
689768,978960
690548,979525
691126,980988
691252,982088
691398,980847
691521,981708
691809,982120
691906,982009
692020,982394
692136,982545
692317,983155
692398,983403
692485,983034
692655,983171
692669,983147
692714,983355
693350,984995
693397,984660
693513,984714
694069,985636
694697,986734
694934,987339
695445,988382
695834,988782
696146,989269
696590,991378
696891,989923
697034,990098
697517,990883
697594,989270
697623,991181
698041,991940
698328,992567
698425,992953
698738,993423
698983,994586
699088,993772
699272,994557
699371,997037
699815,995302
699926,995059
700043,997317
700757,997459
700777,997569
701418,996837
702876,999320
703122,1000297
703280,1000307
703326,1001761
703515,1001014
703733,1000956
703853,1001026
704055,1001680
704286,1001739
704289,1001738
704469,1002481
704571,1002436
704782,1003954
704811,1002561
704900,1001467
705406,1003898
705464,1004230
705530,1004098
706363,1005853
706553,1006367
706615,1005785
706740,1006069
707186,1007159
707445,1006867
707614,1007167
707749,1007631
708170,1008998
708952,1009872
709137,1008915
709438,1011052
709638,1010396
709713,1012329
710099,1012398
710279,1011973
710434,1013517
711692,1014351
711809,1014561
711839,1014648
712337,1015000
712578,1016044
713028,1016289
713100,1016669
713253,1016667
713709,1018419
713765,1018499
714401,1019202
714836,1019900
714907,1019602
715418,1020547
715706,1021656
715741,1020840
716342,1022471
716954,1023952
717390,1024057
717734,1024153
717817,1025331
717885,1028872
718980,1026140
719096,1026577
719155,1026707
719297,1026114
719811,1027499
720289,1028681
720397,1028430
720578,1028704
720608,1029215
721349,1030144
722533,1036749
722987,1033260
723434,1032882
724318,1035158
725161,1041561
725399,1035843
725624,1036632
725672,1036755
725685,1037918
726690,1038159
726941,1038883
726986,1039921
727103,1039129
727201,1039802
728413,1041283
728798,1041961
728847,1041508
729034,1041910
729507,1044034
729517,1043615
729547,1042751
729557,1042601
729570,1043217
730099,1042998
731099,1045065
732095,1047547
732481,1047170
732720,1047589
733581,1050347
733583,1049485
733707,1049576
733937,1049968
734261,1050707
734723,1051798
734769,1051392
734950,1051657
735335,1052287
735815,1053001
736286,1053613
736288,1054201
736295,1053950
736642,1054237
737008,1054817
737222,1055541
737473,1057074
738308,1055508
739087,1057484
739556,1058745
739711,1070505
740584,1060611
741487,1061104
741600,1062394
743261,1064614
743690,1065092
746652,1075347
746810,1070794
747029,1070439
747724,1071892
747781,1072248
747883,1072190
748454,1073357
749280,1074031
750623,1076426
751137,1077318
751163,1077741
751307,1077001
751736,1078035
752983,1080227
753049,1079857
754140,1081733
754369,1080846
754797,1083029
754803,1083074
754804,1082720
755135,1083222
755370,1083665
756126,1090456
756383,1083178
757535,1087720
759425,1090889
759451,1090351
759628,1091064
761265,1094257
761769,1094103
761839,1094356
762023,1097058
762184,1105564
762591,1095428
763134,1094853
763161,1096444
763207,1096640
763293,1099048
763427,1096803
763569,1097028
763619,1097257
763929,1102333
764269,1097414
764321,1101501
765037,1099622
765054,1102621
765086,1099355
765668,1100333
765748,1100127
766685,1101682
766953,1103699
767177,1102906
767317,1097088
768111,1106223
768120,1107157
768174,1104331
768691,1105026
768952,1105626
768966,1106064
769059,1105574
769368,1106161
769426,1107097
769512,1106560
769541,1107420
770401,1108174
770406,1107615
770436,1107751
770821,1108858
771517,1109702
772429,1110860
772453,1111199
772845,1111552
773000,1111982
773228,1112441
773838,1113658
774687,1115112
774953,1115299
775204,1115289
775611,1116388
776222,1117100
776400,1119238
776759,1117563
776801,1119016
777034,1118716
777374,1118967
777558,1119721
778213,1123824
778366,1122018
778849,1121507
779091,1122903
779324,1122098
779775,1123891
780589,1125001
780624,1124549
782363,1132892
782462,1127094
782508,1128466
782617,1127430
783183,1129013
783288,1128766
785136,1131630
785300,1132476
785922,1132899
786326,1133976
786952,1134664
786995,1134421
787558,1135730
788039,1136785
788577,1137323
789428,1139037
791433,1158708
791478,1142051
792290,1143064
792762,1144034
793328,1144801
793517,1144674
793979,1147612
794164,1145511
794241,1146045
794848,1147951
795729,1151336
797081,1151101
797307,1150679
797410,1151027
797617,1150972
798386,1152093
800486,1155116
800899,1155721
803184,1158781
803830,1160680
804324,1160047
804330,1161060
804744,1161365
805219,1162175
805709,1163503
806263,1163557
806711,1173848
807633,1166364
808134,1166878
808139,1167197
808481,1168133
808579,1167843
808811,1169404
809167,1179348
809443,1170706
810108,1170487
810880,1171301
811456,1172496
811548,1172007
811659,1172688
811700,1172385
812706,1174199
812877,1175299
812993,1174040
813455,1174949
813703,1175564
816596,1181016
816638,1182227
818249,1183795
818465,1183787
818478,1182950
819172,1183902
819374,1184739
819753,1184976
821027,1186961
821643,1188588
821742,1188011
821940,1188263
822926,1191761
824313,1193014
824364,1192420
824613,1194195
824618,1192923
824635,1194463
824871,1193589
825668,1195118
825866,1195134
826133,1195689
826154,1194253
826212,1195795
827040,1196734
827195,1197285
827376,1197121
827849,1198140
828000,1200566
828282,1198546
830133,1201559
830312,1202053
830656,1202440
830661,1202696
831068,1203961
831683,1204888
831978,1204569
833026,1205623
833042,1206190
833221,1206444
833950,1207741
834538,1208709
834892,1209597
834991,1208609
836473,1213740
837226,1213012
837364,1215318
837613,1213486
837822,1225965
838188,1213098
839943,1216775
840220,1218538
840278,1216666
841291,1219266
841354,1218831
841682,1219059
841708,1219838
841730,1219619
841798,1219671
842326,1220562
842650,1227196
842703,1220976
843218,1221938
843284,1221727
843441,1223208
843629,1222643
844144,1223237
844372,1223937
844601,1224412
844666,1224449
844866,1225325
845164,1225285
845652,1226615
846017,1226687
846614,1228078
847794,1230074
847966,1229771
848572,1235386
848845,1230730
849175,1231976
849718,1232383
849725,1232194
849908,1236816
850159,1234114
850519,1233725
850964,1235363
851396,1235531
851874,1235187
851889,1236950
852753,1237246
853324,1238175
854839,1240748
854904,1239486
854964,1244489
855488,1241884
856250,1244139
856252,1243752
856446,1243405
856626,1243789
856997,1244655
858038,1245789
858490,1246911
858608,1247368
859626,1248663
859808,1249705
859825,1250850
860450,1249878
860452,1248796
860628,1249134
860713,1250042
861087,1251605
861654,1251996
862058,1252666
862187,1252025
862628,1253686
863198,1254709
863498,1255195
863637,1255999
864124,1256191
865058,1257383
865420,1258837
868068,1263461
868663,1264027
869011,1264203
869891,1265639
870620,1266536
871257,1267433
872373,1269196
872567,1269591
872825,1277961
872872,1270245
873407,1270736
874308,1275746
874405,1285691
875924,1272482
876053,1272908
876270,1273560
876386,1272960
878244,1276285
878415,1277016
878566,1281485
879281,1277646
879819,1278200
880457,1280009
880531,1280295
880940,1281113
881206,1289880
881532,1281918
881646,1281962
882198,1285845
882505,1283318
882514,1283255
883264,1284835
883418,1284327
883444,1284972
884345,1286674
884726,1287268
884735,1287117
884940,1287813
885687,1288876
885734,1288716
886950,1290858
887045,1290742
887753,1291942
887755,1292747
887855,1292002
889205,1294486
889383,1294168
889659,1296717
890124,1296694
890192,1298293
890325,1296494
890662,1297575
890841,1297372
890984,1296888
892998,1312990
893764,1302715
895142,1305196
895293,1304648
895496,1305073
896953,1306599
897299,1307398
897743,1309247
898354,1308876
898541,1309121
899537,1310669
900353,1312069
900425,1312148
901487,1313538
903092,1319681
904153,1318382
904278,1317446
904792,1319923
904947,1319389
905166,1319527
905416,1321836
905676,1320532
905927,1322184
906149,1321443
906578,1322301
906612,1323034
908022,1324431
908032,1324250
908248,1324687
908790,1327596
908883,1331873
909228,1326988
909256,1326211
909560,1326512
909888,1327173
910004,1327213
910029,1327250
910400,1327937
911723,1329663
912005,1330077
912632,1330451
912649,1331217
912859,1331758
912946,1331062
913115,1330593
913374,1332504
913409,1334189
913465,1332878
913755,1333576
913945,1333465
914572,1335298
915011,1334497
915041,1335441
915144,1339619
915357,1335326
915885,1335406
915989,1336507
916005,1336115
916518,1337022
916982,1337897
917401,1339139
918070,1339528
918542,1340822
918850,1341475
919030,1342326
919136,1341718
919147,1341439
919208,1341720
919414,1341893
920788,1342734
920938,1345084
921081,1344159
921233,1345725
921279,1345154
921761,1345698
922078,1348373
922222,1346483
922433,1347828
923300,1348356
923854,1347911
924566,1350348
925351,1351600
926105,1352775
926498,1351034
926828,1353663
927024,1353765
928556,1356411
928600,1357013
929353,1357639
929532,1357999
929682,1362344
930093,1359690
930422,1359211
930432,1359790
930796,1360035
931078,1360476
931677,1362993
931801,1369011
932374,1363582
933352,1370376
933363,1364797
933658,1363640
933659,1364440
933780,1365087
933976,1365328
933997,1367326
934234,1366182
934339,1372641
934343,1366124
934419,1366091
934667,1366807
934843,1366794
935543,1368036
936339,1369231
936454,1368887
936644,1369812
937001,1370364
937194,1370966
937557,1371127
938102,1372199
939014,1374624
939172,1376116
940048,1375544
941454,1377024
942263,1378855
942395,1379501
942572,1379751
943928,1382005
944031,1382327
944255,1398881
944497,1385308
944796,1385054
946085,1390572
946272,1385970
946476,1386133
946957,1387413
947471,1387696
948105,1389008
948765,1389973
948864,1390365
949132,1390665
949151,1390752
949619,1391282
950319,1397697
950643,1393536
950772,1393550
950905,1394438
951207,1394130
951426,1394311
952044,1395398
952592,1396107
953044,1397682
953097,1397047
953656,1397816
953879,1398353
953926,1402100
956525,1403128
956585,1404564
956746,1403746
956962,1403624
957291,1404290
957333,1404177
957935,1405660
958087,1405324
958542,1406755
958546,1405972
958682,1406588
958853,1406639
958959,1406903
959179,1407164
959304,1408218
959416,1408751
959558,1408766
959767,1407971
960349,1409280
960437,1463134
961107,1411763
961208,1410645
961220,1423281
962054,1412072
962101,1412060
962625,1413467
962851,1413065
963819,1415478
963837,1414767
964436,1416170
964637,1416161
964780,1416209
964942,1416358
965224,1417235
965226,1417060
966231,1418515
966659,1420058
966973,1420704
967393,1420697
967738,1420880
968194,1422373
968241,1421727
969348,1423572
969735,1426841
969825,1425208
969883,1424878
970077,1425108
970232,1426884
970405,1425739
970584,1425564
970695,1425947
970715,1426020
970795,1427092
971246,1426906
971340,1427321
971360,1426962
971458,1437457
972387,1437795
973211,1430279
973644,1430931
973983,1433603
974185,1433942
974555,1432755
974850,1433026
975133,1433827
975456,1434614
976485,1435941
977224,1436996
977626,1437607
977680,1437586
978415,1438852
978444,1438985
979233,1440460
979253,1440218
979356,1440215
979372,1441067
979571,1441173
980284,1442101
980641,1442312
980722,1442544
980910,1442645
981441,1443706
981552,1443780
982004,1445051
982563,1446005
982990,1446726
983135,1446238
983360,1446799
983575,1446808
983801,1447672
984181,1446887
984339,1448220
984811,1450314
985197,1449261
985892,1450412
986007,1450648
986571,1451611
986629,1452548
986701,1455684
986752,1451804
987573,1453554
987588,1453848
987849,1454064
988550,1454798
989105,1459930
989640,1456710
989672,1456898
990154,1457662
990363,1457864
990597,1458094
992008,1460825
992110,1460473
992147,1460336
992340,1460912
992437,1461889
993201,1462260
993207,1464608
993805,1466305
994475,1464814
994707,1465200
995126,1465067
995219,1466022
995278,1465823
995941,1467082
996455,1467845
996834,1468355
996963,1469382
997300,1469039
997351,1467923
997412,1469419
998087,1470287
998781,1471656
999621,1472546
999693,1472689
1000894,1474097
1001309,1481083
1002054,1476613
1002786,1477698
1002909,1477762
1003627,1478954
1003852,1481660
1003860,1479526
1004988,1481198
1005059,1481838
1005199,1481676
1007468,1485631
1008790,1486203
1011026,1490632
1011872,1491047
1012151,1491882
1013607,1494989
1013783,1495560
1014035,1496472
1014235,1496386
1015934,1501410
1017425,1499447
1017482,1499693
1018631,1502635
1018757,1501999
1018850,1503174
1020790,1505128
1021276,1506067
1021742,1506834
1023312,1509491
1024095,1509014
1025621,1511867
1026757,1513765
1027650,1515617
1027878,1515462
1028869,1517008
1030922,1522661
1032553,1522078
1034875,1525855
1035321,1526598
1035849,1527358
1036595,1528471
1036639,1530534
1037259,1530565
1037540,1529409
1041483,1535228
1041590,1536149
1042830,1538563
1043557,1538857
1044729,1540059
1044900,1540437
1045700,1541717
1045904,1541112
1047454,1543969
1049136,1546734
1052385,1553611
1053990,1553085
1055541,1556044
1057210,1557762
1060508,1562636
1061421,1564057
1066042,1570792
1069258,1574711
1070231,1576710
1075086,1582186
1075324,1583136
1075948,1583827
1082900,1592213
1083894,1591972
1086000,1596516
1093775,1600668
1094060,1602800
1107395,1609534
1118400,1612370
