# ID,Lx_corr,log_Lx_int,log_Lx_obs,group
830312,0.500212,44.544846,44.243999,BLU
830661,0.538467,44.314842,44.046001,BLU
831978,0.279357,43.884842,43.331001,BLU
832754,1.000000,43.435001,43.435001,BLU
833042,0.462548,44.474842,44.139999,BLU
833221,1.000000,43.323002,43.323002,BLU
833950,0.711465,43.664845,43.516998,BLU
836473,0.803813,43.604843,43.509998,BLU
837226,0.503000,43.637433,43.339001,BLU
837364,0.358223,44.454846,44.008999,BLU
837613,0.584000,43.406587,43.173000,BLU
838188,1.011946,43.554844,43.560001,BLU
838473,1.000000,43.422001,43.422001,BLU
840220,0.657000,43.104436,42.922001,BLU
840278,0.595873,44.594845,44.369999,BLU
841708,0.389185,44.494843,44.084999,BLU
841730,0.728047,44.634842,44.497002,BLU
841798,1.000000,44.070000,44.070000,BLU
842326,0.299335,43.384842,42.861000,BLU
842650,0.933593,44.484844,44.455002,BLU
843218,0.753000,44.114206,43.991001,BLU
843284,0.673223,43.814842,43.643002,BLU
843441,0.647377,43.374844,43.186001,BLU
844372,0.573001,43.784844,43.542999,BLU
844666,1.000000,43.699001,43.699001,BLU
846017,0.597252,43.834843,43.611000,BLU
846068,0.012251,45.514843,43.603001,BLU
846614,0.537225,43.434845,43.165001,BLU
847966,0.961954,43.754845,43.737999,BLU
848572,0.606956,43.074844,42.858002,BLU
849175,1.000000,43.667000,43.667000,BLU
849718,0.708198,43.934845,43.785000,BLU
849725,0.656378,43.934845,43.751999,BLU
849908,0.590413,43.784844,43.556000,BLU
850159,0.522000,43.565330,43.283001,BLU
850194,0.503000,44.153432,43.855000,BLU
850964,0.670126,44.254845,44.081001,BLU
851396,0.569054,44.774845,44.529999,BLU
851889,1.112126,44.234844,44.280998,BLU
853324,0.351688,44.174843,43.721001,BLU
853686,0.472000,43.259057,42.932999,BLU
854839,0.734000,43.872303,43.737999,BLU
856060,0.504000,43.016571,42.719002,BLU
856250,0.382963,44.254845,43.838001,BLU
856997,0.350877,44.044846,43.590000,BLU
858490,0.537000,43.489027,43.219002,BLU
858942,1.000000,43.338001,43.338001,BLU
859626,0.891566,44.114845,44.064999,BLU
859808,0.377708,43.354843,42.931999,BLU
860450,0.559960,44.054844,43.803001,BLU
860713,0.708198,43.844845,43.695000,BLU
861087,1.000000,43.118999,43.118999,BLU
861615,0.095314,44.114845,43.094002,BLU
861654,0.774740,44.094845,43.984001,BLU
862058,0.684156,43.964844,43.799999,BLU
862187,0.746713,44.774845,44.647999,BLU
863198,1.000000,43.236000,43.236000,BLU
863637,0.557384,43.594845,43.341000,BLU
864044,0.291848,43.224842,42.689999,BLU
864124,0.597252,43.834843,43.611000,BLU
865420,1.000000,43.160000,43.160000,BLU
867448,0.394000,43.463502,43.058998,BLU
868068,0.641439,43.704846,43.512001,BLU
868663,0.591000,43.904411,43.675999,BLU
868816,0.555000,44.102707,43.847000,BLU
869891,0.509515,44.334843,44.042000,BLU
870620,0.682000,43.883215,43.716999,BLU
872373,0.558668,44.274845,44.021999,BLU
872567,0.580000,43.486572,43.250000,BLU
872825,0.718000,43.683876,43.540001,BLU
873407,0.638494,43.874844,43.680000,BLU
873499,0.688902,43.154842,42.993000,BLU
874308,0.931447,44.334843,44.304001,BLU
874405,0.613980,43.234844,43.022999,BLU
875924,0.487704,44.974842,44.662998,BLU
876053,0.713111,44.744843,44.598000,BLU
876270,0.380325,43.594845,43.174999,BLU
876386,0.781905,44.414845,44.307999,BLU
878566,0.611161,44.034844,43.820999,BLU
879130,0.373383,44.644844,44.216999,BLU
879819,1.000000,43.654999,43.654999,BLU
880457,0.629732,43.414845,43.214001,BLU
880531,0.718057,43.564842,43.421001,BLU
880940,0.491087,43.654842,43.346001,BLU
881206,0.885431,43.604843,43.551998,BLU
881532,0.560000,43.844810,43.592999,BLU
882198,0.103076,43.884842,42.897999,BLU
882505,0.583000,43.607333,43.373001,BLU
882514,0.527420,44.514843,44.237000,BLU
883418,0.678000,43.058770,42.889999,BLU
884345,0.266168,44.704846,44.130001,BLU
884735,1.000000,43.619999,43.619999,BLU
885498,0.440000,43.595546,43.238998,BLU
885972,0.654875,43.174843,42.991001,BLU
887753,0.726367,44.714844,44.576000,BLU
887755,0.918666,44.404842,44.368000,BLU
887832,1.000000,44.056999,44.056999,BLU
887855,0.197312,44.214844,43.509998,BLU
889383,0.657896,43.904842,43.723000,BLU
889659,0.608349,44.274845,44.058998,BLU
890018,0.317073,43.134842,42.636002,BLU
890192,0.589056,44.074844,43.845001,BLU
890662,0.607000,44.147811,43.931000,BLU
890841,0.544000,43.220402,42.956001,BLU
890984,0.758000,44.009331,43.889000,BLU
892998,0.925030,43.064842,43.030998,BLU
893033,0.391000,43.365823,42.958000,BLU
893764,1.009620,43.404842,43.409000,BLU
895142,0.771183,44.984844,44.872002,BLU
895293,0.600007,44.034844,43.813000,BLU
895496,0.692080,43.274845,43.115002,BLU
896198,0.675000,44.131695,43.960999,BLU
896953,1.000000,43.603001,43.603001,BLU
897299,0.661000,43.672799,43.493000,BLU
898354,0.803813,44.034844,43.939999,BLU
898541,0.206614,44.244843,43.560001,BLU
899537,0.076060,45.194843,44.076000,BLU
900353,0.168327,44.614845,43.841000,BLU
900425,0.621091,44.544846,44.338001,BLU
901001,0.609000,43.170385,42.955002,BLU
903092,0.278712,44.174843,43.619999,BLU
904265,0.347000,43.497669,43.037998,BLU
904278,0.903969,43.324844,43.280998,BLU
904792,0.444794,44.064842,43.713001,BLU
905166,0.429694,44.564842,44.198002,BLU
905416,0.627000,44.121731,43.918999,BLU
905623,0.443000,43.101597,42.748001,BLU
905676,0.529000,43.220545,42.944000,BLU
906057,0.136194,43.974842,43.109001,BLU
906149,0.818756,44.614845,44.528000,BLU
906578,0.887479,43.764843,43.713001,BLU
907675,0.125649,43.634842,42.734001,BLU
908032,0.687319,43.174843,43.012001,BLU
908790,0.540946,44.554844,44.287998,BLU
908883,0.274888,43.374844,42.813999,BLU
909228,0.223952,44.164845,43.514999,BLU
909256,0.887479,44.974842,44.923000,BLU
909560,1.000000,43.305000,43.305000,BLU
910004,0.843636,43.874844,43.800999,BLU
910029,0.648868,43.594845,43.407001,BLU
910400,0.700000,43.922904,43.768002,BLU
911580,1.000000,43.098999,43.098999,BLU
911723,1.052339,43.214844,43.236999,BLU
912005,0.584998,43.954846,43.722000,BLU
912632,0.677887,43.744843,43.576000,BLU
912859,0.466000,43.457614,43.125999,BLU
913115,0.744996,44.664845,44.536999,BLU
913374,0.571684,43.714844,43.472000,BLU
913465,0.622000,43.236208,43.029999,BLU
913755,0.729000,43.865273,43.728001,BLU
913945,0.648000,43.477426,43.289001,BLU
914504,1.000000,43.520000,43.520000,BLU
914572,0.562539,44.544846,44.294998,BLU
915041,0.338186,44.544846,44.074001,BLU
915144,0.706570,44.484844,44.334000,BLU
915357,0.544000,43.439400,43.174999,BLU
916005,0.457000,43.889084,43.549000,BLU
917401,0.935744,43.264843,43.236000,BLU
917642,1.000000,43.493999,43.493999,BLU
918542,0.482000,43.468953,43.152000,BLU
918850,0.950948,43.494843,43.473000,BLU
919136,0.500212,44.204846,43.903999,BLU
919208,0.549000,43.592428,43.332001,BLU
920788,1.337075,44.034844,44.160999,BLU
920938,0.382082,44.144844,43.727001,BLU
921233,0.839762,44.184845,44.109001,BLU
921761,0.643000,43.580789,43.389000,BLU
922078,0.785000,43.684129,43.578999,BLU
922222,0.281940,44.374844,43.825001,BLU
923300,0.811254,44.444843,44.354000,BLU
923854,0.672000,43.365632,43.193001,BLU
924566,0.052138,45.694843,44.411999,BLU
925351,0.070820,45.244843,44.095001,BLU
926105,0.966400,43.354843,43.340000,BLU
926498,1.000000,43.474998,43.474998,BLU
926828,0.586000,44.480103,44.248001,BLU
927024,0.741582,44.404842,44.275002,BLU
928600,0.841697,43.364845,43.290001,BLU
929532,0.601000,43.375125,43.153999,BLU
929682,0.239970,44.674843,44.055000,BLU
930422,0.492214,43.504845,43.196999,BLU
931078,0.742000,43.056594,42.926998,BLU
931677,1.000000,43.187000,43.187000,BLU
932845,1.000000,43.418999,43.418999,BLU
933352,0.935744,44.464844,44.436001,BLU
933658,0.845580,43.754845,43.681999,BLU
933659,0.448907,44.914845,44.567001,BLU
933976,0.445819,44.064842,43.714001,BLU
934234,0.783713,44.104843,43.999001,BLU
934343,0.134016,44.964844,44.091999,BLU
934368,0.464000,44.151483,43.818001,BLU
934419,0.483231,43.774845,43.459000,BLU
934667,0.707000,43.065581,42.915001,BLU
934843,0.776000,43.366139,43.256001,BLU
935652,0.361000,44.169494,43.727001,BLU
935830,0.015316,44.664845,42.849998,BLU
936454,0.026373,44.954846,43.375999,BLU
937194,0.632643,44.494843,44.296001,BLU
938102,0.452017,43.954846,43.610001,BLU
938172,0.261310,43.144844,42.562000,BLU
940048,0.449942,43.504845,43.158001,BLU
941454,0.714754,43.624844,43.479000,BLU
942113,0.728041,43.494843,43.356998,BLU
942572,1.000000,43.271999,43.271999,BLU
943783,0.410000,43.150217,42.763000,BLU
944031,1.000000,43.242001,43.242001,BLU
944255,0.918658,44.094845,44.057999,BLU
944497,0.484348,43.974842,43.660000,BLU
944796,0.195955,44.494843,43.786999,BLU
945309,0.438000,43.457525,43.098999,BLU
945375,1.000000,43.458000,43.458000,BLU
945484,1.000000,43.095001,43.095001,BLU
946338,0.526000,44.057014,43.778000,BLU
946957,0.508344,44.014843,43.721001,BLU
948105,0.816874,43.664845,43.577000,BLU
948765,0.474000,43.873221,43.549000,BLU
948864,0.684162,44.064842,43.900002,BLU
949168,1.000000,43.666000,43.666000,BLU
949619,1.000000,43.480000,43.480000,BLU
950319,0.625394,43.504845,43.300999,BLU
950643,0.781912,44.584843,44.478001,BLU
950772,1.000000,43.306999,43.306999,BLU
950905,0.724698,43.884842,43.744999,BLU
951101,0.453000,43.024902,42.681000,BLU
951207,0.438687,43.964844,43.606998,BLU
951915,0.381000,43.942074,43.522999,BLU
953044,0.374247,43.404842,42.978001,BLU
953097,0.779000,43.698463,43.590000,BLU
953656,0.438687,44.454846,44.097000,BLU
953879,0.415103,43.964844,43.583000,BLU
956746,0.701000,43.284283,43.130001,BLU
956962,1.000000,43.037998,43.037998,BLU
958087,1.000000,43.278999,43.278999,BLU
958853,0.428703,43.524845,43.157001,BLU
958959,1.000000,43.772999,43.772999,BLU
959304,0.595000,43.899483,43.674000,BLU
959416,0.006889,45.464844,43.303001,BLU
959558,0.060976,44.834843,43.619999,BLU
960437,0.623000,43.417514,43.212002,BLU
961107,1.202702,44.744843,44.825001,BLU
961220,1.000000,44.051998,44.051998,BLU
962101,0.767635,44.164845,44.049999,BLU
963352,0.523000,43.567498,43.285999,BLU
963819,0.637020,43.454846,43.258999,BLU
963837,0.037771,45.524845,44.102001,BLU
964436,0.688902,43.974842,43.813000,BLU
964637,0.259512,44.384842,43.799000,BLU
964780,1.000000,43.631001,43.631001,BLU
964942,1.000000,43.694000,43.694000,BLU
965224,0.398249,44.464844,44.064999,BLU
965226,0.364047,44.584843,44.146000,BLU
966231,0.482124,44.174843,43.858002,BLU
966659,1.169922,43.394844,43.463001,BLU
967393,0.695000,44.082015,43.924000,BLU
967738,0.674769,44.364845,44.194000,BLU
968194,0.265556,43.804844,43.229000,BLU
969348,0.496770,44.304844,44.000999,BLU
969735,0.925030,43.214844,43.181000,BLU
969737,0.630000,44.483660,44.283001,BLU
969825,0.524000,43.414668,43.133999,BLU
970077,0.741575,44.554844,44.424999,BLU
970405,0.727000,44.122467,43.984001,BLU
970695,0.676323,43.484844,43.314999,BLU
970795,1.052339,43.124844,43.146999,BLU
971360,0.561000,44.338039,44.087002,BLU
971458,0.508000,43.014137,42.720001,BLU
973211,0.300025,43.854843,43.332001,BLU
973644,0.580973,44.514843,44.278999,BLU
973983,0.780000,43.704906,43.597000,BLU
974185,0.600007,44.264843,44.042999,BLU
974850,0.748000,44.338100,44.212002,BLU
975456,1.000000,43.117001,43.117001,BLU
975463,0.430684,43.084843,42.719002,BLU
977224,0.584998,44.344845,44.112000,BLU
977238,0.066858,45.044846,43.869999,BLU
977626,0.806000,43.205664,43.112000,BLU
977680,0.521000,43.871164,43.588001,BLU
978031,0.725000,43.519663,43.380001,BLU
979202,0.405656,43.214844,42.823002,BLU
979253,0.623000,43.522513,43.317001,BLU
979356,0.645889,43.994843,43.805000,BLU
979372,1.000000,44.144001,44.144001,BLU
979571,0.805672,43.814842,43.721001,BLU
980284,1.000000,44.689999,44.689999,BLU
980641,1.000000,43.738998,43.738998,BLU
980722,0.515412,44.114845,43.827000,BLU
981441,0.654869,44.524845,44.341000,BLU
982563,0.645883,43.954846,43.764999,BLU
983135,0.729718,44.354843,44.217998,BLU
983360,0.753625,44.094845,43.972000,BLU
983575,0.741000,43.874181,43.743999,BLU
983801,1.000000,44.176998,44.176998,BLU
984339,0.445000,44.295640,43.944000,BLU
984811,0.034368,45.924843,44.460999,BLU
986443,1.000000,44.013000,44.013000,BLU
986629,0.375970,43.774845,43.349998,BLU
986752,0.767635,43.964844,43.849998,BLU
987588,0.582312,44.824844,44.590000,BLU
989105,0.412247,44.884842,44.500000,BLU
990154,0.597252,43.804844,43.581001,BLU
990363,1.000000,43.248001,43.248001,BLU
990597,1.000000,43.855000,43.855000,BLU
990857,0.670126,43.784844,43.611000,BLU
992437,0.607000,44.161811,43.945000,BLU
994707,0.770000,44.239509,44.125999,BLU
994841,0.416000,43.134908,42.754002,BLU
995278,0.676329,44.474842,44.305000,BLU
995941,0.547000,43.087013,42.825001,BLU
996455,0.737000,43.305533,43.173000,BLU
996834,0.355758,45.644844,45.195999,BLU
996963,0.744996,44.454846,44.327000,BLU
997351,1.007290,43.304844,43.307999,BLU
997373,1.000000,44.049999,44.049999,BLU
997780,1.000000,43.632000,43.632000,BLU
997928,0.764000,43.630907,43.514000,BLU
998781,0.625400,43.834843,43.631001,BLU
999077,0.082633,43.784844,42.702000,BLU
999693,0.537000,43.961028,43.691002,BLU
999915,1.000000,44.091000,44.091000,BLU
1000894,0.948754,43.844845,43.821999,BLU
1002511,0.459000,43.535186,43.196999,BLU
1002786,0.595879,44.194843,43.970001,BLU
1002909,0.635000,43.589225,43.391998,BLU
1003627,0.748000,43.591099,43.465000,BLU
1003852,0.816874,43.534844,43.446999,BLU
1003860,0.375109,43.634842,43.209000,BLU
1003876,1.000000,44.243999,44.243999,BLU
1005059,0.732000,43.106490,42.971001,BLU
1005199,0.728000,43.765867,43.627998,BLU
1007468,0.895686,43.554844,43.507000,BLU
1007567,0.748000,43.339100,43.213001,BLU
1008790,0.521381,44.484844,44.202000,BLU
1011026,0.673000,43.351985,43.180000,BLU
1011872,0.397334,44.044846,43.644001,BLU
1012151,0.718000,44.153874,44.009998,BLU
1012616,1.000000,43.308998,43.308998,BLU
1014235,0.719705,44.094845,43.952000,BLU
1014553,1.000000,43.219002,43.219002,BLU
1014611,1.000000,43.355000,43.355000,BLU
1015934,0.668586,43.464844,43.290001,BLU
1017947,0.435000,43.603511,43.242001,BLU
1018631,1.000000,44.325001,44.325001,BLU
1018850,1.000000,43.118000,43.118000,BLU
1026757,1.000000,43.025002,43.025002,BLU
1027650,0.861299,43.594845,43.529999,BLU
1027878,0.778000,44.554020,44.445000,BLU
1028133,0.377000,43.823660,43.400002,BLU
1028206,1.000000,43.280998,43.280998,BLU
1028869,0.518000,44.503669,44.217999,BLU
1030424,0.531000,44.436904,44.161999,BLU
1030686,1.000000,43.470001,43.470001,BLU
1032553,0.680000,43.695491,43.528000,BLU
1034240,1.000000,43.681000,43.681000,BLU
1035321,1.000000,43.147999,43.147999,BLU
1035849,0.728041,44.184845,44.047001,BLU
1036639,0.961962,43.814842,43.798000,BLU
1037259,0.714754,43.494843,43.348999,BLU
1042830,1.033133,43.734844,43.749001,BLU
1043557,0.705000,43.723809,43.571999,BLU
1045700,0.805665,43.464844,43.370998,BLU
1045904,0.606000,44.341528,44.124001,BLU
1046875,0.525000,43.072840,42.792999,BLU
1047454,0.944397,44.094845,44.070000,BLU
1049136,0.695273,44.394844,44.237000,BLU
1050399,0.492000,43.572035,43.264000,BLU
1052385,0.559000,43.521589,43.269001,BLU
1053990,0.765870,44.414845,44.299000,BLU
1066042,0.696881,44.404842,44.248001,BLU
1075324,1.000000,43.317001,43.317001,BLU
1075948,0.532000,43.496088,43.222000,BLU
1082900,0.887471,44.394844,44.342999,BLU
1086000,0.773000,43.557820,43.445999,BLU
1093775,0.660931,44.404842,44.224998,BLU
1103708,1.000000,43.146000,43.146000,BLU
100728,0.614000,44.293832,44.082001,GRN
110707,0.741000,43.568182,43.438000,GRN
123228,0.893627,44.274845,44.226002,GRN
143648,1.000000,44.011002,44.011002,GRN
145252,0.549741,44.514843,44.255001,GRN
149081,1.000000,43.423000,43.423000,GRN
150058,0.708198,44.294846,44.145000,GRN
150214,1.122420,44.304844,44.355000,GRN
155074,0.769403,44.754845,44.640999,GRN
161349,0.828239,44.074844,43.993000,GRN
164133,0.639965,45.034844,44.841000,GRN
166981,0.578306,45.154842,44.917000,GRN
167507,0.636000,43.816542,43.619999,GRN
167601,0.124496,43.524845,42.619999,GRN
169542,1.064527,43.594845,43.622002,GRN
172592,1.000000,43.558998,43.558998,GRN
172708,0.642000,44.263464,44.070999,GRN
174129,0.613980,43.184845,42.973000,GRN
177697,0.579000,44.019323,43.782001,GRN
178236,0.489954,44.614845,44.305000,GRN
179631,0.765870,44.264843,44.148998,GRN
189307,1.000000,44.183998,44.183998,GRN
191981,0.758846,44.204846,44.084999,GRN
192185,0.320003,44.844845,44.349998,GRN
192643,0.903969,43.414845,43.370998,GRN
193212,0.719712,44.424843,44.282002,GRN
200240,0.356578,45.004845,44.556999,GRN
201389,0.686000,43.362677,43.199001,GRN
201555,0.785000,43.991132,43.886002,GRN
202984,0.410354,44.974842,44.588001,GRN
205954,0.684000,43.755943,43.591000,GRN
206533,0.430000,44.400532,44.034000,GRN
208739,0.470000,43.398901,43.070999,GRN
210704,0.687000,43.980045,43.817001,GRN
212499,0.570000,44.683124,44.438999,GRN
213360,0.567746,44.554844,44.308998,GRN
215142,0.758852,44.694843,44.575001,GRN
216708,1.000000,43.272999,43.272999,GRN
217425,0.524993,44.864845,44.584999,GRN
220551,0.583654,44.504845,44.271000,GRN
223951,0.751899,45.224842,45.101002,GRN
228670,0.575650,44.854843,44.615002,GRN
229549,0.383000,43.834801,43.417999,GRN
229938,0.767641,44.264843,44.150002,GRN
231837,0.783713,45.374844,45.269001,GRN
233605,1.076856,43.724842,43.757000,GRN
233916,1.000000,44.543999,44.543999,GRN
235265,1.071911,43.634842,43.665001,GRN
238668,0.768000,43.700637,43.585999,GRN
240362,0.357403,44.084843,43.638000,GRN
241554,1.000000,43.873001,43.873001,GRN
242550,0.521000,43.642163,43.359001,GRN
244448,0.612569,43.794846,43.582001,GRN
249669,0.822540,44.534844,44.450001,GRN
253494,0.780108,44.204846,44.097000,GRN
254070,0.171851,44.274845,43.509998,GRN
254973,0.851438,44.454846,44.384998,GRN
255148,0.431677,44.924843,44.560001,GRN
255653,0.741575,45.044846,44.915001,GRN
261602,0.443768,43.614845,43.262001,GRN
262286,0.019506,45.414845,43.705002,GRN
262516,0.334317,44.014843,43.539001,GRN
263032,0.798276,44.954846,44.856998,GRN
264041,0.440000,43.549548,43.193001,GRN
264232,0.174244,44.144844,43.386002,GRN
264418,0.670126,44.814842,44.640999,GRN
264588,1.000000,43.157001,43.157001,GRN
266013,0.748440,44.624844,44.499001,GRN
266042,0.765877,44.834843,44.719002,GRN
271177,1.000000,43.369999,43.369999,GRN
274335,0.697000,44.153769,43.997002,GRN
277467,0.635000,44.216227,44.019001,GRN
278421,0.606000,43.914526,43.696999,GRN
279879,1.000000,44.326000,44.326000,GRN
279993,0.413000,43.955049,43.570999,GRN
280322,0.548000,43.758221,43.497002,GRN
280712,1.138036,43.304844,43.361000,GRN
280768,0.633000,43.887595,43.688999,GRN
280813,0.736473,44.254845,44.122002,GRN
284147,0.359051,44.244843,43.799999,GRN
284733,0.558000,44.575364,44.321999,GRN
285283,0.544699,44.534844,44.271000,GRN
285627,0.378578,44.374844,43.952999,GRN
287239,0.709836,44.584843,44.436001,GRN
289874,0.875294,44.484844,44.426998,GRN
289891,0.741575,44.574844,44.445000,GRN
293576,0.056645,44.104843,42.858002,GRN
295934,0.552272,44.434845,44.176998,GRN
295961,0.176260,44.284844,43.530998,GRN
303691,0.353311,44.984844,44.533001,GRN
305868,0.482120,44.114845,43.798000,GRN
306476,0.656378,44.754845,44.571999,GRN
307901,0.526000,43.364013,43.084999,GRN
309585,0.087329,45.404842,44.346001,GRN
310180,0.671670,45.294846,45.122002,GRN
310591,0.973095,44.214844,44.202999,GRN
311451,0.851445,43.964844,43.895000,GRN
312003,0.338186,44.704846,44.234001,GRN
314431,0.716400,44.454846,44.310001,GRN
314830,0.946573,44.614845,44.591000,GRN
316110,0.612569,44.464844,44.251999,GRN
317570,0.187135,44.464844,43.737000,GRN
317720,0.203777,43.144844,42.453999,GRN
327470,0.811254,44.324844,44.234001,GRN
328627,0.774740,44.844845,44.734001,GRN
329628,0.770000,43.712508,43.598999,GRN
330333,1.000000,43.047001,43.047001,GRN
331013,0.348463,44.324844,43.867001,GRN
333072,0.578306,44.374844,44.137001,GRN
333082,0.438691,44.854843,44.497002,GRN
333229,0.857344,44.574844,44.507999,GRN
334369,0.232358,44.814842,44.181000,GRN
336989,1.233548,44.644844,44.736000,GRN
339381,0.781905,43.864845,43.757999,GRN
339687,0.618234,44.364845,44.155998,GRN
342325,0.961954,43.824844,43.807999,GRN
342369,0.650363,44.734844,44.548000,GRN
344843,0.507171,44.274845,43.980000,GRN
345932,0.485464,44.134842,43.820999,GRN
348345,0.573007,43.314842,43.073002,GRN
350733,0.622522,44.364845,44.159000,GRN
352454,0.857344,45.394844,45.327999,GRN
353402,1.000000,43.265999,43.265999,GRN
353591,0.468980,44.454846,44.125999,GRN
358432,0.501364,43.684845,43.384998,GRN
361705,0.751893,44.424843,44.300999,GRN
364116,1.000000,43.785999,43.785999,GRN
367739,0.651862,43.824844,43.639000,GRN
368267,0.601389,43.864845,43.644001,GRN
368360,0.706570,44.374844,44.223999,GRN
371168,0.206612,44.664845,43.980000,GRN
373275,0.807521,44.454846,44.362000,GRN
374747,0.676000,43.905054,43.735001,GRN
379302,1.000000,43.523998,43.523998,GRN
379813,0.597252,44.514843,44.291000,GRN
381137,0.611161,44.614845,44.401001,GRN
381564,0.772960,45.094845,44.983002,GRN
381621,0.575000,43.517333,43.277000,GRN
383898,0.303497,44.934845,44.417000,GRN
386177,0.783707,44.044846,43.938999,GRN
386536,0.718057,43.634842,43.491001,GRN
386731,0.598000,45.085298,44.862000,GRN
388484,0.496770,43.214844,42.910999,GRN
388646,0.515412,44.574844,44.286999,GRN
390895,0.684000,43.884945,43.720001,GRN
391416,0.857351,44.424843,44.358002,GRN
391905,0.279354,44.464844,43.910999,GRN
393765,0.306307,44.414845,43.901001,GRN
393849,0.613986,44.404842,44.193001,GRN
393866,0.748440,44.964844,44.839001,GRN
397321,0.696875,44.554844,44.397999,GRN
397900,0.937900,43.824844,43.797001,GRN
398904,0.790961,44.184845,44.083000,GRN
399685,0.696000,44.005390,43.848000,GRN
400930,0.901899,44.874844,44.830002,GRN
401148,0.855373,44.164845,44.097000,GRN
402319,1.000000,43.823002,43.823002,GRN
403419,0.668580,43.524845,43.349998,GRN
404028,0.609756,44.824844,44.610001,GRN
407347,0.692080,44.184845,44.025002,GRN
408043,0.771183,44.814842,44.702000,GRN
408440,0.792790,44.514843,44.414001,GRN
408968,0.517794,43.574844,43.289001,GRN
411160,0.665510,44.524845,44.348000,GRN
412346,0.944397,45.004845,44.980000,GRN
413642,0.381204,43.674843,43.256001,GRN
414248,0.679449,43.424843,43.257000,GRN
415440,0.724698,43.814842,43.674999,GRN
417652,1.000000,43.860001,43.860001,GRN
419216,0.459362,44.684845,44.347000,GRN
419317,1.349452,43.284844,43.415001,GRN
419634,0.241077,45.254845,44.637001,GRN
420086,0.729725,44.224842,44.088001,GRN
420622,0.755361,44.594845,44.473000,GRN
422734,0.748440,44.634842,44.508999,GRN
423522,1.000000,43.625999,43.625999,GRN
424136,0.128279,44.074844,43.182999,GRN
427683,0.796000,43.793087,43.694000,GRN
428262,0.575650,44.604843,44.365002,GRN
428823,0.717000,43.853480,43.709000,GRN
429443,0.522582,44.894844,44.612999,GRN
432314,0.695273,44.354843,44.196999,GRN
433236,1.000000,43.316002,43.316002,GRN
433662,1.000000,43.240002,43.240002,GRN
434653,0.493352,44.074844,43.768002,GRN
435741,1.000000,43.542999,43.542999,GRN
437094,0.382963,43.904842,43.487999,GRN
437924,1.000000,43.342999,43.342999,GRN
438137,0.174644,44.274845,43.516998,GRN
438627,0.979837,44.684845,44.675999,GRN
440292,1.000000,43.876999,43.876999,GRN
442236,0.609756,44.234844,44.020000,GRN
443935,0.683000,44.672579,44.507000,GRN
445486,0.547212,44.434845,44.173000,GRN
446680,1.000000,43.612999,43.612999,GRN
447171,0.663980,44.414845,44.236999,GRN
447224,0.639965,44.354843,44.160999,GRN
447837,0.735000,44.570713,44.437000,GRN
448160,0.482120,44.074844,43.757999,GRN
448282,0.839762,44.624844,44.549000,GRN
448517,0.814996,44.544846,44.456001,GRN
448782,0.069208,45.074844,43.915001,GRN
448996,0.187566,44.184845,43.458000,GRN
449276,0.743284,44.714844,44.585999,GRN
449364,0.634095,44.664845,44.466999,GRN
451179,1.000000,43.877998,43.877998,GRN
452169,0.653364,44.374844,44.189999,GRN
452901,0.649000,43.833755,43.646000,GRN
454474,0.796448,44.474842,44.375999,GRN
454916,0.771183,43.964844,43.852001,GRN
455313,0.735000,43.924713,43.791000,GRN
455603,0.600007,44.944843,44.723000,GRN
456808,0.573001,44.374844,44.132999,GRN
457171,0.586346,43.664845,43.432999,GRN
459682,0.516000,43.873349,43.585999,GRN
460965,0.865280,44.264843,44.202000,GRN
461606,0.912345,45.064842,45.025002,GRN
462238,0.613000,43.673538,43.460999,GRN
462290,0.593137,44.774845,44.548000,GRN
464309,0.914447,44.384842,44.346001,GRN
465316,0.833984,44.624844,44.546001,GRN
468408,0.343681,44.164845,43.701000,GRN
468485,0.857344,44.364845,44.298000,GRN
468771,0.688896,44.074844,43.912998,GRN
469339,0.995758,44.544846,44.542999,GRN
471626,0.642917,44.574844,44.382999,GRN
471767,0.713111,44.874844,44.728001,GRN
473114,0.764110,45.054844,44.938000,GRN
477125,0.885431,44.124844,44.071999,GRN
481172,0.684156,45.094845,44.930000,GRN
481664,0.309142,44.384842,43.875000,GRN
485277,0.511866,44.874844,44.584000,GRN
485406,0.927161,44.914845,44.882000,GRN
486220,0.764110,44.644844,44.528000,GRN
490038,0.803813,44.484844,44.389999,GRN
490692,0.801965,44.754845,44.659000,GRN
491819,0.743290,44.474842,44.346001,GRN
492534,0.146608,43.314842,42.480999,GRN
494577,0.977593,44.174843,44.165001,GRN
495324,0.290508,44.554844,44.018002,GRN
496985,0.346859,44.844845,44.384998,GRN
496988,0.606000,43.142527,42.924999,GRN
497397,0.476604,43.784844,43.463001,GRN
498351,0.601000,43.446124,43.224998,GRN
498569,0.673218,44.444843,44.272999,GRN
499247,0.734780,43.944843,43.811001,GRN
500252,0.595873,44.734844,44.509998,GRN
500438,0.637026,43.474842,43.278999,GRN
502241,0.665515,43.834843,43.658001,GRN
502297,0.408466,44.474842,44.085999,GRN
502321,0.783713,44.874844,44.769001,GRN
502554,0.700096,44.194843,44.040001,GRN
503415,0.757108,44.154842,44.034000,GRN
505102,1.114698,43.474842,43.521999,GRN
505480,0.437678,44.574844,44.216000,GRN
506033,0.755368,43.104843,42.983002,GRN
506854,1.094344,43.434845,43.473999,GRN
507179,1.000000,43.832001,43.832001,GRN
