# ID,Lx_corr,log_Lx_int,log_Lx_obs,group
519183,0.113020,44.504845,43.557999,BLU
519456,0.780115,44.584843,44.477001,BLU
519494,0.719705,43.544846,43.402000,BLU
519821,0.497915,43.774845,43.472000,BLU
520685,0.637026,43.214844,43.019001,BLU
520769,0.648000,43.866426,43.678001,BLU
521042,0.399000,43.566027,43.167000,BLU
521162,0.715000,43.088695,42.943001,BLU
522252,0.212401,43.794846,43.122002,BLU
522300,0.693000,43.769267,43.610001,BLU
522534,0.845580,43.124844,43.051998,BLU
523113,1.079337,43.804844,43.838001,BLU
523378,1.000000,43.340000,43.340000,BLU
524280,0.674769,44.864845,44.694000,BLU
524394,0.405000,43.254544,42.862000,BLU
526232,0.426000,43.479592,43.109001,BLU
526303,0.792783,44.324844,44.223999,BLU
526398,0.591774,44.374844,44.146999,BLU
526818,1.052348,43.314842,43.337002,BLU
527892,0.520183,44.544846,44.261002,BLU
528339,0.634095,43.554844,43.356998,BLU
529468,0.167942,45.084843,44.310001,BLU
530617,0.507000,43.398992,43.104000,BLU
530939,0.590000,43.984149,43.755001,BLU
530967,0.695273,43.394844,43.237000,BLU
531461,0.272369,43.384842,42.820000,BLU
531730,1.000000,43.455002,43.455002,BLU
531775,0.217850,44.244843,43.583000,BLU
532152,0.495000,43.855394,43.549999,BLU
532321,0.955335,43.864845,43.845001,BLU
532384,0.265556,44.174843,43.598999,BLU
532685,0.495633,44.384842,44.080002,BLU
533239,1.037899,43.144844,43.160999,BLU
533672,0.792783,43.684845,43.584000,BLU
534189,1.000000,43.463001,43.463001,BLU
534215,0.078914,44.594845,43.492001,BLU
534286,0.725000,43.852663,43.713001,BLU
534811,0.657896,43.894844,43.713001,BLU
534983,0.753625,44.424843,44.301998,BLU
536192,0.774740,44.624844,44.514000,BLU
536989,0.562000,43.000264,42.750000,BLU
537639,0.450978,44.024845,43.679001,BLU
539141,0.912337,44.354843,44.314999,BLU
539307,0.484344,44.164845,43.849998,BLU
539736,0.409408,44.504845,44.117001,BLU
540730,0.213872,43.614845,42.945000,BLU
540943,0.548472,43.804844,43.543999,BLU
541230,0.445819,44.014843,43.664001,BLU
541366,0.413000,43.576051,43.192001,BLU
541434,0.209969,44.644844,43.966999,BLU
541830,0.165636,44.664845,43.883999,BLU
542389,0.813123,44.324844,44.235001,BLU
544338,1.000000,43.533001,43.533001,BLU
544403,1.000000,44.666000,44.666000,BLU
545088,0.482120,43.944843,43.627998,BLU
546656,0.281940,43.894844,43.345001,BLU
546685,0.434667,44.674843,44.313000,BLU
546832,1.000000,43.261002,43.261002,BLU
546921,0.667000,43.708875,43.533001,BLU
547078,0.409408,43.434845,43.047001,BLU
547146,0.540000,43.505605,43.237999,BLU
547306,0.618239,43.754845,43.546001,BLU
547496,0.090815,43.274845,42.233002,BLU
547611,0.701709,43.624844,43.471001,BLU
548180,0.589056,44.374844,44.145000,BLU
548220,0.502000,43.101294,42.801998,BLU
548361,0.444000,43.378618,43.026001,BLU
548369,1.000000,43.290001,43.290001,BLU
549255,1.000000,43.073002,43.073002,BLU
549460,0.772953,44.204846,44.092998,BLU
549632,0.754000,43.049627,42.926998,BLU
550062,0.449942,43.364845,43.018002,BLU
550246,0.781000,43.521350,43.414001,BLU
551649,0.533000,43.791274,43.518002,BLU
551738,0.565144,44.314842,44.067001,BLU
552225,0.589056,43.214844,42.985001,BLU
552254,0.611000,43.533958,43.320000,BLU
552411,0.734780,44.574844,44.441002,BLU
553873,0.385619,44.924843,44.511002,BLU
554257,0.443768,44.204846,43.852001,BLU
554361,0.873282,43.414845,43.355999,BLU
554731,0.534758,44.924843,44.653000,BLU
555407,0.601389,43.784844,43.563999,BLU
555440,0.647371,43.704846,43.515999,BLU
556119,0.776525,44.194843,44.084999,BLU
556971,0.843636,43.234844,43.160999,BLU
557190,0.609000,43.858384,43.643002,BLU
558222,0.321482,44.074844,43.582001,BLU
558240,0.574000,43.226089,42.985001,BLU
558556,0.522582,43.954846,43.673000,BLU
558958,0.481016,43.904842,43.587002,BLU
560030,0.718051,43.374844,43.230999,BLU
560331,0.800122,43.754845,43.658001,BLU
560530,0.602775,43.514843,43.294998,BLU
561143,0.692074,45.704846,45.544998,BLU
561709,0.133400,44.774845,43.900002,BLU
561716,1.000000,43.018002,43.018002,BLU
561903,0.345267,43.454846,42.993000,BLU
561934,1.000000,43.226002,43.226002,BLU
562802,0.492218,44.034844,43.727001,BLU
564150,0.676000,43.072054,42.902000,BLU
564498,0.218855,44.004845,43.345001,BLU
564556,1.000000,43.293999,43.293999,BLU
564716,0.468980,44.044846,43.716000,BLU
564821,0.676000,43.128053,42.958000,BLU
565276,0.559956,43.914845,43.662998,BLU
565402,0.849488,44.074844,44.004002,BLU
565763,0.703000,43.682044,43.528999,BLU
566698,0.067012,44.544846,43.370998,BLU
566857,0.769410,44.494843,44.381001,BLU
567435,0.776000,43.326138,43.216000,BLU
568511,0.708000,43.625968,43.476002,BLU
568616,0.221388,44.184845,43.529999,BLU
569294,0.664000,43.117831,42.939999,BLU
570316,1.000000,43.377998,43.377998,BLU
570617,0.478000,44.128571,43.807999,BLU
571036,0.714754,44.364845,44.219002,BLU
572088,0.711465,44.094845,43.946999,BLU
572751,0.160383,44.084843,43.290001,BLU
573007,0.674775,43.334843,43.164001,BLU
573553,0.799000,43.036452,42.938999,BLU
575531,1.000000,43.306999,43.306999,BLU
575534,0.977593,44.194843,44.185001,BLU
576066,1.000000,43.431000,43.431000,BLU
576750,0.683000,43.026579,42.861000,BLU
577245,0.442000,43.211576,42.856998,BLU
577597,0.877318,43.504845,43.448002,BLU
577761,0.438000,43.199525,42.841000,BLU
578092,0.540946,43.754845,43.487999,BLU
578239,0.623957,43.574844,43.369999,BLU
579394,0.112242,44.374844,43.424999,BLU
579765,0.786000,43.757577,43.653000,BLU
580157,0.701000,43.972283,43.818001,BLU
580915,1.107019,44.444843,44.488998,BLU
581118,0.699000,43.738523,43.583000,BLU
581456,1.000000,43.000999,43.000999,BLU
581549,0.767641,43.584843,43.470001,BLU
582204,1.000000,43.148998,43.148998,BLU
583094,1.000000,43.778999,43.778999,BLU
583448,1.000000,43.522999,43.522999,BLU
584085,1.000000,43.320999,43.320999,BLU
584970,0.335856,44.024845,43.550999,BLU
585033,0.345000,43.618179,43.155998,BLU
585941,0.436000,43.311514,42.951000,BLU
586693,1.000000,43.363998,43.363998,BLU
586891,0.365726,43.824844,43.388000,BLU
589008,0.085734,44.554844,43.487999,BLU
589540,0.881365,44.284844,44.230000,BLU
589797,0.473000,43.474137,43.148998,BLU
590031,0.617000,43.938715,43.729000,BLU
590120,0.540951,43.694843,43.428001,BLU
590258,0.758846,44.544846,44.424999,BLU
591069,0.557000,43.330145,43.076000,BLU
591165,1.000000,43.324001,43.324001,BLU
592177,0.374244,44.004845,43.577999,BLU
593532,0.477702,43.744843,43.424000,BLU
593620,0.482124,43.384842,43.068001,BLU
594392,1.358801,44.214844,44.348000,BLU
594617,0.690489,44.694843,44.534000,BLU
596188,0.468984,43.424843,43.096001,BLU
596401,0.491000,43.377919,43.069000,BLU
597002,0.737000,43.049532,42.917000,BLU
597451,0.476600,43.274845,42.952999,BLU
598015,0.731000,43.275083,43.139000,BLU
598079,0.625394,44.204846,44.000999,BLU
599333,0.684000,43.059944,42.895000,BLU
600755,0.513045,43.964844,43.674999,BLU
601457,0.700090,43.184845,43.029999,BLU
601533,0.446000,44.095664,43.744999,BLU
601946,0.398253,43.854843,43.455002,BLU
601958,0.461000,43.897300,43.561001,BLU
602526,0.451000,43.572825,43.227001,BLU
603396,0.577000,43.033822,42.794998,BLU
603571,0.325205,43.894844,43.407001,BLU
603725,1.194417,43.004845,43.082001,BLU
604416,1.489898,43.574844,43.748001,BLU
604824,0.461000,43.563300,43.227001,BLU
605055,0.201909,43.574844,42.880001,BLU
605093,0.695000,43.573016,43.415001,BLU
605241,0.887471,44.114845,44.063000,BLU
605519,0.780108,43.574844,43.466999,BLU
606447,1.000000,43.162998,43.162998,BLU
607000,0.333548,43.724842,43.248001,BLU
607093,0.464682,44.784844,44.452000,BLU
607291,0.517000,43.220508,42.933998,BLU
607340,0.642923,43.834843,43.643002,BLU
607561,0.259510,44.184845,43.598999,BLU
609216,0.370814,44.124844,43.694000,BLU
609485,0.586000,43.707101,43.474998,BLU
609513,1.188932,44.034844,44.110001,BLU
609768,0.593000,43.106946,42.880001,BLU
610703,0.751893,44.374844,44.250999,BLU
610782,0.556000,43.673924,43.418999,BLU
610794,0.035412,44.834843,43.383999,BLU
611654,0.476600,44.414845,44.092999,BLU
611879,0.644404,43.354843,43.164001,BLU
612897,1.000000,43.395000,43.395000,BLU
613159,0.557384,44.294846,44.041000,BLU
613802,1.000000,43.818001,43.818001,BLU
614326,1.000000,43.327999,43.327999,BLU
614573,0.686000,44.138674,43.974998,BLU
615692,0.467906,43.564842,43.235001,BLU
616153,0.235047,44.624844,43.995998,BLU
616226,0.569059,43.324844,43.080002,BLU
616655,0.446846,43.354843,43.005001,BLU
617286,0.422820,43.494843,43.120998,BLU
617853,0.751899,44.064842,43.941002,BLU
618121,0.738170,44.054844,43.923000,BLU
618370,0.110703,43.584843,42.629002,BLU
620652,0.110448,44.654842,43.698002,BLU
621569,0.158912,44.674843,43.875999,BLU
621774,0.885431,44.114845,44.062000,BLU
622089,0.724691,43.024845,42.884998,BLU
622251,0.461000,43.774299,43.438000,BLU
622937,1.000000,43.727001,43.727001,BLU
623908,0.659412,44.054844,43.874001,BLU
625047,0.623000,44.268512,44.063000,BLU
625595,0.986633,43.604843,43.598999,BLU
625774,0.809389,44.034844,43.943001,BLU
626120,0.459000,44.211188,43.873001,BLU
626509,0.645000,43.640441,43.450001,BLU
626552,0.503000,43.721432,43.423000,BLU
627520,0.510000,43.230430,42.938000,BLU
628179,1.000000,43.259998,43.259998,BLU
628213,0.535990,43.604843,43.334000,BLU
628500,0.586000,43.805104,43.573002,BLU
629377,0.587702,43.354843,43.124001,BLU
629822,1.000000,43.604000,43.604000,BLU
629988,0.682584,43.844845,43.679001,BLU
629991,1.000000,43.500000,43.500000,BLU
630287,0.439701,43.624844,43.268002,BLU
630399,1.000000,43.445000,43.445000,BLU
631014,0.914447,43.424843,43.386002,BLU
631720,0.781912,44.104843,43.998001,BLU
632074,1.000000,43.528000,43.528000,BLU
632105,1.000000,43.259998,43.259998,BLU
632365,0.667043,44.274845,44.098999,BLU
632378,0.589056,44.054844,43.825001,BLU
632647,0.488000,43.771579,43.459999,BLU
633412,0.447875,43.624844,43.276001,BLU
633483,0.865280,44.244843,44.181999,BLU
633565,0.929306,43.634842,43.603001,BLU
634248,0.893627,43.634842,43.585999,BLU
634754,0.587702,44.724842,44.493999,BLU
635497,0.726367,43.664845,43.526001,BLU
635561,0.062973,44.544846,43.344002,BLU
635671,0.566000,43.054183,42.806999,BLU
635695,1.000000,43.001999,43.001999,BLU
636013,0.667049,43.604843,43.429001,BLU
637114,0.567751,43.654842,43.409000,BLU
637635,0.635000,43.648226,43.451000,BLU
637637,1.000000,43.558998,43.558998,BLU
637663,0.639965,43.214844,43.021000,BLU
638494,1.250709,44.214844,44.312000,BLU
638527,0.670126,44.494843,44.320999,BLU
639085,1.037899,43.524845,43.541000,BLU
639096,1.000000,43.778000,43.778000,BLU
639158,0.565000,43.082951,42.834999,BLU
639400,0.287843,43.564842,43.023998,BLU
639552,0.653369,44.314842,44.130001,BLU
640492,0.052379,45.224842,43.944000,BLU
640623,0.473321,43.334843,43.009998,BLU
641147,0.576971,43.484844,43.245998,BLU
641491,0.488827,45.284844,44.973999,BLU
642185,0.560000,44.338814,44.087002,BLU
642536,1.000000,43.125999,43.125999,BLU
642649,0.597252,44.134842,43.910999,BLU
642834,1.000000,43.269001,43.269001,BLU
643015,0.695273,43.774845,43.617001,BLU
643706,0.394000,43.293504,42.889000,BLU
644023,0.885439,44.384842,44.332001,BLU
644171,1.000000,43.861000,43.861000,BLU
644854,0.367417,43.514843,43.080002,BLU
645941,0.622528,44.314842,44.109001,BLU
645944,0.871282,43.584843,43.525002,BLU
647123,0.724698,43.594845,43.455002,BLU
647413,0.183720,44.664845,43.929001,BLU
648670,0.376840,43.584843,43.160999,BLU
649286,0.611000,44.681957,44.467999,BLU
649850,0.726000,43.378062,43.238998,BLU
650197,0.698480,43.964844,43.808998,BLU
650453,0.853407,44.144844,44.076000,BLU
650659,0.701703,44.044846,43.890999,BLU
650697,0.635562,44.104843,43.908001,BLU
651523,1.000000,43.685001,43.685001,BLU
653385,0.794617,44.264843,44.165001,BLU
656275,0.566000,44.087184,43.840000,BLU
656926,0.622522,44.694843,44.488998,BLU
657027,0.016261,45.174843,43.386002,BLU
658065,0.533528,44.354843,44.082001,BLU
658690,0.606951,43.794846,43.577999,BLU
659751,0.389000,43.169049,42.758999,BLU
659773,0.430000,43.460533,43.094002,BLU
659778,0.714000,43.186303,43.040001,BLU
660169,0.488827,44.414845,44.104000,BLU
661030,0.752000,43.443782,43.320000,BLU
661192,0.769403,44.614845,44.500999,BLU
661682,0.812000,43.357442,43.266998,BLU
662158,0.607000,43.820811,43.604000,BLU
662355,0.516604,43.904842,43.618000,BLU
662467,0.685733,43.964844,43.800999,BLU
663168,0.269871,43.754845,43.186001,BLU
663565,0.225505,44.284844,43.638000,BLU
664330,0.396420,44.554844,44.153000,BLU
664975,0.446846,43.124844,42.775002,BLU
665286,0.418942,44.164845,43.786999,BLU
665457,0.760601,44.434845,44.316002,BLU
666869,0.778000,43.852020,43.743000,BLU
667434,0.837831,44.264843,44.188000,BLU
667844,0.656384,43.804844,43.622002,BLU
668726,0.496770,44.924843,44.620998,BLU
669348,0.474415,43.244843,42.921001,BLU
670126,1.000000,43.224998,43.224998,BLU
670364,0.424771,43.954846,43.583000,BLU
670500,0.741575,44.394844,44.264999,BLU
670725,0.425000,44.142611,43.771000,BLU
670749,0.586346,43.344845,43.112999,BLU
671263,1.000000,44.020000,44.020000,BLU
671381,0.800000,43.010911,42.914001,BLU
671978,0.692080,44.184845,44.025002,BLU
673076,0.733085,44.074844,43.939999,BLU
673615,0.653000,43.124086,42.938999,BLU
673948,0.631183,44.734844,44.535000,BLU
674574,1.167223,43.414845,43.481998,BLU
674702,0.485464,43.474842,43.160999,BLU
674827,0.937900,43.124844,43.097000,BLU
674831,0.365726,44.024845,43.588001,BLU
674969,0.713000,43.075911,42.929001,BLU
675245,0.573001,43.194843,42.952999,BLU
675466,0.625400,43.974842,43.771000,BLU
675561,0.100266,44.074844,43.076000,BLU
675643,0.260709,44.404842,43.820999,BLU
675793,0.438687,44.204846,43.847000,BLU
677597,0.649000,43.266754,43.078999,BLU
678542,0.585000,43.521846,43.289001,BLU
678855,0.470000,43.187903,42.860001,BLU
679509,0.691000,43.231521,43.070999,BLU
679639,0.734780,43.784844,43.651001,BLU
679945,0.422820,43.794846,43.421001,BLU
680127,0.175857,43.384842,42.630001,BLU
680964,1.000000,44.189999,44.189999,BLU
681339,0.294547,44.574844,44.043999,BLU
681549,0.670126,44.474842,44.300999,BLU
682463,1.000000,43.042000,43.042000,BLU
684786,0.508339,43.684845,43.390999,BLU
684981,0.216349,43.644844,42.980000,BLU
685399,0.189739,43.894844,43.173000,BLU
686187,0.739871,43.824844,43.694000,BLU
687085,0.484344,44.484844,44.169998,BLU
687136,0.515412,43.684845,43.396999,BLU
687415,0.224468,44.364845,43.716000,BLU
687903,0.008693,45.424843,43.363998,BLU
688531,0.569054,44.344845,44.099998,BLU
688717,0.709830,43.984844,43.835999,BLU
688836,0.340532,43.634842,43.167000,BLU
688939,1.000000,43.291000,43.291000,BLU
689230,0.591774,44.144844,43.917000,BLU
689758,0.248975,43.614845,43.011002,BLU
690548,0.341313,44.094845,43.627998,BLU
691252,0.619664,43.994843,43.786999,BLU
691398,0.473321,44.414845,44.090000,BLU
691521,0.743290,44.314842,44.186001,BLU
691906,1.000000,43.054001,43.054001,BLU
692020,0.609000,43.422383,43.207001,BLU
692136,0.369112,43.604843,43.172001,BLU
692317,0.785519,44.384842,44.279999,BLU
692398,0.514227,44.454846,44.166000,BLU
692485,0.629732,44.664845,44.464001,BLU
692714,0.444790,44.804844,44.452999,BLU
693134,1.000000,43.355000,43.355000,BLU
693284,1.000000,43.023998,43.023998,BLU
693350,0.803813,44.894844,44.799999,BLU
693513,0.593137,43.754845,43.528000,BLU
694069,0.828246,43.564842,43.483002,BLU
694327,0.509000,43.661282,43.368000,BLU
694934,1.000000,44.089001,44.089001,BLU
696146,0.402862,43.784844,43.389999,BLU
696590,0.540946,43.484844,43.217999,BLU
696891,0.792790,43.334843,43.234001,BLU
697034,1.000000,43.139999,43.139999,BLU
697594,0.499000,43.263901,42.962002,BLU
697623,1.000000,43.660000,43.660000,BLU
697703,1.000000,43.713001,43.713001,BLU
698328,0.623957,44.364845,44.160000,BLU
698425,0.734774,43.504845,43.370998,BLU
699062,1.000000,43.042000,43.042000,BLU
699272,0.062973,45.004845,43.804001,BLU
699371,0.922904,43.494843,43.459999,BLU
699815,0.660931,44.574844,44.395000,BLU
699926,0.409408,43.964844,43.577000,BLU
700043,0.475504,43.774845,43.452000,BLU
700757,1.148571,43.944843,44.005001,BLU
701381,0.521000,43.608163,43.325001,BLU
702876,0.704000,43.541427,43.389000,BLU
703280,0.668000,44.275222,44.099998,BLU
703326,0.521381,43.524845,43.242001,BLU
703515,0.786000,43.883577,43.778999,BLU
703733,0.548472,44.044846,43.784000,BLU
704055,0.705000,43.183812,43.032001,BLU
704286,0.837831,44.214844,44.138001,BLU
704782,0.584998,43.624844,43.391998,BLU
704811,0.684156,44.684845,44.520000,BLU
704900,0.655000,44.051759,43.868000,BLU
705406,0.523786,43.964844,43.683998,BLU
705464,0.172646,43.754845,42.992001,BLU
705530,0.025713,45.704846,44.115002,BLU
706363,0.495628,44.734844,44.430000,BLU
706740,0.632000,43.786285,43.587002,BLU
707186,0.724698,43.564842,43.424999,BLU
707614,0.474000,43.838222,43.514000,BLU
708170,0.457253,43.794846,43.455002,BLU
709438,0.497000,43.988645,43.685001,BLU
709638,0.456201,43.474842,43.133999,BLU
710099,0.575645,43.304844,43.064999,BLU
710279,0.567751,43.814842,43.569000,BLU
710434,0.895686,43.894844,43.847000,BLU
711439,0.069849,44.014843,42.859001,BLU
711839,0.562000,43.491265,43.241001,BLU
712337,0.382963,43.894844,43.478001,BLU
712422,0.543000,43.248202,42.983002,BLU
712578,0.696881,44.384842,44.228001,BLU
712916,0.444000,43.663618,43.311001,BLU
713028,0.767000,43.312203,43.196999,BLU
713100,0.413194,44.774845,44.390999,BLU
713668,1.000000,44.078999,44.078999,BLU
713709,1.000000,43.833000,43.833000,BLU
713765,0.849488,44.784844,44.714001,BLU
713948,0.600000,43.244848,43.022999,BLU
714836,0.851445,43.604843,43.535000,BLU
715196,1.000000,43.063000,43.063000,BLU
715706,0.500212,43.614845,43.313999,BLU
715741,1.000000,43.002998,43.002998,BLU
716342,0.531074,44.434845,44.160000,BLU
716692,0.623000,43.018512,42.813000,BLU
716954,0.765870,44.444843,44.328999,BLU
717122,0.437000,43.353518,42.993999,BLU
717390,0.379450,43.954846,43.534000,BLU
717885,0.623962,43.784844,43.580002,BLU
718980,0.567000,44.314418,44.068001,BLU
719297,0.352498,43.904842,43.452000,BLU
720397,0.364044,43.684845,43.245998,BLU
721349,0.933585,43.934845,43.904999,BLU
722793,0.633000,43.640598,43.442001,BLU
722987,0.833984,44.654842,44.576000,BLU
723434,0.506005,43.914845,43.618999,BLU
724318,0.741575,43.554844,43.424999,BLU
725114,0.543442,43.114845,42.849998,BLU
725399,0.785000,44.035131,43.930000,BLU
725624,0.278072,43.714844,43.159000,BLU
727103,0.760601,43.384842,43.265999,BLU
727201,0.345267,44.004845,43.542999,BLU
728070,1.000000,43.825001,43.825001,BLU
728413,0.669000,43.802572,43.627998,BLU
728798,0.658000,43.436775,43.255001,BLU
728847,0.944397,44.294846,44.270000,BLU
729034,0.579638,44.034844,43.798000,BLU
729507,0.565144,43.154842,42.907002,BLU
729517,0.553549,43.254845,42.998001,BLU
729584,0.329727,43.164845,42.682999,BLU
730099,0.359051,44.764843,44.320000,BLU
731099,0.287843,44.354843,43.813999,BLU
732095,0.585000,43.938845,43.706001,BLU
732481,0.107685,44.574844,43.606998,BLU
732720,0.462548,44.134842,43.799999,BLU
732898,0.625394,43.004845,42.800999,BLU
733583,0.178302,44.404842,43.655998,BLU
734261,0.619664,44.184845,43.977001,BLU
735593,0.611000,43.710960,43.497002,BLU
735815,0.686000,43.974677,43.811001,BLU
736286,0.721364,44.774845,44.632999,BLU
736295,0.611161,43.954846,43.741001,BLU
736642,0.184993,44.204846,43.472000,BLU
737222,0.651862,44.144844,43.959000,BLU
739500,0.464000,43.978482,43.645000,BLU
739711,0.582312,43.244843,43.009998,BLU
740584,0.859319,44.044846,43.979000,BLU
741487,1.040300,44.884842,44.902000,BLU
741600,0.598628,43.494843,43.271999,BLU
742528,1.000000,43.389000,43.389000,BLU
742677,0.426000,44.165589,43.794998,BLU
742786,0.374247,43.194843,42.768002,BLU
743041,0.468000,43.205754,42.875999,BLU
743261,0.061116,45.324844,44.111000,BLU
744093,1.000000,43.370998,43.370998,BLU
746142,1.000000,43.453999,43.453999,BLU
746652,0.508344,44.384842,44.091000,BLU
747029,0.562000,43.520264,43.270000,BLU
747724,1.094344,43.204846,43.243999,BLU
747781,0.754000,43.473630,43.351002,BLU
747883,0.946582,43.854843,43.831001,BLU
748043,0.455000,44.082990,43.741001,BLU
749779,0.760594,43.114845,42.995998,BLU
750821,0.126811,44.134842,43.237999,BLU
751163,0.875301,43.714844,43.657001,BLU
752242,1.000000,43.076000,43.076000,BLU
752272,0.798283,44.394844,44.297001,BLU
753422,0.506000,43.475850,43.180000,BLU
754140,0.822533,44.594845,44.509998,BLU
755135,0.369962,43.404842,42.973000,BLU
755370,0.822540,44.674843,44.590000,BLU
756126,1.000000,43.138000,43.138000,BLU
756319,1.000000,43.431999,43.431999,BLU
756383,0.615000,43.575123,43.363998,BLU
759425,0.371669,44.194843,43.764999,BLU
759837,0.200980,43.484844,42.787998,BLU
761265,0.828239,44.014843,43.932999,BLU
761769,0.718051,44.374844,44.230999,BLU
761810,1.000000,43.077999,43.077999,BLU
762184,0.542000,43.043001,42.777000,BLU
763134,0.758852,44.074844,43.955002,BLU
763207,0.750164,43.734844,43.610001,BLU
763293,0.920774,43.844845,43.808998,BLU
763427,1.000000,43.269001,43.269001,BLU
763619,0.438691,44.384842,44.027000,BLU
764321,0.440714,43.644844,43.289001,BLU
765054,0.512000,43.019730,42.729000,BLU
765086,1.000000,43.342999,43.342999,BLU
765668,0.706570,43.824844,43.674000,BLU
766102,1.000000,43.521999,43.521999,BLU
766118,0.590413,44.154842,43.925999,BLU
766363,1.000000,43.358002,43.358002,BLU
766685,0.785519,44.324844,44.220001,BLU
766933,0.605556,43.274845,43.056999,BLU
766953,0.695273,43.734844,43.577000,BLU
768111,0.671670,43.334843,43.161999,BLU
768120,0.700000,43.979903,43.825001,BLU
768174,0.678000,43.995770,43.827000,BLU
768691,0.681015,44.214844,44.048000,BLU
768952,0.683000,43.687579,43.521999,BLU
768966,0.753625,44.354843,44.231998,BLU
769059,0.435669,43.264843,42.903999,BLU
769206,0.585000,43.286845,43.054001,BLU
769368,0.798276,43.774845,43.676998,BLU
769426,0.605556,44.434845,44.216999,BLU
769512,1.000000,43.991001,43.991001,BLU
769541,0.644000,43.378114,43.187000,BLU
770401,0.717000,43.118480,42.973999,BLU
770575,1.000000,43.486000,43.486000,BLU
770600,0.116723,43.994843,43.062000,BLU
770821,0.285203,44.414845,43.869999,BLU
771517,0.455153,44.354843,44.013000,BLU
772429,1.112136,43.534844,43.581001,BLU
772845,0.709836,43.994843,43.846001,BLU
773228,0.228641,43.774845,43.133999,BLU
773838,1.059629,43.954846,43.980000,BLU
774687,0.216850,44.134842,43.471001,BLU
774953,0.465753,43.764843,43.432999,BLU
776284,0.424000,43.243633,42.870998,BLU
776759,0.692000,43.062894,42.903000,BLU
776801,0.048435,44.604843,43.290001,BLU
777374,0.800000,43.361909,43.264999,BLU
777558,0.619664,44.674843,44.466999,BLU
778849,1.000000,43.575001,43.575001,BLU
779775,0.651867,44.634842,44.449001,BLU
780592,1.000000,44.119999,44.119999,BLU
783288,0.662459,44.494843,44.316002,BLU
783627,0.515412,43.024845,42.737000,BLU
785922,1.104474,43.274845,43.318001,BLU
786995,0.173843,45.404842,44.645000,BLU
787558,0.693675,43.254845,43.096001,BLU
788039,0.668000,43.980224,43.805000,BLU
791433,0.459366,43.584843,43.247002,BLU
791478,0.663980,43.824844,43.646999,BLU
792290,0.670126,44.614845,44.441002,BLU
792762,0.365726,44.974842,44.537998,BLU
793979,0.491087,44.034844,43.726002,BLU
794164,0.147284,43.964844,43.132999,BLU
794241,0.585000,43.723845,43.491001,BLU
794860,0.434000,43.436512,43.074001,BLU
795034,0.476000,43.973394,43.651001,BLU
795779,0.442748,43.184845,42.831001,BLU
797394,1.000000,43.723999,43.723999,BLU
797410,0.881365,43.734844,43.680000,BLU
797617,0.587000,43.323361,43.091999,BLU
798386,1.000000,43.577999,43.577999,BLU
800486,0.787329,43.164845,43.061001,BLU
800899,0.702000,44.389663,44.236000,BLU
803184,0.623000,43.041510,42.835999,BLU
803402,0.778000,43.691021,43.582001,BLU
803830,0.781912,43.154842,43.048000,BLU
804324,0.606956,43.714844,43.498001,BLU
804330,0.325205,43.744843,43.257000,BLU
805219,0.657000,43.766434,43.584000,BLU
805633,0.706570,43.074844,42.924000,BLU
806711,0.346065,43.814842,43.354000,BLU
807334,0.517000,43.321509,43.035000,BLU
807707,0.671670,43.024845,42.852001,BLU
808134,0.977584,44.504845,44.494999,BLU
808139,0.552272,44.184845,43.926998,BLU
808481,0.369962,44.134842,43.702999,BLU
808579,0.403790,43.914845,43.521000,BLU
808811,0.682584,44.344845,44.179001,BLU
809167,0.144929,44.214844,43.375999,BLU
809443,0.345267,43.804844,43.342999,BLU
810765,0.335859,43.144844,42.671001,BLU
810880,0.526207,45.574844,45.296001,BLU
811058,0.453000,43.402900,43.058998,BLU
811456,0.541000,43.362803,43.096001,BLU
811659,0.642923,45.494843,45.303001,BLU
811689,1.000000,43.596001,43.596001,BLU
811700,0.538000,43.416217,43.146999,BLU
812706,0.330489,43.784844,43.304001,BLU
812993,0.565144,44.314842,44.067001,BLU
813455,0.553000,43.473274,43.216000,BLU
814973,0.645889,44.144844,43.955002,BLU
816596,0.291848,44.734844,44.200001,BLU
816638,0.457253,43.954846,43.615002,BLU
818249,0.563840,44.374844,44.125999,BLU
818465,0.757101,43.414845,43.293999,BLU
818800,1.000000,43.188000,43.188000,BLU
818825,0.026925,45.234844,43.665001,BLU
819172,0.576971,44.254845,44.015999,BLU
820281,0.432667,44.364845,44.000999,BLU
821643,0.770000,43.578509,43.465000,BLU
821940,0.940061,44.204846,44.178001,BLU
823817,1.000000,43.403999,43.403999,BLU
823862,0.403000,43.480693,43.085999,BLU
824019,0.058097,45.044846,43.808998,BLU
824045,1.000000,43.426998,43.426998,BLU
824364,0.571684,44.894844,44.652000,BLU
824613,0.933585,43.614845,43.584999,BLU
824618,1.000000,43.837002,43.837002,BLU
824635,0.684156,44.034844,43.869999,BLU
824871,0.328972,43.634842,43.152000,BLU
825668,0.690483,43.524845,43.363998,BLU
825687,1.000000,43.334999,43.334999,BLU
826154,0.629732,44.304844,44.104000,BLU
826989,0.560000,43.883812,43.632000,BLU
827040,0.119167,44.434845,43.511002,BLU
827195,0.272369,44.534844,43.970001,BLU
827849,0.728000,43.593870,43.456001,BLU
828000,0.776525,44.454846,44.345001,BLU
828282,1.000000,43.037998,43.037998,BLU
829342,0.402865,43.224842,42.830002,BLU
830133,0.602775,43.764843,43.544998,BLU
