ID,GROUP,Z,LOG_LIR,LOG_LX,LOG_LXLIM,LOG_LXIR,LOG_NH,SIG_POS,SIG_NEG
197038,"RED",0.5180000000000000,43.63051334555200,42.88484201699301,NaN,43.44962972030099,23.13491837807521,0.5527583475218639,0.3101070255661778
201680,"RED",0.8179999999999999,44.20932116930501,NaN,42.19959300000000,43.93582827707367,24.27804182875692,0.4088636795339434,0.1500463165536824
204337,"RED",0.6230000000000000,44.57773157279264,42.82527790460810,NaN,44.24529300634134,24.03969750167219,0.2012837660325469,0.1462480294523273
215821,"RED",1.287000000000000,44.56257535021943,NaN,42.68755800000000,44.23256177977733,24.12986847891921,0.2483886672125439,0.1423045885627845
216308,"RED",3.363200000000000,44.33450241050333,NaN,42.69006700000000,44.04098051639726,23.98922942823837,0.2098680837564793,0.1450535935613172
221280,"RED",2.234800000000000,45.21990138159254,NaN,43.26687200000000,44.59795887548093,23.97405829456442,0.2098604302178203,0.1443446266694434
221793,"RED",1.967200000000000,44.59548719490974,NaN,43.07158900000000,44.26020772845404,23.86504319150452,0.2136842956944185,0.1606610019827527
221933,"RED",3.488500000000000,45.44822804347781,NaN,43.74667000000000,44.68928954159598,23.65086996841181,0.2571725449437158,0.2049558031252424
223756,"RED",2.078700000000000,45.23582582231928,NaN,43.16594100000000,44.60432865186655,24.05295206861349,0.2066117031922505,0.1447110243740959
223968,"RED",1.370900000000000,44.08930992716782,NaN,42.67322600000000,43.83501883682586,23.84451630601083,0.2168798781793083,0.1630500847276645
224665,"RED",2.301100000000000,45.56462928661891,NaN,43.28591500000000,44.73585003954622,24.06128273702298,0.1990106284953373,0.1388576637746791
226472,"RED",2.324900000000000,44.38724948612494,NaN,42.72297500000000,44.08528805853607,23.99795223601703,0.2042075343324174,0.1456908338854716
228653,"RED",3.437200000000000,45.48015383604811,NaN,43.11706700000000,44.70205985881439,24.15871792666445,0.2714982751631795,0.1404041727796419
230426,"RED",2.511300000000000,43.83479821432967,NaN,43.42662400000000,43.62122900471665,21.95693384893842,2.923169595014669,0.3859017765206620
234745,"RED",1.076900000000000,43.98061309454794,NaN,42.69006700000000,43.74371350027585,23.76176388541310,0.2226954335232757,0.1810122674835989
238114,"RED",1.421900000000000,44.55766335280651,NaN,42.64745500000000,44.22843570207930,24.15582342374361,0.2745115279968057,0.1382790414477013
239310,"RED",1.154000000000000,44.49281725078891,NaN,42.68168000000000,44.17396497808517,24.09183538710431,0.2113419656821814,0.1442847305457542
239627,"RED",1.798200000000000,44.51923254836487,NaN,42.88075400000000,44.19615382735621,23.96205473304059,0.2086046321750621,0.1451434704082349
240778,"RED",2.102900000000000,45.22843195313410,NaN,43.22268000000000,44.60137110414841,24.00988499941767,0.2094215123415555,0.1450045756421023
243027,"RED",2.066100000000000,44.13007959947353,NaN,43.19727800000000,43.86926536049343,23.31904716773306,0.4072072456772127,0.2792436433591745
245362,"RED",2.498300000000000,44.35869207057033,NaN,43.51687400000000,44.06129983021914,23.09552376324520,0.6058572708753940,0.3243868533661449
251243,"RED",0.7507000000000000,42.84418840105133,NaN,42.03305100000000,42.78911678754262,23.44070860105442,0.3452389673162352,0.2499314143846231
251852,"RED",2.003700000000000,44.90171473736731,NaN,43.14990600000000,44.47068421589430,23.96617021845268,0.2053110372797494,0.1473342684959965
253510,"RED",2.226200000000000,44.72688064718569,NaN,43.30922800000000,44.37057822491992,23.76765869315464,0.2090997684430835,0.1797662621775440
255123,"RED",0.7750000000000000,43.87571358220056,42.94291008279377,NaN,43.65559791265515,23.37794072240505,0.3758144153155779,0.2669434848892280
257247,"RED",1.343400000000000,44.88090578404495,NaN,42.89462000000000,44.46236063444132,24.14627159987911,0.2583914359497173,0.1395545090367759
256906,"RED",1.810100000000000,45.01375641792084,NaN,42.85246200000000,44.51550088878354,24.21502292086629,0.3318979589630560,0.1407308122933722
257886,"RED",1.891000000000000,44.86184555719996,NaN,43.14450500000000,44.45473654358972,23.95810001755362,0.2050910029814649,0.1476276661463548
258594,"RED",2.589500000000000,44.87952783510631,NaN,42.04817100000000,44.46180945485766,25.00000000000000,0.000000000000000,0.000000000000000
259215,"RED",1.874200000000000,44.88442908983898,NaN,43.17123000000000,44.46376995677994,23.94456260445737,0.2093439816472301,0.1438086507618510
261822,"RED",2.610900000000000,44.61254043183749,NaN,39.00798100000000,44.27453244702612,25.00000000000000,0.000000000000000,0.000000000000000
266916,"RED",2.855300000000000,44.90164568683519,NaN,41.93777000000000,44.47065659568104,25.00000000000000,0.000000000000000,0.000000000000000
272293,"RED",3.031100000000000,45.12300667590591,NaN,43.63697000000000,44.55920099262875,23.62974031594397,0.2642898268136485,0.2073687406186968
272738,"RED",2.167300000000000,45.49074614169683,NaN,43.40588700000000,44.70629678113701,23.95058450992363,0.2122342761157444,0.1425030288618798
273260,"RED",2.232400000000000,44.74864703147038,NaN,42.90830500000000,44.38886198714820,24.08337442551579,0.2021541031119213,0.1419157203549180
274051,"RED",0.8987000000000001,44.19364717145938,NaN,42.31404700000000,43.92266211929442,24.17575980874210,0.2847635927849241,0.1382476609880141
275098,"RED",1.584300000000000,44.99997306970734,NaN,42.84526800000000,44.50998754941598,24.21623540518103,0.3242617112013410,0.1425281655463293
275452,"RED",1.914700000000000,45.23745392508019,NaN,43.11149000000000,44.60497989298062,24.09270465266757,0.2071855056568812,0.1404138119356274
275629,"RED",0.7151999999999999,44.76222037733865,NaN,42.07781000000000,44.40026359732158,25.00000000000000,0.000000000000000,0.1501391773548301
278898,"RED",0.3390000000000000,43.49429865904190,NaN,43.50555200000000,43.33520938720488,21.00000000000000,0.3413273613479849,0.000000000000000
279689,"RED",2.779900000000000,44.91973706436070,NaN,42.94175500000000,44.47789314679908,24.12347251728434,0.2336497659966774,0.1382373774942603
280625,"RED",1.676000000000000,44.40996740513437,NaN,43.40588700000000,44.10437110990819,23.35738794818403,0.3909435760426311,0.2728394277824703
281548,"RED",2.531000000000000,45.10171904148298,NaN,43.84082500000000,44.55068593873269,23.37385021264375,0.3824009696853756,0.2658496345018894
278202,"RED",3.652100000000000,45.40088861592835,NaN,41.27769200000000,44.67035377029403,25.00000000000000,0.000000000000000,0.000000000000000
283629,"RED",1.072400000000000,43.10844805191500,NaN,43.23762400000000,43.01109488733761,21.00000000000000,0.01086891190813156,0.000000000000000
284435,"RED",3.231100000000000,44.67747004584042,NaN,43.60998300000000,44.32907332108574,23.38720512335212,0.3690753508884382,0.2625100806112384
285984,"RED",1.132500000000000,44.04549339658972,NaN,43.15527900000000,43.79821295228939,23.27700690355321,0.4357591214408137,0.2933621698267131
