ID,group,z,L(6um),Lx(0.5-10)int,Lx(0.5-10)obs,Lx_limit
544769,GRN,2.392,45.30999318646235,43.702999114990234,43.702999114990234,nan
547352,GRN,1.297,44.99134413511381,44.364845373926606,44.06100082397461,nan
549557,GRN,2.159,45.60114531687067,44.64484415322348,44.10900115966797,nan
549676,GRN,0.838,44.35108080411797,43.44484339028403,43.26900100708008,nan
551947,GRN,1.478,44.95808275052576,44.524845221338715,43.492000579833984,nan
553928,GRN,1.826,45.54382613667054,44.57484445839926,44.32099914550781,nan
556169,GRN,1.298,44.7582026568363,44.07484445839926,43.816001892089844,nan
556928,GRN,1.53,45.04717638101862,43.834842779932465,43.06800079345703,nan
558647,GRN,3.328,45.95276158370343,44.834842779932465,43.95899963378906,nan
559688,GRN,2.844,44.840404309385015,43.88399887084961,43.88399887084961,nan
565978,GRN,1.527,45.06193893321234,44.69484339028403,44.595001220703125,nan
567121,GRN,1.817,45.21498897217832,44.4748421695809,44.25,nan
567452,GRN,1.156,45.26683676696325,45.28484354287192,45.27000045776367,nan
568506,GRN,1.927,44.7031472827041,44.184845068750825,44.00199890136719,nan
569318,GRN,2.415,45.457514078668574,44.91484461098715,44.59000015258789,nan
569893,GRN,1.214,45.0671714507421,44.38484201699301,44.3120002746582,nan
570129,GRN,3.086,45.33910902497816,44.924842932520356,44.53200149536133,nan
570880,GRN,1.565,44.23489678007103,43.357843266708336,43.22999954223633,nan
571753,GRN,1.249,44.83967050704223,43.30400085449219,43.30400085449219,nan
571990,GRN,2.592,45.66922860589361,45.04484567910239,44.90700149536133,nan
572384,GRN,1.47,45.37535995193538,44.80484400063559,44.4630012512207,nan
572704,GRN,0.879,44.18667658912098,43.89484415322348,43.71500015258789,nan
575696,GRN,1.18,44.28455358483897,44.864845373926606,43.77799987792969,nan
576870,GRN,0.979,44.58738283110932,44.364845373926606,44.426998138427734,nan
577692,GRN,1.976,44.93355078754158,43.774713474087385,43.564998626708984,nan
577999,GRN,0.66,44.44990131851296,43.73484430581137,43.15700149536133,nan
579415,GRN,2.592,45.37180934367642,44.00248137855585,43.680999755859375,nan
580231,GRN,2.435,45.15515463693246,44.25484476357504,44.0260009765625,nan
580861,GRN,0.838,44.20661857250437,43.56484232216879,43.67599868774414,nan
580884,GRN,1.657,44.470861928327196,43.82484445839926,43.689998626708984,nan
581105,GRN,2.091,44.84480459554913,44.274845221338715,43.84299850463867,nan
582749,GRN,3.225,45.526844315167665,44.3489990234375,44.3489990234375,nan
585366,GRN,0.827,44.09988799760918,43.7248421695809,43.76499938964844,nan
585642,GRN,2.887,45.658977779304415,45.16484461098715,44.69599914550781,nan
586341,GRN,1.26,44.43708329376616,44.07484445839926,43.680999755859375,nan
586685,GRN,1.515,44.901832269617735,44.38484201699301,44.21699905395508,nan
587486,GRN,1.55,44.295670599760705,43.66886685948573,43.53099822998047,nan
592667,GRN,1.204,44.41990724365886,44.39484415322348,44.23899841308594,nan
592797,GRN,3.497,46.17732416685337,44.80484400063559,44.61600112915039,nan
593404,GRN,0.686,44.41479025717416,43.57484445839926,43.720001220703125,nan
594434,GRN,0.948,44.35953867019317,43.904842474756684,43.80400085449219,nan
595487,GRN,1.841,44.85077639054812,44.774845221338715,44.59400177001953,nan
599948,GRN,1.258,44.80610276358696,44.31484232216879,44.23099899291992,nan
600384,GRN,3.233,45.69825698649819,44.27233116316622,43.9900016784668,nan
605445,GRN,3.09,44.78369959334323,44.55484400063559,44.10200119018555,nan
606414,GRN,2.022,44.54976647703749,44.29484567910239,44.224998474121094,nan
608549,GRN,2.149,44.50650490207865,43.69300079345703,43.69300079345703,nan
609017,GRN,1.024,45.10012780020513,45.25484476357504,45.176998138427734,nan
613328,GRN,2.146,44.503499423065676,44.434845068750825,44.22999954223633,nan
613543,GRN,2.611,45.42881874307728,45.154842474756684,44.96799850463867,nan
616159,GRN,1.64,44.57290018248309,43.647523403495775,43.492000579833984,nan
616983,GRN,0.936,44.864346029856925,43.9748421695809,43.62699890136719,nan
617775,GRN,1.406,44.943688862862295,44.56484232216879,44.44300079345703,nan
619550,GRN,1.729,45.07724148961511,44.39484415322348,44.18000030517578,nan
620323,GRN,1.72,44.61296332568193,43.81206370843263,43.67300033569336,nan
623618,GRN,1.271,44.681157204631255,44.024845221338715,43.939998626708984,nan
624239,GRN,2.483,45.04370865369161,44.44484339028403,44.452999114990234,nan
624284,GRN,2.536,46.19822383556086,43.595001220703125,43.595001220703125,nan
624526,GRN,0.882,44.39656836791261,44.13484201699301,44.17100143432617,nan
625004,GRN,2.485,45.62811414993945,44.674842932520356,43.762001037597656,nan
629776,GRN,1.43,44.398564948094595,44.4548455265145,43.52899932861328,nan
630435,GRN,2.174,45.043479982387005,43.9548455265145,43.7869987487793,nan
630484,GRN,1.433,44.8044850160367,44.7048455265145,44.551998138427734,nan
630503,GRN,0.697,44.12716423591991,43.41475944371837,43.09600067138672,nan
631272,GRN,2.454,44.992162548331464,44.904842474756684,44.00600051879883,nan
631339,GRN,2.45,45.90549855446818,44.69484339028403,44.47999954223633,nan
632339,GRN,2.673,45.06607394640887,43.89699935913086,43.89699935913086,nan
633300,GRN,2.213,45.45320797078496,45.174842932520356,45.13399887084961,nan
635245,GRN,2.946,44.67493810198926,44.23271365719285,44.02299880981445,nan
635784,GRN,2.2,44.910341346685634,45.10484323769614,43.67499923706055,nan
635862,GRN,0.55,44.37234700884122,43.864845373926606,43.62300109863281,nan
636324,GRN,2.71,44.90057013587753,44.313096258725416,44.124000549316406,nan
640145,GRN,2.944,45.961833970981786,44.76484308510825,44.33000183105469,nan
640360,GRN,1.638,45.21933952022371,44.244842627344575,44.07400131225586,nan
640443,GRN,1.064,44.454924189318156,44.7248421695809,44.08300018310547,nan
641847,GRN,1.433,44.78144551554935,43.76484308510825,43.369998931884766,nan
643223,GRN,2.104,44.876727764631845,44.202348799641356,44.000999450683594,nan
643313,GRN,1.54,44.40226218200432,43.6349983215332,43.6349983215332,nan
643480,GRN,0.85,44.58619702565054,44.23484430581137,44.23899841308594,nan
643581,GRN,1.368,44.76121910267132,43.56599995396088,43.29999923706055,nan
644795,GRN,1.841,45.02054115539971,44.28484354287192,44.05500030517578,nan
648114,GRN,2.522,45.441933592756286,44.492000579833984,44.492000579833984,nan
648173,GRN,1.843,44.66407805214541,43.590999603271484,43.590999603271484,nan
648762,GRN,2.937,46.11828999530872,45.38484201699301,45.17399978637695,nan
652010,GRN,2.076,45.01955779801343,44.39484415322348,44.10100173950195,nan
654576,GRN,1.099,44.671318376692014,44.31484232216879,44.24599838256836,nan
656621,GRN,3.345,46.022999019047546,44.89484415322348,44.7859992980957,nan
657703,GRN,2.748,45.080335293735956,44.41484461098715,43.99700164794922,nan
661442,GRN,1.796,45.22915260316947,44.89484415322348,44.77899932861328,nan
662715,GRN,1.633,44.6200215073981,44.15230231514374,44.00600051879883,nan
663103,GRN,1.598,45.044570503790126,45.19484339028403,45.0,nan
663735,GRN,3.178,45.518554500009785,45.584842779932465,44.10100173950195,nan
665479,GRN,2.15,45.18440019908831,44.79484567910239,44.11399841308594,nan
665603,GRN,1.082,44.27852377668128,43.674842932520356,43.393001556396484,nan
666394,GRN,0.518,44.69455032318669,44.184845068750825,44.22700119018555,nan
666872,GRN,0.838,44.32286956319486,44.094844916162934,43.87799835205078,nan
672158,GRN,1.113,44.04788103384258,43.344844916162934,43.2869987487793,nan
673312,GRN,0.751,44.18032386859277,44.63484201699301,42.8650016784668,nan
674119,GRN,0.346,44.318072273096234,44.32484445839926,44.310001373291016,nan
675269,GRN,1.295,44.96428589598566,44.78484354287192,44.731998443603516,nan
676097,GRN,0.894,44.49539582258904,44.26484308510825,43.50400161743164,nan
676685,GRN,1.264,44.65816802792553,44.274845221338715,44.22100067138672,nan
676717,GRN,1.948,44.063109503177316,43.49300003051758,43.49300003051758,nan
677305,GRN,2.152,44.85456215409011,43.91584230323075,43.63600158691406,nan
677692,GRN,0.731,44.30819396920289,43.7248421695809,43.590999603271484,nan
678533,GRN,1.454,45.32430416959472,45.03484354287192,44.957000732421875,nan
678793,GRN,2.45,45.17600317856173,44.54484567910239,44.20600128173828,nan
679413,GRN,2.459,44.884923108710645,44.274845221338715,43.992000579833984,nan
680726,GRN,2.179,44.80935692999781,44.69484339028403,44.499000549316406,nan
681237,GRN,1.202,44.459558285368516,44.10484323769614,43.79499816894531,nan
681303,GRN,2.255,45.32761003946088,44.494842627344575,43.770999908447266,nan
683219,GRN,1.137,44.59902662925394,43.834842779932465,43.62799835205078,nan
684158,GRN,1.09,44.80809999157123,44.084842779932465,43.84600067138672,nan
684508,GRN,2.42,44.697082961571596,44.154842474756684,43.928001403808594,nan
687071,GRN,1.588,44.283901112007975,43.38600158691406,43.38600158691406,nan
687898,GRN,2.155,44.37158867944541,43.729000091552734,43.729000091552734,nan
688136,GRN,1.708,44.81655337466698,44.834842779932465,44.724998474121094,nan
688457,GRN,2.044,46.14878279039685,44.85484323769614,44.74599838256836,nan
689518,GRN,0.792,43.61036688859283,43.32484445839926,42.75400161743164,nan
689768,GRN,1.964,45.10144471648832,44.844844916162934,44.67399978637695,nan
690687,GRN,2.049,44.98680080348286,44.09400177001953,44.09400177001953,nan
690971,GRN,3.015,45.54782649567164,44.44484339028403,44.0369987487793,nan
692655,GRN,0.731,44.4414468113294,43.62484369545981,43.43000030517578,nan
694697,GRN,5.496,45.783429568740225,44.86138933855994,44.70399856567383,nan
695445,GRN,1.376,45.142250121365095,44.614845373926606,44.426998138427734,nan
695834,GRN,2.663,45.18053248492962,44.143980448615004,43.81700134277344,nan
698041,GRN,2.646,45.25441057476086,44.89484415322348,43.7869987487793,nan
698738,GRN,1.185,44.69127014334257,44.81484232216879,44.73500061035156,nan
698983,GRN,1.097,45.04001646296334,44.344844916162934,43.48400115966797,nan
699088,GRN,3.375,45.37202415232225,44.5989990234375,44.5989990234375,nan
701418,GRN,2.501,45.306761838780815,44.934845068750825,44.827999114990234,nan
703122,GRN,1.936,45.12241203893613,44.55484400063559,44.50899887084961,nan
706615,GRN,0.909,44.39021542866679,44.12484369545981,44.071998596191406,nan
707749,GRN,0.93,43.91453294657696,43.844844916162934,43.71900177001953,nan
709134,GRN,0.667,43.93490459816175,43.06484232216879,42.957000732421875,nan
709137,GRN,2.42,44.682278481330634,44.274845221338715,44.17499923706055,nan
709713,GRN,2.735,45.2463163476967,44.62484369545981,44.358001708984375,nan
709816,GRN,3.367,45.05374917499022,45.23484430581137,44.832000732421875,nan
711091,GRN,3.717,45.20509306392591,44.409420602444705,44.19900131225586,nan
711692,GRN,0.931,44.66662937323134,44.4748421695809,43.933998107910156,nan
711809,GRN,2.508,44.688160936519026,44.4648438480477,43.952999114990234,nan
713253,GRN,1.52,44.384928922316625,44.55484400063559,44.10599899291992,nan
714401,GRN,1.288,43.62315176806097,43.98484430581137,43.29199981689453,nan
714907,GRN,1.581,45.27432681572333,43.9748421695809,43.667999267578125,nan
717817,GRN,1.131,44.961230760135685,44.41484461098715,44.32400131225586,nan
719096,GRN,1.846,44.45221215409534,44.30484400063559,44.22200012207031,nan
719155,GRN,1.845,45.34345137595246,45.174842932520356,44.810001373291016,nan
719811,GRN,1.189,44.707088950051215,44.084842779932465,44.02299880981445,nan
720578,GRN,1.847,44.87485848866252,44.88484201699301,44.020999908447266,nan
720608,GRN,3.095,44.88505588956151,44.7048455265145,44.18000030517578,nan
722533,GRN,1.854,45.68002539249546,44.844844916162934,44.6879997253418,nan
724890,GRN,2.89,45.319784754102066,44.32484445839926,44.090999603271484,nan
725161,GRN,0.355,44.159503967277544,43.614845373926606,43.45500183105469,nan
725672,GRN,1.752,44.72325156313126,43.745281600666544,43.590999603271484,nan
725685,GRN,2.836,45.230897838545545,44.73484430581137,44.375999450683594,nan
726941,GRN,0.741,44.66258573487744,44.25484476357504,44.145999908447266,nan
726986,GRN,1.802,45.62313841289673,44.89484415322348,44.816001892089844,nan
729557,GRN,1.951,44.789949162977045,43.33851942605612,43.2130012512207,nan
729570,GRN,0.376,43.788601321204226,43.934845068750825,43.81999969482422,nan
733581,GRN,0.986,44.77466953074749,44.26484308510825,44.14799880981445,nan
733937,GRN,1.161,44.75170671173095,44.32484445839926,44.18199920654297,nan
734723,GRN,1.369,44.70710855634698,44.334842779932465,44.09299850463867,nan
734769,GRN,1.844,44.6814954464243,43.9748421695809,43.611000061035156,nan
734950,GRN,1.835,45.04042535539694,44.654842474756684,44.25299835205078,nan
735335,GRN,0.668,44.41192771495623,43.87484369545981,43.827999114990234,nan
736288,GRN,2.372,44.91632350124966,44.48484430581137,44.321998596191406,nan
737008,GRN,3.034,45.45492500515128,44.404842474756684,44.19499969482422,nan
737473,GRN,0.618,44.10203505121052,43.834842779932465,43.361000061035156,nan
738308,GRN,2.02,45.24226085480831,44.614845373926606,44.4640007019043,nan
748454,GRN,2.097,44.97457658075137,44.25484476357504,43.96500015258789,nan
750623,GRN,2.031,44.94759693067054,44.57484445839926,44.20000076293945,nan
751736,GRN,3.715,45.44722963565085,44.62484369545981,44.310001373291016,nan
752983,GRN,3.029,46.01386125581355,45.024845221338715,44.70199966430664,nan
753049,GRN,0.993,44.33466467189343,44.06484232216879,43.709999084472656,nan
754369,GRN,1.168,44.31658102669973,43.62484369545981,43.775001525878906,nan
754797,GRN,1.488,44.041299589116,44.084842779932465,43.577999114990234,nan
754804,GRN,1.78,44.51489835401131,43.810663413473264,43.67100143432617,nan
755017,GRN,0.702,44.65932598226908,43.584842779932465,42.81100082397461,nan
757535,GRN,2.03,45.367231060175406,45.404842474756684,45.2859992980957,nan
759628,GRN,2.308,45.25988335446447,44.44484339028403,44.25199890136719,nan
761839,GRN,1.991,45.0224577373612,44.51484308510825,44.09299850463867,nan
763569,GRN,2.045,44.70768562333114,44.53484354287192,43.92399978637695,nan
763929,GRN,2.005,45.02731620402659,44.594844916162934,44.22999954223633,nan
764269,GRN,1.4,44.04352261696479,44.16484461098715,43.78300094604492,nan
765037,GRN,2.915,45.394704748485616,43.880001068115234,43.880001068115234,nan
767177,GRN,1.042,45.11695816731683,44.524845221338715,44.388999938964844,nan
770406,GRN,1.786,44.427779885575845,44.2148438480477,44.01300048828125,nan
772453,GRN,3.326,45.13315724820255,44.19051926637908,44.042999267578125,nan
775204,GRN,3.075,45.16707466626869,44.7048455265145,44.582000732421875,nan
776222,GRN,1.533,45.03382207346236,44.184845068750825,43.69300079345703,nan
776400,GRN,1.173,44.70702763299196,44.2148438480477,43.83700180053711,nan
777034,GRN,0.688,44.96769111463648,44.2248421695809,43.715999603271484,nan
778213,GRN,0.367,42.82037639337322,43.094844916162934,43.02000045776367,nan
778366,GRN,1.258,45.23879040380172,44.30484400063559,44.119998931884766,nan
779091,GRN,1.582,45.03891336446235,44.114845373926606,43.71799850463867,nan
779324,GRN,1.911,44.351545276520646,43.57699966430664,43.57699966430664,nan
780589,GRN,3.333,45.78953793522705,44.844844916162934,44.70199966430664,nan
782146,GRN,2.089,44.57691801999245,43.542999267578125,43.542999267578125,nan
782363,GRN,0.345,44.3196076152801,43.89484415322348,43.89500045776367,nan
782462,GRN,2.041,45.42460583762263,44.424842932520356,44.154998779296875,nan
782508,GRN,2.003,45.642327553854386,44.78484354287192,44.63399887084961,nan
783183,GRN,1.493,44.79609506086148,44.05484400063559,43.52399826049805,nan
785300,GRN,1.719,44.56339135872605,43.74860409477571,43.48500061035156,nan
786952,GRN,1.315,45.151547328771215,44.32484445839926,43.86800003051758,nan
788577,GRN,2.914,44.83019409227788,44.44484339028403,44.0890007019043,nan
793328,GRN,3.1,44.830379325852554,45.06484232216879,44.89899826049805,nan
793517,GRN,1.224,44.839314228098054,43.76484308510825,43.494998931884766,nan
794848,GRN,2.199,45.3555340299804,43.64899826049805,43.64899826049805,nan
795729,GRN,1.5,44.7765339881015,44.2248421695809,44.1619987487793,nan
797081,GRN,1.16,45.08886856756311,44.57484445839926,44.582000732421875,nan
804744,GRN,1.494,44.72744899131215,43.7148438480477,43.58599853515625,nan
805709,GRN,2.034,45.21430927045117,44.94484339028403,44.72600173950195,nan
806263,GRN,2.779,45.50259479954518,45.094844916162934,45.132999420166016,nan
807633,GRN,1.319,44.753885044717116,44.29484567910239,44.042999267578125,nan
810108,GRN,1.935,44.899719773936354,44.48484430581137,44.37300109863281,nan
811548,GRN,3.246,45.85260310135499,44.63484201699301,44.2869987487793,nan
812877,GRN,1.319,45.477282553850515,44.744842627344575,44.80400085449219,nan
813703,GRN,1.908,45.34729577000895,43.825812473369034,43.60900115966797,nan
821027,GRN,1.596,44.19375388292952,44.51484308510825,44.37200164794922,nan
821742,GRN,2.653,44.863313407701526,44.994842627344575,44.76900100708008,nan
822926,GRN,1.736,44.7456661766501,43.33000183105469,43.33000183105469,nan
824313,GRN,0.95,44.3508210221592,44.25484476357504,44.198001861572266,nan
825866,GRN,1.001,43.92622760324881,44.05484400063559,43.9119987487793,nan
826133,GRN,1.318,44.42759048505772,44.2048455265145,43.78099822998047,nan
830656,GRN,1.541,44.26177703662726,44.13484201699301,43.95399856567383,nan
831683,GRN,1.238,45.04145151827976,44.13484201699301,43.8120002746582,nan
833026,GRN,1.836,45.18562604317709,44.584842779932465,44.42100143432617,nan
834538,GRN,1.143,44.60861986067077,43.76484308510825,43.617000579833984,nan
834892,GRN,0.704,44.09270399934621,43.4548455265145,42.810001373291016,nan
834991,GRN,1.475,44.541740845655475,44.03484354287192,43.75199890136719,nan
837822,GRN,0.376,43.97124466589253,43.75484476357504,43.70000076293945,nan
839943,GRN,0.893,43.684648785256286,43.79484567910239,43.62699890136719,nan
841354,GRN,0.972,44.714886563976705,44.334842779932465,43.152000427246094,nan
842595,GRN,2.42,45.60171435377464,43.67942119400988,43.494998931884766,nan
842703,GRN,1.555,44.532050760222084,44.094844916162934,43.77799987792969,nan
843629,GRN,1.32,44.55674647848476,44.31484232216879,44.02299880981445,nan
844144,GRN,1.545,45.088479034285776,44.7248421695809,44.5890007019043,nan
844601,GRN,1.778,44.88660878095307,44.80484400063559,43.76599884033203,nan
844866,GRN,1.402,45.30207979758937,44.7048455265145,44.624000549316406,nan
845164,GRN,1.677,45.12711998030767,44.7048455265145,44.30099868774414,nan
847794,GRN,2.417,45.10429429101736,44.19484339028403,44.14899826049805,nan
848845,GRN,2.657,45.70654182023699,45.024845221338715,44.70899963378906,nan
851874,GRN,1.006,44.69775251386637,43.994842627344575,43.941001892089844,nan
852753,GRN,0.698,45.09274080896377,44.2148438480477,44.29999923706055,nan
854904,GRN,1.73,45.149466344756554,44.39484415322348,43.5620002746582,nan
854964,GRN,0.657,44.76064511994356,44.26484308510825,44.25199890136719,nan
855880,GRN,1.268,44.217322840745624,43.598902857416604,43.255001068115234,nan
856252,GRN,1.589,44.565607688673076,44.2248421695809,44.03900146484375,nan
856446,GRN,1.449,44.6866337643987,43.94484339028403,43.417999267578125,nan
856626,GRN,2.536,45.12407757799875,44.614845373926606,44.486000061035156,nan
858038,GRN,2.41,45.235632530519275,44.274845221338715,44.141998291015625,nan
859825,GRN,0.735,44.52212548709898,44.684845068750825,44.66400146484375,nan
860452,GRN,0.958,44.5247097374166,44.35484323769614,44.30099868774414,nan
860628,GRN,1.339,44.829561998692526,44.684845068750825,44.47999954223633,nan
862628,GRN,2.701,45.19079420030232,44.66484461098715,44.034000396728516,nan
869011,GRN,1.317,44.60014017745283,43.42064445718742,43.14899826049805,nan
871257,GRN,0.845,44.282207871766175,43.50490713051873,43.38800048828125,nan
872872,GRN,2.076,45.323778464073165,44.64484415322348,44.45100021362305,nan
878244,GRN,2.122,45.65081484171179,44.904842474756684,44.70399856567383,nan
879281,GRN,1.422,44.54170667192961,44.614845373926606,44.21200180053711,nan
882407,GRN,1.852,44.79148197013662,43.564998626708984,43.564998626708984,nan
883444,GRN,1.491,44.48187930173193,44.174842932520356,43.87900161743164,nan
884726,GRN,2.207,44.97073217139784,44.37484369545981,44.138999938964844,nan
884940,GRN,0.518,43.622698684473825,43.23484430581137,43.185001373291016,nan
885687,GRN,1.142,44.59156789124405,44.364845373926606,44.25600051879883,nan
887045,GRN,1.603,45.63497922469115,44.53484354287192,44.402000427246094,nan
889205,GRN,2.05,45.266715449881964,44.9548455265145,44.606998443603516,nan
890325,GRN,1.223,44.67758606600685,43.88484201699301,43.698001861572266,nan
895446,GRN,3.845,45.03819974496741,44.69484339028403,43.957000732421875,nan
897743,GRN,0.854,44.54050192327581,44.274845221338715,44.301998138427734,nan
901487,GRN,2.51,45.24716757636492,43.875999450683594,43.875999450683594,nan
904153,GRN,3.143,45.30013217439866,45.26484308510825,45.064998626708984,nan
904947,GRN,2.38,44.93165145780968,44.7248421695809,44.37300109863281,nan
905927,GRN,0.669,44.39591213230763,44.41484461098715,44.04399871826172,nan
906612,GRN,2.687,45.20687029323094,44.17981387547814,43.974998474121094,nan
907047,GRN,2.225,45.04864691030926,43.483001708984375,43.483001708984375,nan
908022,GRN,2.754,45.11742215204403,45.00484476357504,44.847999572753906,nan
912946,GRN,1.323,44.17310363893239,43.30326510629523,43.053001403808594,nan
915989,GRN,2.169,45.10207876251072,44.64484415322348,44.47200012207031,nan
916518,GRN,1.881,45.107617942897576,44.614845373926606,44.516998291015625,nan
916982,GRN,2.099,45.047432098870935,44.7248421695809,44.257999420166016,nan
919030,GRN,2.63,45.801319102867936,44.7248421695809,44.42599868774414,nan
919414,GRN,1.887,45.611445346376605,43.67080397255408,43.361000061035156,nan
922433,GRN,0.794,44.16242878769318,43.9648438480477,43.86600112915039,nan
928017,GRN,1.98,45.16420196719698,44.404842474756684,43.77000045776367,nan
928078,GRN,2.444,44.85514776608784,44.69484339028403,44.32400131225586,nan
928556,GRN,2.235,44.94469995463676,43.69900131225586,43.69900131225586,nan
930093,GRN,2.121,45.05157374808085,44.89484415322348,44.775001525878906,nan
930432,GRN,1.206,44.296807984798996,43.684845068750825,43.3489990234375,nan
930796,GRN,2.03,45.328709720623586,44.434845068750825,44.263999938964844,nan
933997,GRN,2.668,45.01585515994704,45.174842932520356,44.81100082397461,nan
934339,GRN,1.308,45.58220777068031,45.31484232216879,45.268001556396484,nan
935543,GRN,1.994,44.93836882920513,44.48484430581137,44.28799819946289,nan
936644,GRN,3.302,45.60323470308887,44.7048455265145,44.63800048828125,nan
937557,GRN,3.084,45.62951186586709,44.15080784254226,43.88800048828125,nan
939014,GRN,1.197,45.72190065397304,44.114845373926606,43.87200164794922,nan
939172,GRN,0.69,44.606554733062644,43.85484323769614,43.89799880981445,nan
942263,GRN,3.171,45.54276074244912,44.524845221338715,44.31700134277344,nan
942395,GRN,2.7,45.06571207692369,44.65434179647196,44.483001708984375,nan
944019,GRN,1.98,44.87227179310749,44.12484369545981,43.654998779296875,nan
946085,GRN,2.162,45.267766560551145,44.674842932520356,44.47200012207031,nan
946476,GRN,3.535,45.24639480961056,44.85484323769614,44.597999572753906,nan
947453,GRN,1.889,45.50467684722596,44.60484323769614,44.46500015258789,nan
947471,GRN,2.222,45.25247781969503,45.16484461098715,45.05099868774414,nan
949132,GRN,0.821,44.659667578237986,44.344844916162934,44.27199935913086,nan
949151,GRN,1.89,45.667797695069275,44.834842779932465,44.54600143432617,nan
949321,GRN,1.855,45.160035414633334,43.97069086244777,43.62099838256836,nan
952044,GRN,2.225,45.394872114182256,44.45413013969269,44.305999755859375,nan
953926,GRN,1.454,45.028001420693066,44.524845221338715,44.44599914550781,nan
956585,GRN,0.5,43.99953287501503,43.494842627344575,43.46900177001953,nan
956759,GRN,1.527,44.03784500896861,44.03484354287192,43.70500183105469,nan
957291,GRN,2.034,44.69848922172387,43.92647356344138,43.808998107910156,nan
957935,GRN,2.861,44.659066600409574,43.89500045776367,43.89500045776367,nan
958542,GRN,1.205,44.29639172167082,43.73484430581137,43.59000015258789,nan
958682,GRN,1.228,44.42064715102706,44.07484445839926,43.76900100708008,nan
959179,GRN,2.75,44.33099153057115,44.844844916162934,44.52299880981445,nan
961208,GRN,2.129,44.54101317569493,44.4648438480477,44.349998474121094,nan
962054,GRN,0.505,43.3562281204139,43.364845373926606,43.11600112915039,nan
966973,GRN,3.038,45.85053101082294,45.03484354287192,44.87699890136719,nan
968549,GRN,2.091,45.178148361952736,43.70867057035116,43.42300033569336,nan
970232,GRN,1.434,45.18961251584185,45.06484232216879,44.91299819946289,nan
970584,GRN,1.402,45.38908651177408,45.16484461098715,45.05400085449219,nan
971246,GRN,2.549,45.07366301914116,44.494842627344575,44.11199951171875,nan
972387,GRN,0.212,44.167356349980395,43.28484354287192,42.70600128173828,nan
974555,GRN,2.377,45.631372956028855,44.98484430581137,44.95500183105469,nan
975133,GRN,0.854,44.34891631425752,43.904842474756684,43.04600143432617,nan
976485,GRN,2.55,45.52947776314702,45.024845221338715,44.90700149536133,nan
978444,GRN,1.575,45.00158636501399,43.78069229566195,43.6349983215332,nan
979733,GRN,2.407,45.13564311085264,43.54399871826172,43.54399871826172,nan
981552,GRN,1.957,44.63191852191387,44.23484430581137,44.0359992980957,nan
982004,GRN,2.414,45.327338092021904,44.48484430581137,44.29999923706055,nan
982990,GRN,1.065,45.49331178647909,44.684845068750825,44.604000091552734,nan
984181,GRN,1.041,44.509120609026006,44.494842627344575,44.637001037597656,nan
985892,GRN,1.419,44.462741543243965,43.88632957625216,43.604000091552734,nan
986016,GRN,1.655,44.59431717554582,44.30484400063559,44.00400161743164,nan
986701,GRN,1.839,45.45242053679876,44.39484415322348,44.30500030517578,nan
987573,GRN,1.11,45.39166275822245,44.494842627344575,44.500999450683594,nan
987849,GRN,1.459,44.83403132187561,44.55484400063559,44.46099853515625,nan
988550,GRN,1.608,44.688363189652456,44.674842932520356,44.573001861572266,nan
989640,GRN,1.362,44.15161635492597,44.154842474756684,44.08000183105469,nan
989672,GRN,2.834,45.57486114144631,45.024845221338715,44.676998138427734,nan
991721,GRN,1.857,45.180171947310136,44.19484339028403,44.09600067138672,nan
992008,GRN,1.979,45.492393034012785,44.434845068750825,44.249000549316406,nan
992147,GRN,0.729,44.398055197149155,43.26499938964844,43.26499938964844,nan
992340,GRN,1.613,45.19513031676633,44.57484445839926,44.48099899291992,nan
993201,GRN,1.58,44.61885509037381,44.38484201699301,44.250999450683594,nan
993805,GRN,0.765,44.706302184343244,44.16484461098715,44.15299987792969,nan
995126,GRN,2.249,45.04563628222167,44.82484445839926,44.67599868774414,nan
995219,GRN,1.267,43.96782995557598,43.39127221919476,43.24800109863281,nan
996570,GRN,1.99,44.865215721610724,43.5890007019043,43.5890007019043,nan
997300,GRN,2.276,44.50518606163595,43.926998138427734,43.926998138427734,nan
999621,GRN,2.648,45.871310987515336,45.4748421695809,45.07899856567383,nan
1001309,GRN,1.856,45.043062133648334,44.78484354287192,44.4900016784668,nan
1002054,GRN,2.307,44.59429027657655,44.02608795429258,43.78499984741211,nan
1004988,GRN,0.728,43.84237788573798,43.334842779932465,43.250999450683594,nan
1013607,GRN,1.47,44.203171548874664,44.434845068750825,44.207000732421875,nan
1013783,GRN,1.832,45.09791138821401,45.084842779932465,44.880001068115234,nan
1014035,GRN,1.987,45.72636057055843,44.344844916162934,44.141998291015625,nan
1017482,GRN,1.451,45.22362207922851,44.4648438480477,44.34600067138672,nan
1021276,GRN,1.616,44.036809432057794,44.54484567910239,44.28099822998047,nan
1023312,GRN,0.766,44.67332026636332,44.494842627344575,44.54100036621094,nan
1024095,GRN,2.095,45.224280164928274,43.8120002746582,43.8120002746582,nan
1025621,GRN,3.548,44.81844809921368,44.138999938964844,44.138999938964844,nan
1027745,GRN,1.579,45.69980151591195,44.23484430581137,43.96500015258789,nan
1030922,GRN,1.406,45.375563684113395,44.7048455265145,44.641998291015625,nan
1036595,GRN,2.079,45.21046221256574,44.66484461098715,44.499000549316406,nan
1037540,GRN,0.878,44.55530848785973,44.04484567910239,43.98699951171875,nan
