ID,GROUP,Z,LOG_LIR,LOG_LX,LOG_LXLIM,LOG_LXIR,LOG_NH,SIG_POS,SIG_NEG,LOG_NH_COSMOS
256906,RED,1.8101,45.01375641792084,nan,42.852462,44.51550088878354,24.21502292086629,0.331897958963056,0.1407308122933722,22.235301134259682
257886,RED,1.891,44.86184555719996,nan,43.144505,44.45473654358972,23.95810001755362,0.2050910029814649,0.1476276661463548,nan
258594,RED,2.5895,44.87952783510631,nan,42.048171,44.46180945485766,25.0,0.0,0.0,21.78189889543376
259215,RED,1.8742,44.88442908983898,nan,43.17123,44.46376995677994,23.94456260445737,0.2093439816472301,0.143808650761851,nan
261822,RED,2.6109,44.61254043183749,nan,39.007981,44.27453244702612,25.0,0.0,0.0,22.893761947764144
266916,RED,2.8553,44.90164568683519,nan,41.93777,44.47065659568104,25.0,0.0,0.0,22.089905486623504
272293,RED,3.0311,45.12300667590591,nan,43.63697,44.55920099262875,23.62974031594397,0.2642898268136485,0.2073687406186968,22.755951043516287
272738,RED,2.1673,45.49074614169683,nan,43.405887,44.70629678113701,23.95058450992363,0.2122342761157444,0.1425030288618798,23.51982796877943
273260,RED,2.2324,44.74864703147038,nan,42.908305,44.3888619871482,24.08337442551579,0.2021541031119213,0.141915720354918,22.941014198674086
274051,RED,0.8987,44.19364717145938,nan,42.314047,43.92266211929442,24.1757598087421,0.2847635927849241,0.1382476609880141,23.268109753512277
275098,RED,1.5843,44.99997306970734,nan,42.845268,44.50998754941598,24.21623540518103,0.324261711201341,0.1425281655463293,21.11394365486381
275452,RED,1.9147,45.23745392508019,nan,43.11149,44.60497989298062,24.09270465266757,0.2071855056568812,0.1404138119356274,22.46811090394716
275629,RED,0.7152,44.76222037733865,nan,42.07781,44.40026359732158,25.0,0.0,0.1501391773548301,23.605305047185603
278898,RED,0.339,43.4942986590419,nan,43.505552,43.33520938720488,21.0,0.3413273613479849,0.0,21.059184630868458
279689,RED,2.7799,44.9197370643607,nan,42.941755,44.47789314679908,24.12347251728434,0.2336497659966774,0.1382373774942603,23.1159431858767
280625,RED,1.676,44.40996740513437,nan,43.405887,44.10437110990819,23.35738794818403,0.3909435760426311,0.2728394277824703,nan
281548,RED,2.531,45.10171904148298,nan,43.840825,44.55068593873269,23.37385021264375,0.3824009696853756,0.2658496345018894,23.40823997401549
278202,RED,3.6521,45.40088861592835,nan,41.277692,44.67035377029403,25.0,0.0,0.0,22.86752638920166
283629,RED,1.0724,43.108448051915,nan,43.237624,43.01109488733761,21.0,0.01086891190813156,0.0,22.834484257778026
284435,RED,3.2311,44.67747004584042,nan,43.609983,44.32907332108574,23.38720512335212,0.3690753508884382,0.2625100806112384,22.49968720544131
285984,RED,1.1325,44.04549339658972,nan,43.155279,43.79821295228939,23.27700690355321,0.4357591214408137,0.2933621698267131,22.883661428077524
285385,RED,1.7195,44.47733362842614,nan,42.575546,44.16095873570653,24.1590208397785,0.266029375353618,0.1420413842420595,nan
287155,RED,2.3376,44.92229648124482,nan,43.557329,44.47891691356799,23.62907386159819,0.2646449396192606,0.2065240038332157,22.1367209115821
287834,RED,3.8179,45.71408291980697,nan,43.864909,44.79563149371226,23.63854047465626,0.2591527584247061,0.2078006063165425,nan
288793,RED,1.3949,44.16074537368337,nan,42.629924,43.89502461002545,23.92356630965912,0.2070371613300567,0.1446748467897804,23.403120513089164
303302,RED,0.0152,39.68213086913167,nan,43.401687,40.13298854365836,21.0,0.0,0.0,22.82981817583802
303625,RED,1.8635,44.20994086439941,nan,41.471974,43.93634882093673,25.0,0.0,0.0,22.351603048685117
304928,RED,2.344,44.01203148949694,nan,42.808547,43.77010495120903,23.67049677040055,0.24937599821821,0.2002300951335921,nan
304818,RED,1.44,44.45117777934173,nan,43.266872,44.13898782316159,23.57780350985197,0.2904950237559168,0.2209742959382006,nan
307055,RED,2.5912,45.16089251157959,nan,43.470798,44.57435532712403,23.79995511654935,0.224234784693736,0.1731717999989069,23.743509767805364
308287,RED,0.2843,41.85170361942825,nan,40.890622,41.95542959700818,23.7703042373158,0.2184886069046723,0.1784285018009066,22.720159312400654
309365,RED,4.1266,45.71103473334738,nan,43.247467,44.79441221911026,24.13126909763648,0.2543319019640409,0.1406302748885562,22.885530807822636
311246,RED,1.4535,44.49676723939192,nan,42.714843,44.17728296840811,24.07030420739555,0.203302482270196,0.143626511477006,22.323746975326124
314341,RED,2.2387,44.72418099461628,nan,43.36309,44.36831051683241,23.71574642690918,0.2310894458680221,0.189011256856299,nan
314722,RED,1.9242,44.85974673700738,nan,43.181729,44.45389701550018,23.92897421277482,0.2134331436879524,0.1430933010361583,23.999565487599263
314810,RED,3.4992,45.30233578896132,nan,43.744133,44.63093263891979,23.59302106772583,0.2842176202434774,0.2153725438096912,22.670245831739415
317748,RED,1.4485,42.96960070691333,nan,41.446579,42.89446312117763,24.05980313649881,0.1997106279333845,0.1420759323366314,22.530686227929692
317991,RED,2.6778,44.19555530930403,nan,43.501749,43.92426495503388,22.81981129133923,0.8474810993972264,0.3757733348262342,23.20112390062203
318426,RED,2.6902,44.96714241599198,nan,43.571643,44.49685528773415,23.63282997816478,0.2642359158070289,0.2097207766568453,22.76492298442685
321176,RED,2.3255,45.57268364778036,nan,42.048171,44.73907178405881,25.0,0.0,0.0,22.17420520408037
325140,RED,3.3145,45.41498506622295,nan,43.626935,44.67599235049589,23.75825231706143,0.2204616082208363,0.1812896640001584,23.371806458512797
325177,RED,2.3426,44.92272420814075,nan,43.358709,44.4790880043289,23.81282688411564,0.2200707367026649,0.1710911361246353,23.53019969203202
328457,RED,0.5545,42.9171549000705,nan,41.568149,42.8504086448051,23.93669621963513,0.2092644080299693,0.1450218925901265,23.021189308064635
330332,RED,2.1312,44.15862751967398,nan,43.242557,43.89324561271311,23.2882278925177,0.4248392513549584,0.2871548465947038,22.2174850725511
333394,RED,0.672,44.17843974391644,42.60614014867522,nan,43.90988788055717,23.95313867414955,0.2070996012212654,0.1449059512600318,23.57518782697192
335753,RED,3.2182,44.60717447752769,nan,43.630291,44.27002504554662,23.2723766404229,0.4273782877738106,0.2944540880510543,21.869231699525795
338083,RED,1.7792,45.36254029476523,nan,43.155279,44.6550144416002,24.0972103985582,0.216227353583523,0.1407713598606161,22.961895477700633
337738,RED,2.8974,45.19256478512245,nan,42.993143,44.58702423672996,24.16513029725137,0.2719844261414623,0.1391710031400518,nan
338765,RED,2.4116,44.90756852319545,nan,43.336516,44.47302573026045,23.82516994315413,0.2136935299168086,0.168499145243419,22.122609016125892
340238,RED,3.7672,45.92792991880532,nan,42.948318,44.88117029458623,24.5019164767531,0.7976205968358843,0.1999537033007167,22.868644430350017
343447,RED,1.6812,44.30270859830281,nan,43.083147,44.01427371498265,23.63895938896827,0.2698863678614567,0.2089177157583843,23.390935100650875
345290,RED,2.6222,44.88400420182177,nan,42.722975,44.46360000157052,24.28302272263046,0.4318392476540223,0.1460064469855777,23.499687087840442
346443,RED,3.6109,45.59297533385174,nan,43.776463,44.74718845860831,23.67999750758663,0.24221978858374,0.1937113995115714,22.000000968310342
347369,RED,2.9687,44.80986295064949,nan,43.596211,44.43394350065969,23.54217038773414,0.3063752661209263,0.2267025240872566,23.16196660780889
347873,RED,2.6066,45.20957360569759,nan,43.482517,44.5938277650614,23.80588796437148,0.213451676056102,0.17065239108745,22.798650625240086
348191,RED,3.4344,45.07997673317675,nan,43.747117,44.5419890152806,23.49686118922826,0.3131045694240224,0.2463037712092102,22.66996736270121
348999,RED,2.5976,44.59078617508158,nan,43.318406,44.25625887192168,23.64593003503015,0.2665119303346719,0.2059284270771095,23.086359801803688
351641,RED,0.4201,43.23934665131012,nan,41.496804,43.12104970739657,24.18703623334448,0.2958711840846692,0.1385627135043323,nan
352229,RED,3.3562,44.27633162272281,nan,42.415559,43.99211705618721,24.15263278033215,0.2660619372225654,0.1386982310805589,23.06595298009083
352012,RED,1.4855,44.38260289478612,nan,42.815994,44.08138492193331,23.92378845322746,0.2016564334041576,0.1488535613059762,23.008174160169908
351929,RED,1.5087,44.00631504117784,nan,43.676126,43.7653031347709,21.40535826771648,5.10219044674437,0.2599431373241218,nan
352947,RED,1.6324,44.71918282387141,nan,42.93515,44.3641120535378,24.04615212940507,0.2086653345650716,0.1442017666563481,22.499687081650922
354213,RED,1.6347,44.51587977805181,nan,42.941755,44.19333750038118,23.91322239667366,0.207903508156312,0.1499403991803463,22.60216851994348
354871,RED,3.1138,44.91620322449444,nan,43.599672,44.47647961083151,23.5826658393428,0.2843119784615562,0.2174863553962875,22.87157291960375
356643,RED,1.1317,42.76265207999827,nan,42.548913,42.72062627999642,21.83261276034028,3.288324678538922,0.3707975409894603,22.773054658004753
356973,RED,1.8353,45.04378498740997,nan,43.017918,44.52751231675817,24.10432291803965,0.2347167352283962,0.1400423765918458,23.90579587316473
357444,RED,1.339,43.74316046851259,nan,42.730241,43.5442533006336,23.51758798200116,0.3178835403583143,0.2362547159544602,21.447158149191406
359584,RED,2.627,44.6849250018868,nan,42.07781,44.33533548396918,25.0,0.0,0.2252280377946091,23.854913019231095
360003,RED,1.6555,44.79331363605745,nan,42.830733,44.42732377472424,24.16708504781482,0.2757538074822299,0.1372576357394802,23.26717172934257
361365,RED,2.0865,44.43391900103676,nan,43.17123,44.12449044983804,23.66189766309762,0.2559757867854387,0.2006964853573567,23.8762178226359
361844,RED,2.7174,45.01296016293683,nan,43.524352,44.51518238678518,23.70083322993015,0.2413529798375665,0.191005831885996,22.988112798874965
362846,RED,2.4227,45.18460207538222,nan,43.354309,44.5838391527864,23.89634817604312,0.2184958632522614,0.1554873437020995,23.250175956701675
363407,RED,1.7094,43.95268636638203,nan,42.908305,43.72025504934889,23.51545076993093,0.3172978511697864,0.2404626487941854,23.752048441648377
366352,RED,1.1517,44.53727619931995,nan,42.62105,44.21131049368526,24.16251817314694,0.2730531359127761,0.1378884325599249,23.0312064052799
367234,RED,1.7191,45.1615250220698,nan,41.851672,44.57460833132389,25.0,0.0,0.0,22.78024527637367
370490,RED,0.934,43.62416731839372,42.90599822998047,nan,43.44429905765446,23.08367357072872,0.5961203142572987,0.3333191958315264,23.448706306095993
371377,RED,1.3701,45.29298231003336,nan,42.690067,44.62719124729286,24.51008327214353,0.7884626053930441,0.2062914489616478,22.6756683905902
372919,RED,3.4913,43.63423232249153,nan,43.73513,43.45275366083266,21.0,0.0,0.0,22.783903579934073
374655,RED,3.9903,45.64457429080712,nan,43.793662,44.76782804169802,23.68356315245372,0.2441143630766962,0.1997332573516349,nan
375204,RED,1.2343,44.09036439760789,nan,42.575546,43.83590459196786,23.91993776813564,0.2124939232868413,0.147380973637782,21.869232129028138
378815,RED,0.66,43.8607205407376,42.90749253316995,nan,43.64300375821947,23.41096616150163,0.3704772214683855,0.2550158309586052,22.907948508594732
380494,RED,0.394,42.82522908009111,42.38484201699301,nan,42.77319095843326,22.73073662246685,0.9477111890520301,0.3852019159192942,nan
379110,RED,2.8422,44.53644849468185,nan,42.221001,44.21061522181097,24.61042962693185,0.6174168655836766,0.2227542224066813,nan
381942,RED,2.2061,44.09224443614141,nan,43.340994,43.83748382428672,23.00278079790221,0.6436668987454168,0.3471152702011254,24.056451257415052
383334,RED,2.0933,44.867446655184,nan,43.247467,44.45697698281672,23.88102895600645,0.2152669049070602,0.1567497485974156,22.40260522903632
389479,RED,1.8841,44.50649787247599,nan,43.12813,44.18545669994354,23.76457993485591,0.2232075527312026,0.1837531556854752,22.88024178842425
391780,RED,0.3372,43.38355516792111,nan,41.049116,43.24218485756778,25.0,0.0,0.2734582553388929,nan
392551,RED,4.2422,45.92827490503961,nan,43.893566,44.88130828908199,23.69763288294322,0.2397908994497961,0.191363106776276,22.346353306657665
395780,RED,2.5862,44.66693674223331,nan,43.433252,44.32022534633201,23.59320108922991,0.2868386070409377,0.2129126267560802,22.97173955996354
396322,RED,2.8342,45.00980550295961,nan,39.264317,44.51392052277549,25.0,0.0,0.0,nan
398483,RED,3.1838,45.5813090305185,nan,39.464503,44.74252193720547,25.0,0.0,0.0,22.4014005373579
398986,RED,1.9794,44.7383182595837,nan,43.160623,44.38018581903428,23.88872127881103,0.2038502184924888,0.1558723564181007,23.145227468095975
399890,RED,1.7847,43.70304188659993,nan,41.544869,43.51055369287911,24.56468296726669,0.7254632892792403,0.2150116459289669,22.810165283570875
401271,RED,0.5745,42.56100921715196,nan,42.033051,42.55124628049382,23.04477487591545,0.601722712118321,0.3363746056562874,23.13353890449002
402222,RED,0.753,44.89203426792885,nan,42.110949,44.46681202806122,25.0,0.0,0.09708265659475011,22.816705191274874
402379,RED,2.1346,45.09686854622844,nan,43.212595,44.54874574060196,23.97793311002015,0.2082109811200697,0.1446722259075982,22.94438390559117
403459,RED,1.9062,44.67497846461754,nan,43.202409,44.32698039292386,23.81603485505008,0.2199895132499841,0.1742104294525778,22.826851922102456
404550,RED,3.6732,45.46776231524397,nan,43.779351,44.69710325041887,23.62509877590403,0.2643483846060811,0.2105333796136968,22.812043882206932
406283,RED,0.7702,42.72222849289753,nan,43.232667,42.68667046789195,21.0,0.0,0.0,nan
406312,RED,2.6345,43.80314639396259,nan,42.325801,43.5946414764384,23.92642801545755,0.2123963899342144,0.1472881626239032,nan
408892,RED,3.2302,45.39615203481877,nan,43.442912,44.66845913782196,23.89330041557245,0.2220610124986918,0.1505750215421371,nan
410459,RED,2.2219,45.07766673144542,nan,43.262055,44.5410650145743,23.93420963732245,0.2057418726942194,0.1459545999523092,22.41329974387607
411095,RED,0.969,45.08102101257231,42.99800109863281,nan,44.54240672704505,24.12943695268839,0.2384259597071668,0.1401792795286355,21.662758179210865
411456,RED,2.8543,44.03600339672001,nan,42.629924,43.79024135264771,23.84338728129126,0.2130547169666587,0.1634181761202549,21.885756880291005
410490,RED,1.2175,44.10866941963801,nan,42.998001,43.8512808099931,23.55828282631684,0.3035438516921903,0.2183364547501114,nan
413145,RED,2.6918,45.17769197863402,nan,43.52807,44.58107511404594,23.76127310352665,0.2221148806957913,0.1810645552803358,22.06966811160244
415894,RED,2.2957,45.17213404390513,nan,43.181729,44.57885194012125,24.02318233712967,0.1977487541336927,0.145130350559197,22.128518804464974
417645,RED,0.66,44.75724457415917,nan,41.97044,44.39608392278132,25.0,0.0,0.0,nan
418665,RED,1.3219,43.71271669064674,nan,43.281187,43.5186805280247,22.17023878486945,2.070740910307803,0.4030963353597714,22.46686819281469
420753,RED,2.7238,45.37891847002263,nan,43.516874,44.66156571180078,23.83143070795994,0.2163341588153998,0.1671250590373843,nan
421977,RED,2.6721,44.83916856414479,nan,41.085355,44.44566574623249,25.0,0.0,0.0,nan
423114,RED,1.8704,44.11347904883226,nan,43.247467,43.85532089839013,23.21823960103211,0.4854378807496192,0.3023968988377483,22.562768577062002
423620,RED,3.1207,44.81019708268416,nan,43.57519,44.43407715347555,23.56409399116444,0.2874206761630895,0.220978149856432,nan
424758,RED,0.3728,43.67196319322624,nan,41.338779,43.48444759126028,24.92034901320875,0.0773411836841752,0.2772246088530912,23.491361671582826
425969,RED,3.2926,44.95246409365921,nan,43.650194,44.49098395871355,23.54533898135092,0.3130862898843887,0.227351212335258,23.13033374437413
426235,RED,2.3268,45.3345421216249,nan,43.490254,44.64381517217719,23.83821752422166,0.2285415191366786,0.1630810244142608,21.982542587411576
430033,RED,4.5875,45.59050030762462,nan,44.032204,44.74619844810271,23.37983139821362,0.3714611576824749,0.2625738209629705,nan
434118,RED,0.3755,44.9795632906083,nan,43.557329,44.50182363765471,23.65281322234953,0.2654919096890928,0.2032806361243145,22.41995581471269
432776,RED,3.0938,44.72286335039681,nan,41.280679,44.36720369572261,25.0,0.0,0.0,nan
436688,RED,0.565,43.68178189170995,42.4640007019043,nan,43.49269529772909,23.74007376535338,0.2287297493976372,0.1842590184036387,23.761927819312824
436694,RED,2.2218,44.92695368458966,nan,42.762728,44.48077979493367,24.25740955562546,0.4010011155181918,0.1379151481334092,22.701395240397943
439937,RED,2.257,45.03700578532087,nan,43.257215,44.52480063588212,23.92546782487866,0.2170800704536082,0.1458925637553454,nan
441206,RED,2.6884,45.30594147443875,nan,43.41838,44.63237491313225,23.88446077673808,0.2043242266001624,0.1553790511351199,21.73239376286721
441615,RED,3.1887,45.13652879885083,nan,43.643604,44.56460984188731,23.62847063219017,0.2672737840355623,0.2070612493448302,22.704407952599208
441945,RED,1.3138,44.04747059680439,nan,42.415559,43.79987380041786,24.01394212040089,0.2038244832216559,0.1469241459418075,22.290034932726098
444473,RED,2.1263,44.87564269427428,nan,42.999392,44.46025539850169,24.06916681758245,0.2076749756648975,0.1411771562103954,23.23552844637189
445389,RED,1.0683,44.61893253448603,nan,42.478348,44.27990181308325,24.35215688906935,0.5155202604713017,0.1611751166881319,23.856196979483144
446438,RED,2.929,44.50738809165721,nan,43.606558,44.18620448403241,23.16366602525524,0.510656645749681,0.3116142314068054,23.28103337195127
450233,RED,1.6996,44.39463920496302,nan,42.852462,44.09149542216625,23.90361997617858,0.2138140442740629,0.1504509262513986,nan
450661,RED,2.3419,45.14582291602222,nan,43.516874,44.56832748881126,23.76008581648462,0.2200165971656141,0.1812105714675344,nan
453243,RED,0.358,43.13952017146475,nan,41.333104,43.03719546694451,24.24463961214756,0.3471863315333567,0.1402600804593628,21.46239822263548
453918,RED,2.7511,45.18993953713923,nan,43.401687,44.58597413752102,23.86172870442912,0.2173217996137949,0.1575856774902495,22.784617278503767
455355,RED,2.0794,45.0660357845508,nan,43.17123,44.53641263574713,24.00013954234176,0.2063758306331376,0.1436244388784115,22.492760375620605
457348,RED,2.1596,44.62779787234258,nan,43.181729,44.28734869665025,23.80153321966321,0.2206136073012281,0.1727288181287131,nan
459149,RED,3.1057,45.28000050949094,nan,43.553718,44.62199852699851,23.7729616862173,0.2134450356068491,0.179861403538644,22.110590293497356
464014,RED,2.9093,45.12924667786012,nan,43.539142,44.56169699344762,23.73371099452898,0.227058974295825,0.1902818307383753,nan
466118,RED,2.3939,44.16599555577717,nan,43.351616,43.89943476284655,23.10208815314283,0.5903630355986909,0.3231949921173501,21.230449442423712
466186,RED,0.4798,43.81741736376359,nan,41.656715,43.60662909069697,24.534533925353,0.8047874040677189,0.2106741411595781,22.371067844315995
467878,RED,2.6052,45.0753705058022,nan,43.446943,44.54014652430332,23.79203249731751,0.2206185022568014,0.1752902907933899,23.287801716264653
469153,RED,1.3338,44.63978867652645,nan,42.722975,44.29742097185023,24.15110905264999,0.258674351749638,0.1417457277744068,nan
475206,RED,0.43,42.56807294279633,nan,40.754128,42.55717980984983,24.35385662282772,0.5242103808118787,0.1635073558103094,22.973127835643957
478338,RED,3.1467,44.34918678585905,nan,43.726044,44.05331539131095,22.53670842033603,1.236337430966028,0.3965027932465893,nan
482650,RED,0.6974,42.89054743225512,nan,43.12813,42.82805837253799,21.0,0.0,0.0,nan
483000,RED,1.8265,45.14782495281845,nan,43.077384,44.56912830354169,24.09144532655865,0.2126467050518157,0.1411312526064394,22.436655515206
485106,RED,0.066,42.4535325258358,42.79484567910239,nan,42.46096586260693,21.0,0.0,0.0,22.889525779874692
485550,RED,2.3641,45.09225054059649,nan,41.677805,44.54689853832166,25.0,0.0,0.0,nan
484342,RED,1.5765,44.02810279787519,nan,41.887001,43.78360484982527,24.4600074263931,0.6971149607624758,0.1881486985710257,21.770853198746245
487846,RED,1.4253,44.53398214456704,nan,42.785885,44.20854348777921,24.04160452802638,0.2033011251675637,0.1435332169469223,nan
489601,RED,0.842,45.25251943843368,nan,42.120842,44.61100609841181,25.0,0.0,0.0,22.566555323585
489390,RED,0.7753,44.92213134497711,nan,42.215211,44.47885085905991,25.0,0.0,0.2124135857180033,nan
491658,RED,1.2441,43.99042260105146,nan,43.52807,43.75195348548154,22.10396158693379,2.229409633706077,0.4009816689141005,22.872622388589452
492525,RED,0.37,44.10904490611124,42.08971393420153,nan,43.85159621862076,24.30714274883833,0.4620275661236755,0.1526091029914374,23.04921799208142
500105,RED,2.7647,44.84663472743664,nan,43.531774,44.44865221159373,23.62419296663588,0.2712758200516449,0.2047996835250267,nan
500354,RED,1.9351,44.79998683358789,nan,43.149906,44.42999305377619,23.93503377620573,0.2137750014743308,0.142468319878704,22.833147094812556
502020,RED,2.6281,44.70179915673316,nan,43.438865,44.34950977359757,23.61773294936097,0.2721159418011106,0.2098202315541675,23.70329135686671
503996,RED,0.9708,44.12916715738109,nan,42.348939,43.86849890915971,24.11151242687961,0.2378649969002359,0.1404590569057836,22.872505879849726
509017,RED,2.7956,44.98192295262043,nan,43.539142,44.50276750247362,23.67263947509968,0.2412446706947826,0.2030959327699776,22.027634992447137
509367,RED,3.1663,45.54027280830902,nan,43.729082,44.72610744807709,23.70725347554573,0.2362018503312998,0.1888719989443509,22.430381462145778
512397,RED,2.1661,44.85774627371328,nan,43.094578,44.45309683017062,23.9950489330337,0.2068080307168885,0.1445783797079477,nan
515190,RED,3.9816,44.53107987595806,nan,43.911377,44.20610558222378,22.41515897948016,1.480940976867432,0.4011984268682708,23.746634193510978
520863,RED,1.2046,44.60248649318164,nan,42.62105,44.26608713881888,24.20203586146322,0.3059501459960722,0.1394320095573137,nan
520908,RED,3.5905,45.02402739634616,nan,43.838112,44.51960928021488,23.33280801584461,0.4042923997142781,0.2778678647595927,23.008600139118652
521987,RED,1.6971,45.34597707237912,nan,41.496804,44.64838915254703,25.0,0.0,0.0,22.819543908128253
524890,RED,3.0142,44.60091657569054,nan,43.560927,44.26476840816753,23.36513995553997,0.3896535723700348,0.2667861730841414,22.434569209356848
526158,RED,4.1102,44.61639661386798,nan,44.792283,44.2777716398306,21.0,0.0,0.0,22.20139731273668
530898,RED,2.8831,45.84586359844948,nan,43.672921,44.84834376595474,23.85494578207051,0.2171469527265047,0.1646156633626368,nan
534284,RED,0.85,44.36507767048654,nan,42.175745,44.06666373398129,24.45355668929149,0.6805903047980408,0.1855825625564213,22.442197446396566
534652,RED,2.4457,44.51888929037448,nan,43.374263,44.19586549065329,23.52545406788784,0.3106180658070111,0.2351160840617562,23.999565487599263
536362,RED,1.4764,43.31372192690045,nan,42.673226,43.18352493694187,23.02949762654663,0.6290616253019209,0.3398376491032689,nan
536268,RED,1.2563,44.69307631669154,nan,42.961323,44.34218258819138,24.01144941571809,0.208413887425445,0.14464359673037,22.659916223819817
539350,RED,1.0114,43.62216176023551,nan,42.42777,43.44261438885417,23.7257201171184,0.2300176640196757,0.184477696314231,nan
541777,RED,1.7268,44.39751973956696,nan,42.961323,44.09391507115802,23.8221721922904,0.214715103175277,0.1664377470358455,21.694727999757653
541867,RED,2.602,44.55570429771311,nan,43.568084,44.22679009585223,23.29982918579314,0.4235954657484857,0.2881992064282717,22.692847116738445
541957,RED,2.7038,45.00882065501244,nan,40.754128,44.51352658359075,25.0,0.0,0.0,22.096910277199548
542444,RED,1.2514,45.03052316985192,nan,42.629924,44.5222075896559,24.45510535168996,0.699083574533165,0.1836111349802355,nan
542937,RED,2.0593,44.82380694484594,nan,43.332019,44.43952109842139,23.80297361337481,0.2184566507275429,0.1714660366609883,23.344392258742193
543250,RED,0.2886,43.00659068624495,nan,42.389616,42.92553470284609,23.07906481545053,0.5989354005784749,0.3343344954128334,23.22271645917239
543209,RED,0.9762,43.54145666391702,nan,40.847045,43.37482211006321,25.0,0.0,0.0,23.329601251909473
544316,RED,0.353,45.00729533402404,41.89484415322348,nan,44.5129164551863,25.0,0.0,0.0,23.31513032307672
546422,RED,2.2036,44.61710077658191,nan,41.471974,44.27836313649183,25.0,0.0,0.0,22.110589990259136
547199,RED,0.9441,43.53157423478257,nan,42.240762,43.36652086984945,23.81694349969892,0.2150272379968979,0.172010357775866,22.064457961046887
548204,RED,1.4253,44.41534397587159,nan,43.37612,44.10888742918645,23.40699589053964,0.3631709871725142,0.2561200747797589,22.657247088729317
543297,RED,2.5232,44.47698088667404,nan,42.320999,44.16066243264401,24.39539877605554,0.5970740250343424,0.1736950091477794,22.184237030081825
556195,RED,2.4783,44.20155997958986,nan,43.322964,43.9293088779165,23.21532006214342,0.4702848068252403,0.303168846371746,nan
558207,RED,1.7721,44.46362957902222,nan,43.17123,44.14944733456664,23.68776170579348,0.2472989865654914,0.195661581123491,nan
