ID,i
783183,1129013
784193,1130448
785300,1132476
785831,1132950
785995,1133521
786952,1134664
788075,1136802
788577,1137323
793328,1144801
793374,1144486
793517,1144674
794848,1147951
795129,1147552
795729,1151336
797081,1151101
797542,1151227
799025,1152972
803529,1160305
803627,1160303
804344,1160862
804380,1161442
804744,1161365
805709,1163503
806151,1163971
806263,1163557
807633,1166364
809278,1168517
810108,1170487
810210,1169931
810667,1170788
811548,1172007
812877,1175299
813637,1175195
813703,1175564
820694,1186697
820975,1186706
821027,1186961
821415,1187737
821742,1188011
822926,1191761
824313,1193014
825866,1195134
826133,1195689
826524,1196130
827594,1199169
828902,1200090
830656,1202440
831151,1203840
831543,1204054
831683,1204888
831841,1204270
832262,1205347
833026,1205623
834031,1207584
834538,1208709
834892,1209597
834991,1208609
836198,1211271
837646,1213596
837822,1225965
839943,1216775
840107,1217216
841248,1218790
841273,1218901
841354,1218831
841821,1219438
842140,1221669
842498,1220984
842595,1221825
842703,1220976
842737,1221482
843386,1222583
843629,1222643
844144,1223237
844527,1223408
844601,1224412
844866,1225325
845164,1225285
845256,1225476
845473,1227871
845776,1226150
847062,1228255
847794,1230074
848845,1230730
848905,1231239
851874,1235187
852184,1236491
852430,1237153
852753,1237246
852812,1237600
853262,1238317
854139,1239774
854904,1239486
854964,1244489
855880,1244837
856252,1243752
856446,1243405
856534,1243727
856626,1243789
856938,1244286
857299,1244671
858038,1245789
858160,1246346
859825,1250850
860452,1248796
860628,1249134
862628,1253686
863368,1254911
865363,1255974
867476,1261334
867695,1262754
869011,1264203
871257,1267433
872437,1269439
872872,1270245
878244,1276285
879229,1277520
879281,1277646
879816,1278519
880811,1279821
881123,1280767
882407,1283669
882859,1284281
883444,1284972
884726,1287268
884940,1287813
885687,1288876
887045,1290742
887727,1291829
888580,1293255
889205,1294486
890325,1296494
892772,1300955
892871,1300005
895446,1304553
897425,1307517
897459,1307086
897743,1309247
901487,1313538
903144,1318437
904153,1318382
904947,1319389
905046,1319967
905280,1319764
905927,1322184
906612,1323034
906724,1322018
907047,1322539
908022,1324431
909582,1326523
912946,1331062
913622,1332715
913642,1332767
913792,1332840
915296,1335040
915575,1335987
915786,1336007
915891,1336590
915907,1337360
915989,1336507
916518,1337022
916982,1337897
919030,1342326
919414,1341893
921703,1345244
922289,1346172
922433,1347828
922605,1346552
922752,1347092
922845,1347155
923134,1347085
924433,1350446
925459,1352585
925835,1352298
926246,1351890
926334,1352485
928017,1355409
928078,1355555
928212,1357360
928556,1356411
929598,1358879
930093,1359690
930432,1359790
930709,1359836
930796,1360035
931754,1361440
932000,1361873
932061,1362027
933351,1364429
933997,1367326
934325,1365805
934339,1372641
934366,1366695
935543,1368036
936644,1369812
937060,1370702
937529,1371086
937557,1371127
939014,1374624
939172,1376116
940208,1375673
940652,1377583
941159,1377383
942263,1378855
942395,1379501
942882,1379874
944019,1382828
946085,1390572
946476,1386133
947453,1387538
947471,1387696
947828,1388907
949132,1390665
949151,1390752
949321,1391089
950164,1392939
951838,1395345
952044,1395398
953566,1399231
953926,1402100
956585,1404564
956759,1402979
957291,1404290
957935,1405660
958542,1406755
958682,1406588
958752,1407313
959121,1406945
959179,1407164
960163,1408726
960955,1410097
961208,1410645
961361,1411093
962023,1412150
962054,1412072
962990,1413897
965936,1418649
966326,1418768
966600,1419749
966973,1420704
967157,1420311
967345,1420413
968549,1422754
969164,1423342
970232,1426884
970584,1425564
970723,1426205
971058,1426847
971246,1426906
972308,1429607
972387,1437795
974555,1432755
975133,1433827
976376,1435806
976485,1435941
977204,1436937
977394,1438010
978444,1438985
979382,1440144
979733,1440779
981552,1443780
982004,1445051
982199,1442178
982990,1446726
984181,1446887
985892,1450412
986016,1450440
986123,1451515
986430,1450857
986701,1455684
987184,1452698
987573,1453554
987849,1454064
988550,1454798
989640,1456710
989672,1456898
991379,1459368
991721,1459797
992008,1460825
992147,1460336
992340,1460912
993201,1462260
993805,1466305
995126,1465067
995219,1466022
996570,1467941
997300,1469039
999621,1472546
1001309,1481083
1002054,1476613
1004988,1481198
1013607,1494989
1013783,1495560
1014035,1496472
1017482,1499693
1021276,1506067
1023312,1509491
1024095,1509014
1025621,1511867
1027745,1515979
1030922,1522661
1036595,1528471
1037540,1529409
1041483,1535228
1043926,1539471
1044729,1540059
1044900,1540437
1055541,1556044
1057210,1557762
1060508,1562636
1061421,1564057
1069258,1574711
1075967,1583440
1083894,1591972
1094060,1602800
1107395,1609534
