ID,Group,z,Kelly_Lx,Auge_Lx
565402,BLU,0.979000,44.126053,44.074844
565763,BLU,2.028000,43.682045,43.682044
565978,GRN,1.527000,44.595000,44.694843
566537,RED,2.620700,-99.000000,nan
566698,BLU,1.298000,43.665134,44.544846
566857,BLU,1.639000,44.381000,44.494843
567121,GRN,1.817000,44.250000,44.474842
567432,BLU,2.219000,43.668278,43.668276
567435,BLU,1.415000,43.326138,43.326138
567452,GRN,1.156000,45.270000,45.284844
568506,GRN,1.927000,44.002000,44.184845
568511,BLU,1.924000,43.476000,43.625968
568616,BLU,1.438000,43.676910,44.184845
569172,RED,1.052500,-99.000000,nan
569294,BLU,0.809000,43.117832,43.117831
569318,GRN,2.415000,44.590000,44.914845
569840,RED,0.867600,-99.000000,nan
569893,GRN,1.214000,44.427204,44.384842
570129,GRN,3.086000,44.532000,44.924843
570150,BLU,2.046000,43.448000,43.448002
570316,BLU,1.269000,43.378000,43.377998
570472,BLU,2.149000,43.713000,43.713001
570617,BLU,2.732000,44.128570,44.128571
570880,GRN,1.565000,43.230000,43.357843
571036,BLU,2.055000,44.219000,44.364845
571753,GRN,1.249000,43.304000,43.304001
571990,GRN,2.592000,45.068153,45.044846
572088,BLU,0.811000,44.106266,44.094845
572384,GRN,1.470000,44.652767,44.804844
572704,GRN,0.879000,43.837050,43.894844
572751,BLU,1.849000,43.489970,44.084843
573007,BLU,0.787000,43.164000,43.334843
573530,RED,1.784700,-99.000000,nan
573553,BLU,1.247000,43.036453,43.036452
574892,BLU,1.762000,43.695000,43.994843
575531,BLU,1.306000,43.307000,43.306999
575534,BLU,1.312000,44.185000,44.194843
575696,GRN,1.180000,43.953873,44.864845
576066,BLU,1.388000,43.431000,43.431000
576750,BLU,0.884000,43.026580,43.026579
576870,GRN,0.979000,44.427000,44.364845
577243,RED,2.626600,-99.000000,nan
577597,BLU,0.868000,43.448000,43.504845
577692,GRN,1.976000,43.774710,43.774713
577955,RED,4.712200,-99.000000,nan
577999,GRN,0.660000,43.494244,43.734844
578092,BLU,1.264000,43.744488,43.754845
578239,BLU,0.558000,43.528640,43.574844
578268,BLU,3.154000,44.058120,44.058120
578726,BLU,4.255000,44.603000,44.694843
579394,BLU,1.176000,43.661570,44.374844
579415,GRN,2.592000,44.002480,44.002481
579765,BLU,2.431000,43.757576,43.757577
580157,BLU,2.957000,43.972282,43.972283
580231,GRN,2.435000,44.026000,44.254845
580386,RED,1.470600,-99.000000,nan
580861,GRN,0.838000,43.676000,43.564842
580884,GRN,1.657000,43.690000,43.824844
580915,BLU,1.187000,44.489000,44.444843
581105,GRN,2.091000,43.843000,44.274845
581118,BLU,2.433000,43.738520,43.738523
581125,BLU,1.705000,43.764640,44.224842
581456,BLU,1.241000,43.001000,43.000999
581549,BLU,0.951000,43.470000,43.584843
582204,BLU,1.232000,43.149000,43.148998
582580,RED,2.524600,-99.000000,nan
582749,GRN,3.225000,44.349000,44.348999
583094,BLU,2.708000,43.779000,43.778999
583448,BLU,2.029000,43.523000,43.522999
583485,BLU,1.085000,43.073273,43.073271
583641,RED,1.800400,-99.000000,nan
584085,BLU,1.537000,43.321000,43.320999
584970,BLU,0.925000,43.768524,44.024845
585033,BLU,1.429000,43.156000,43.618179
585366,GRN,0.827000,43.765000,43.724842
585642,GRN,2.887000,44.877113,45.164845
586341,GRN,1.260000,43.924362,44.074844
586685,GRN,1.515000,44.217000,44.384842
586693,BLU,1.766000,43.364000,43.363998
586891,BLU,1.444000,43.388000,43.824844
587450,RED,2.544900,-99.000000,nan
587486,GRN,1.550000,43.668865,43.668867
589008,BLU,1.555000,43.800470,44.554844
589074,RED,3.355900,-99.000000,nan
589289,RED,0.158200,-99.000000,nan
589540,BLU,0.582000,44.230000,44.284844
589797,BLU,1.272000,43.474136,43.474137
590031,BLU,2.654000,43.729000,43.938715
590037,BLU,0.406000,43.019000,42.864845
590120,BLU,0.559000,43.580430,43.694843
590258,BLU,1.512000,44.425000,44.544846
590391,BLU,1.980000,43.674000,43.904842
591069,BLU,1.268000,43.330147,43.330145
591165,BLU,1.425000,43.324000,43.324001
591842,BLU,2.509000,43.860000,43.860001
592177,BLU,1.260000,43.743580,44.004845
592619,RED,1.808600,-99.000000,nan
592667,GRN,1.204000,44.329440,44.394844
592797,GRN,3.497000,44.616000,44.804844
592950,RED,2.467000,-99.000000,nan
593404,GRN,0.686000,43.720000,43.574844
593532,BLU,1.170000,43.424000,43.744843
593620,BLU,0.913000,43.068000,43.384842
594084,RED,1.470700,-99.000000,nan
594392,BLU,1.561000,44.348000,44.214844
594434,GRN,0.948000,43.920906,43.904842
594617,BLU,2.704000,44.534000,44.694843
595317,RED,1.056900,-99.000000,nan
595487,GRN,1.841000,44.594000,44.774845
596188,BLU,0.819000,43.096000,43.424843
596401,BLU,1.085000,43.069000,43.377919
596663,RED,1.452300,-99.000000,nan
597002,BLU,0.948000,43.049534,43.049532
597451,BLU,0.468000,43.185100,43.274845
597998,BLU,2.930000,44.375000,44.375000
598007,RED,1.014200,-99.000000,nan
598015,BLU,1.269000,43.275080,43.275083
598079,BLU,2.661000,44.001000,44.204846
599333,BLU,0.729000,43.059944,43.059944
599915,BLU,1.934000,43.413086,43.413087
599948,GRN,1.258000,44.231000,44.314842
600384,GRN,3.233000,43.990000,44.272331
600601,RED,2.069700,-99.000000,nan
600755,BLU,1.388000,43.904884,43.964844
601036,BLU,1.155000,43.280000,43.654842
601457,BLU,0.954000,43.164894,43.184845
601533,BLU,2.070000,43.745000,44.095664
601946,BLU,1.147000,43.673250,43.854843
601958,BLU,2.546000,43.561000,43.897300
602526,BLU,1.693000,43.227000,43.572825
603571,BLU,1.368000,43.601500,43.894844
603725,BLU,0.676000,43.082000,43.004845
603779,RED,1.873000,-99.000000,nan
604416,BLU,0.621000,43.748000,43.574844
604824,BLU,1.563000,43.227000,43.563300
605055,BLU,0.497000,43.132587,43.574844
605093,BLU,2.017000,43.573017,43.573016
605241,BLU,1.211000,44.063000,44.114845
605445,GRN,3.090000,44.102000,44.554844
605519,BLU,0.734000,43.591360,43.574844
606414,GRN,2.022000,44.348200,44.294846
606447,BLU,1.466000,43.163000,43.162998
607000,BLU,1.042000,43.412310,43.724842
607093,BLU,2.364000,44.452000,44.784844
607340,BLU,1.140000,43.643000,43.834843
607561,BLU,1.156000,43.748966,44.184845
608176,RED,3.428500,-99.000000,nan
608549,GRN,2.149000,43.693000,43.693001
608954,BLU,3.650000,44.553000,44.944843
609017,GRN,1.024000,45.177000,45.254845
609216,BLU,1.265000,43.964027,44.124844
609485,BLU,1.781000,43.475000,43.707101
609513,BLU,2.442000,44.334755,44.034844
610343,BLU,1.719000,43.687912,43.687912
610703,BLU,0.891000,44.251000,44.374844
610782,BLU,1.692000,43.673923,43.673924
610794,BLU,1.506000,43.565773,44.834843
611654,BLU,2.970000,44.093000,44.414845
611879,BLU,0.772000,43.307877,43.354843
611907,RED,1.646900,-99.000000,nan
612897,BLU,1.759000,43.395000,43.395000
613159,BLU,1.869000,44.041000,44.294846
613328,GRN,2.146000,44.230000,44.434845
613543,GRN,2.611000,44.968000,45.154842
613802,BLU,2.238000,43.818000,43.818001
614326,BLU,1.697000,43.328000,43.327999
614402,RED,2.066000,-99.000000,-44.088001
614573,BLU,2.390000,44.138676,44.138674
615692,BLU,0.762000,43.371677,43.564842
616153,BLU,1.719000,44.140480,44.624844
616159,GRN,1.640000,43.647522,43.647523
616226,BLU,0.673000,43.221466,43.324844
616655,BLU,0.483000,43.220383,43.354843
616983,GRN,0.936000,43.726630,43.974842
617270,RED,0.263000,-99.000000,nan
617286,BLU,1.024000,43.223923,43.494843
617702,RED,1.618700,-99.000000,nan
617775,GRN,1.406000,44.443000,44.564842
617853,BLU,1.657000,44.092197,44.064842
618028,RED,3.543500,-99.000000,nan
618121,BLU,1.207000,44.092410,44.054844
618600,RED,1.720800,-99.000000,nan
619256,BLU,0.133000,43.004000,42.994843
619550,GRN,1.729000,44.180000,44.394844
619689,BLU,2.147000,44.162000,44.374844
620323,GRN,1.720000,43.812065,43.812064
620652,BLU,1.718000,44.013157,44.654842
621569,BLU,1.912000,44.123184,44.674843
621774,BLU,2.290000,44.062000,44.114845
622251,BLU,2.550000,43.438000,43.774299
622937,BLU,2.063000,43.727000,43.727001
623137,BLU,2.486000,43.561000,43.561001
623618,GRN,1.271000,43.940000,44.024845
623880,BLU,2.302000,43.718960,43.718960
623908,BLU,0.894000,43.874000,44.054844
624239,GRN,2.483000,44.453000,44.444843
624284,GRN,2.536000,43.595000,43.595001
624526,GRN,0.882000,44.171000,44.134842
624608,RED,2.565000,-99.000000,nan
625004,GRN,2.485000,43.859997,44.674843
625047,BLU,2.547000,44.268513,44.268512
625595,BLU,0.665000,43.599000,43.604843
625774,BLU,2.164000,44.168484,44.034844
625792,RED,1.398700,-99.000000,nan
626120,BLU,2.530000,43.873000,44.211188
626509,BLU,1.722000,43.640440,43.640441
626552,BLU,1.041000,43.721430,43.721432
627449,RED,2.552900,-99.000000,nan
627823,RED,0.886000,42.820000,42.820000
628179,BLU,1.514000,43.260000,43.259998
628213,BLU,1.240000,43.334000,43.604843
628500,BLU,1.367000,43.805103,43.805104
629377,BLU,0.866000,43.124000,43.354843
629776,GRN,1.430000,43.786274,44.454846
629822,BLU,1.152000,43.604000,43.604000
629988,BLU,1.661000,43.679000,43.844845
629991,BLU,1.776000,43.500000,43.500000
630287,BLU,1.024000,43.476310,43.624844
630399,BLU,1.886000,43.445000,43.445000
630435,GRN,2.174000,43.787000,43.954846
630484,GRN,1.433000,44.678677,44.704846
630503,GRN,0.697000,43.414760,43.414759
631014,BLU,0.934000,43.386000,43.424843
631272,GRN,2.454000,44.156580,44.904842
631339,GRN,2.450000,44.740430,44.694843
631511,RED,1.516900,-99.000000,nan
631720,BLU,1.123000,43.998000,44.104843
632074,BLU,1.372000,43.528000,43.528000
632105,BLU,1.587000,43.260000,43.259998
632339,GRN,2.673000,43.897000,43.896999
632365,BLU,1.943000,44.099000,44.274845
632378,BLU,1.208000,43.963467,44.054844
632647,BLU,2.021000,43.771580,43.771579
633106,BLU,2.379000,43.908905,43.908904
633300,GRN,2.213000,45.134000,45.174843
633412,BLU,0.848000,43.570137,43.624844
633483,BLU,1.455000,44.182000,44.244843
633493,BLU,0.945000,43.094000,42.724842
633565,BLU,0.658000,43.698826,43.634842
634248,BLU,1.078000,43.586000,43.634842
634499,RED,1.992900,-99.000000,nan
634754,BLU,1.941000,44.494000,44.724842
634914,BLU,1.421000,43.900000,44.074844
635245,GRN,2.946000,44.232710,44.232714
635497,BLU,0.946000,43.526000,43.664845
635561,BLU,0.706000,43.635582,44.544846
635671,BLU,0.966000,43.054184,43.054183
635695,BLU,1.242000,43.002000,43.001999
635784,GRN,2.200000,43.802840,45.104843
635862,GRN,0.550000,43.783524,43.864845
636013,BLU,0.943000,43.429000,43.604843
636324,GRN,2.710000,44.313095,44.313096
637114,BLU,0.711000,43.552273,43.654842
637404,RED,1.678700,-99.000000,nan
637635,BLU,1.405000,43.648228,43.648226
637637,BLU,1.839000,43.559000,43.558998
637663,BLU,0.556000,43.145360,43.214844
638494,BLU,1.414000,44.430614,44.214844
638527,BLU,2.390000,44.321000,44.494843
639085,BLU,0.905000,43.640633,43.524845
639096,BLU,2.158000,43.778000,43.778000
639238,BLU,2.932000,43.709000,43.709000
639400,BLU,1.029000,43.192770,43.564842
639429,RED,1.013500,-99.000000,nan
639552,BLU,2.090000,44.267868,44.314842
640026,RED,1.902100,-99.000000,nan
640145,GRN,2.944000,44.330000,44.764843
640360,GRN,1.638000,44.074000,44.244843
640443,GRN,1.064000,44.353836,44.724842
640492,BLU,2.063000,44.266390,45.224842
640623,BLU,0.678000,43.117905,43.334843
641147,BLU,0.675000,43.385063,43.484844
641491,BLU,2.464000,44.974000,45.284844
641847,GRN,1.433000,43.370000,43.764843
642185,BLU,1.697000,44.338814,44.338814
642407,RED,0.859000,-99.000000,nan
642536,BLU,1.353000,43.126000,43.125999
642649,BLU,1.372000,43.911000,44.134842
642834,BLU,0.942000,43.269000,43.269001
643015,BLU,1.081000,43.750122,43.774845
643101,RED,0.270000,-99.000000,nan
643133,BLU,2.576000,44.260000,44.354843
643223,GRN,2.104000,44.202350,44.202349
643313,GRN,1.540000,43.635000,43.634998
643480,GRN,0.850000,44.239000,44.234844
643581,GRN,1.368000,43.565998,43.566000
644023,BLU,1.689000,44.332000,44.384842
644171,BLU,2.649000,43.861000,43.861000
644356,BLU,2.748000,44.247000,44.247002
644795,GRN,1.841000,44.155178,44.284844
644854,BLU,1.373000,43.350030,43.514843
645941,BLU,1.702000,44.109000,44.314842
645944,BLU,0.731000,43.525000,43.584843
645978,RED,0.260000,-99.000000,nan
646384,RED,0.428200,-99.000000,nan
646790,RED,1.476700,-99.000000,nan
647123,BLU,1.125000,43.455000,43.594845
647413,BLU,1.950000,44.172363,44.664845
648114,GRN,2.522000,44.492000,44.492001
648173,GRN,1.843000,43.591000,43.591000
648670,BLU,0.476000,43.365120,43.584843
648762,GRN,2.937000,45.174000,45.384842
649286,BLU,3.641000,44.681957,44.681957
649850,BLU,1.704000,43.378063,43.378062
650197,BLU,1.430000,43.809000,43.964844
650453,BLU,1.028000,44.076000,44.144844
650659,BLU,0.874000,43.891000,44.044846
650697,BLU,2.123000,43.908000,44.104843
650908,RED,0.482300,-99.000000,nan
651523,BLU,2.625000,43.685000,43.685001
652010,GRN,2.076000,44.101000,44.394844
653385,BLU,2.101000,44.165000,44.264843
654576,GRN,1.099000,44.246000,44.314842
654643,BLU,1.349000,43.941757,44.544846
655472,BLU,0.930000,43.288433,43.454846
656275,BLU,3.101000,44.087185,44.087184
656427,RED,1.832400,-99.000000,nan
656621,GRN,3.345000,44.950310,44.894844
656926,BLU,1.831000,44.489000,44.694843
657027,BLU,1.215000,43.599250,45.174843
657703,GRN,2.748000,44.155018,44.414845
658065,BLU,1.626000,44.082000,44.354843
658690,BLU,1.191000,43.578000,43.794846
658933,BLU,1.465000,43.145000,43.145000
659773,BLU,0.672000,43.094000,43.460533
659778,BLU,0.955000,43.186302,43.186303
659967,BLU,1.488000,43.303350,43.303348
660169,BLU,2.122000,44.104000,44.414845
661030,BLU,1.307000,43.443783,43.443782
661164,RED,1.072800,-99.000000,nan
661192,BLU,3.155000,44.659640,44.614845
661442,GRN,1.796000,44.779000,44.894844
661682,BLU,1.197000,43.357440,43.357442
662158,BLU,1.181000,43.820812,43.820811
662355,BLU,0.985000,43.776016,43.904842
662467,BLU,1.187000,43.801000,43.964844
662614,BLU,2.342000,43.907280,43.907280
662715,GRN,1.633000,44.152300,44.152302
663103,GRN,1.598000,45.000000,45.194843
663168,BLU,0.880000,43.430126,43.754845
663565,BLU,1.463000,43.811924,44.284844
663669,BLU,2.559000,43.672000,43.672001
663735,GRN,3.178000,44.316383,45.584843
664330,BLU,2.897000,44.153000,44.554844
664407,RED,1.212200,-99.000000,nan
665247,BLU,1.669000,43.240204,43.240206
665286,BLU,1.456000,43.978110,44.164845
665457,BLU,2.151000,44.316000,44.434845
665479,GRN,2.150000,44.114000,44.794846
665603,GRN,1.082000,43.604126,43.674843
666394,GRN,0.518000,44.227000,44.184845
666570,RED,1.654800,-99.000000,nan
666869,BLU,2.147000,43.852020,43.852020
666872,GRN,0.838000,44.028580,44.094845
667434,BLU,1.162000,44.284910,44.264843
667844,BLU,1.426000,43.622000,43.804844
668515,RED,1.835000,-99.000000,nan
668726,BLU,3.017000,44.755302,44.924843
669251,RED,1.094000,-99.000000,nan
669348,BLU,0.829000,43.010376,43.244843
670126,BLU,1.151000,43.225000,43.224998
670310,RED,1.986600,-99.000000,nan
670364,BLU,1.617000,43.583000,43.954846
670392,RED,1.806500,-99.000000,nan
670500,BLU,1.432000,44.265000,44.394844
670725,BLU,2.215000,43.771000,44.142611
670749,BLU,0.607000,43.237360,43.344845
671263,BLU,2.590000,44.020000,44.020000
671381,BLU,1.103000,43.010910,43.010911
671978,BLU,1.477000,44.025000,44.184845
672158,GRN,1.113000,43.377440,43.344845
672635,RED,2.528000,-99.000000,nan
673076,BLU,1.490000,44.038540,44.074844
673312,GRN,0.751000,43.052090,44.634842
673600,RED,0.928100,-99.000000,nan
673615,BLU,1.100000,43.124084,43.124086
673948,BLU,1.836000,44.535000,44.734844
674119,GRN,0.346000,44.310000,44.324844
674574,BLU,0.378000,43.482000,43.414845
674702,BLU,1.125000,43.161000,43.474842
674827,BLU,0.625000,43.097000,43.124844
674831,BLU,1.593000,43.695908,44.024845
674969,BLU,1.104000,43.075912,43.075911
675142,BLU,2.707000,43.780773,43.780773
675245,BLU,0.769000,43.075050,43.194843
675269,GRN,1.295000,44.732000,44.784844
675466,BLU,1.907000,43.976513,43.974842
675561,BLU,0.969000,43.076000,44.074844
675643,BLU,2.105000,44.020970,44.404842
675793,BLU,2.005000,43.847000,44.204846
676097,GRN,0.894000,43.780544,44.264843
676685,GRN,1.264000,44.221000,44.274845
676717,GRN,1.948000,43.493000,43.493000
677305,GRN,2.152000,43.636000,43.915842
677506,RED,1.746900,-99.000000,nan
677597,BLU,0.840000,43.266754,43.266754
677692,GRN,0.731000,43.591000,43.724842
678533,GRN,1.454000,44.957000,45.034844
678542,BLU,1.176000,43.521847,43.521846
678793,GRN,2.450000,44.320640,44.544846
679317,RED,2.543000,-99.000000,nan
679413,GRN,2.459000,43.992000,44.274845
679509,BLU,1.111000,43.231520,43.231521
679639,BLU,1.371000,43.799744,43.784844
679793,RED,1.421200,-99.000000,nan
679945,BLU,0.894000,43.594925,43.794846
680643,BLU,2.473000,43.769000,43.769001
680726,GRN,2.179000,44.604683,44.694843
680964,BLU,1.952000,44.190000,44.189999
681237,GRN,1.202000,43.795000,44.104843
681303,GRN,2.255000,43.967545,44.494843
681339,BLU,1.923000,44.217922,44.574844
681549,BLU,1.478000,44.301000,44.474842
682463,BLU,1.581000,43.042000,43.042000
683219,GRN,1.137000,43.788520,43.834843
683578,RED,3.751900,-99.000000,nan
683647,BLU,2.558000,44.184030,44.184027
684158,GRN,1.090000,43.936443,44.084843
684508,GRN,2.420000,44.081047,44.154842
684786,BLU,0.864000,43.561050,43.684845
684981,BLU,0.490000,43.249218,43.644844
685399,BLU,0.934000,43.513084,43.894844
686187,BLU,1.008000,43.694000,43.824844
686231,RED,0.390300,-99.000000,nan
687071,GRN,1.588000,43.386000,43.386002
687085,BLU,2.393000,44.170000,44.484844
687136,BLU,0.583000,43.568340,43.684845
687415,BLU,1.022000,43.990906,44.364845
687898,GRN,2.155000,43.729000,43.729000
687903,BLU,1.745000,43.628400,45.424843
688136,GRN,1.708000,44.725000,44.834843
688457,GRN,2.044000,44.746000,44.854843
688531,BLU,1.743000,44.100000,44.344845
688717,BLU,1.127000,43.938923,43.984844
688836,BLU,1.063000,43.381668,43.634842
688845,RED,2.042900,-99.000000,nan
688939,BLU,1.987000,43.291000,43.291000
689230,BLU,1.123000,44.068810,44.144844
689518,RED,0.792000,42.754000,43.324844
689758,BLU,1.089000,43.011000,43.614845
689768,GRN,1.964000,44.674000,44.844845
690548,BLU,0.967000,43.875183,44.094845
690669,RED,1.672600,-99.000000,nan
690687,GRN,2.049000,44.094000,44.094002
690971,GRN,3.015000,44.037000,44.444843
691252,BLU,1.021000,43.787000,43.994843
691398,BLU,1.812000,44.090000,44.414845
691473,RED,0.385100,-99.000000,nan
691521,BLU,1.188000,44.186000,44.314842
691906,BLU,0.982000,43.054000,43.054001
692020,BLU,1.640000,43.422382,43.422383
692136,BLU,0.949000,43.318302,43.604843
692317,BLU,2.017000,44.384575,44.384842
692398,BLU,1.330000,44.372210,44.454846
692485,BLU,2.665000,44.464000,44.664845
692655,GRN,0.731000,43.566677,43.624844
692669,BLU,0.962000,43.302120,43.314842
692714,BLU,1.796000,44.587894,44.804844
692737,RED,0.590000,-99.000000,nan
692950,RED,2.852500,-99.000000,nan
693134,BLU,1.484000,43.355000,43.355000
693220,RED,1.809700,-99.000000,nan
693284,BLU,1.438000,43.024000,43.023998
693350,BLU,1.530000,44.800000,44.894844
693397,BLU,2.478000,44.064278,45.564842
693513,BLU,1.090000,43.780586,43.754845
694069,BLU,1.092000,43.483000,43.564842
694327,BLU,1.526000,43.368000,43.661282
694697,GRN,5.496000,44.861390,44.861389
694835,BLU,1.715000,43.446000,43.445999
694934,BLU,2.975000,44.089000,44.089001
695445,GRN,1.376000,44.427000,44.614845
695834,GRN,2.663000,44.143982,44.143980
696146,BLU,1.462000,43.553043,43.784844
696590,BLU,0.700000,43.403084,43.484844
696891,BLU,1.085000,43.234000,43.334843
697034,BLU,1.538000,43.140000,43.139999
697594,BLU,1.266000,43.263900,43.263901
697623,BLU,2.051000,43.660000,43.660000
697703,BLU,2.975000,43.713000,43.713001
698041,GRN,2.646000,44.068497,44.894844
698328,BLU,2.620000,44.323044,44.364845
698425,BLU,0.889000,43.371000,43.504845
698738,GRN,1.185000,44.735000,44.814842
698831,RED,1.807400,-99.000000,nan
698983,GRN,1.097000,43.728890,44.344845
699062,BLU,0.602000,43.042000,43.042000
699088,GRN,3.375000,44.599000,44.598999
699272,BLU,1.594000,44.088833,45.004845
699371,BLU,0.786000,43.460000,43.494843
699815,BLU,1.692000,44.487590,44.574844
699926,BLU,1.020000,43.827263,43.964844
700043,BLU,1.193000,43.722027,43.774845
700458,RED,1.592700,-99.000000,nan
700757,BLU,0.728000,44.005000,43.944843
701381,BLU,1.630000,43.325000,43.608163
701418,GRN,2.501000,44.828000,44.934845
702876,BLU,1.198000,43.541428,43.541427
703122,GRN,1.936000,44.509000,44.554844
703280,BLU,2.962000,44.275223,44.275222
703326,BLU,1.309000,43.373356,43.524845
703515,BLU,3.447000,43.883575,43.883577
703733,BLU,2.032000,43.784000,44.044846
704055,BLU,1.082000,43.183810,43.183812
704286,BLU,1.590000,44.138000,44.214844
704289,BLU,2.113000,44.043280,44.484844
704469,BLU,1.284000,43.274810,43.274811
704571,BLU,2.447000,43.766582,43.766582
704782,BLU,1.035000,43.594730,43.624844
704811,BLU,1.650000,44.520000,44.684845
704900,BLU,2.846000,44.051758,44.051759
705406,BLU,1.673000,43.684000,43.964844
705464,BLU,0.879000,43.230824,43.754845
705530,BLU,2.548000,44.115000,45.704846
705542,RED,2.168100,-99.000000,nan
706011,RED,1.189500,-99.000000,nan
706363,BLU,3.748000,44.542946,44.734844
706553,BLU,1.634000,43.867000,44.144844
706615,GRN,0.909000,44.072000,44.124844
706740,BLU,2.386000,43.786285,43.786285
707186,BLU,0.891000,43.425000,43.564842
707614,BLU,1.531000,43.838223,43.838222
707749,GRN,0.930000,43.719000,43.844845
708170,BLU,1.255000,43.455000,43.794846
709134,RED,0.667000,42.957000,43.064842
709137,GRN,2.420000,44.344410,44.274845
709438,BLU,2.377000,43.988644,43.988645
709504,RED,0.378600,-99.000000,nan
709638,BLU,0.982000,43.134000,43.474842
709713,GRN,2.735000,44.358000,44.624844
709816,GRN,3.367000,44.832000,45.234844
710099,BLU,0.938000,43.065000,43.304844
710279,BLU,1.280000,43.754086,43.814842
710434,BLU,0.854000,43.952682,43.894844
711091,GRN,3.717000,44.199000,44.409421
711692,GRN,0.931000,44.235897,44.474842
711809,GRN,2.508000,43.953000,44.464844
711839,BLU,1.677000,43.491264,43.491265
712337,BLU,1.797000,43.665756,43.894844
712578,BLU,1.852000,44.228000,44.384842
712916,BLU,1.268000,43.311000,43.663618
713028,BLU,1.258000,43.312202,43.312203
713100,BLU,2.353000,44.391000,44.774845
713253,GRN,1.520000,44.219510,44.554844
713668,BLU,2.765000,44.079000,44.078999
713709,BLU,2.857000,43.833000,43.833000
713765,BLU,3.108000,44.870144,44.784844
713948,BLU,1.248000,43.023000,43.244848
714401,GRN,1.288000,43.292000,43.984844
714586,BLU,1.924000,43.445000,43.707012
714836,BLU,0.739000,43.535000,43.604843
714907,GRN,1.581000,43.668000,43.974842
715196,BLU,1.340000,43.063000,43.063000
715418,BLU,2.322000,44.399490,44.604843
715680,RED,4.333200,-99.000000,nan
715706,BLU,1.314000,43.314000,43.614845
715741,BLU,0.959000,43.003000,43.002998
716342,BLU,2.247000,44.160000,44.434845
716954,BLU,1.514000,44.329000,44.444843
717390,BLU,1.234000,43.631454,43.954846
717817,GRN,1.131000,44.324000,44.414845
717885,BLU,1.299000,43.580000,43.784844
718980,BLU,2.133000,44.314420,44.314418
719096,GRN,1.846000,44.222000,44.304844
719155,GRN,1.845000,45.076805,45.174843
719297,BLU,1.067000,43.649227,43.904842
719811,GRN,1.189000,44.023000,44.084843
720095,RED,2.319700,-99.000000,nan
720397,BLU,0.937000,43.430420,43.684845
720578,GRN,1.847000,44.256824,44.884842
720608,GRN,3.095000,44.180000,44.704846
721349,BLU,1.385000,43.905000,43.934845
721789,RED,1.420300,-99.000000,nan
722533,GRN,1.854000,44.688000,44.844845
722793,BLU,1.766000,43.442000,43.640598
722987,BLU,1.932000,44.576000,44.654842
723434,BLU,1.907000,43.719727,43.914845
724318,BLU,0.938000,43.425000,43.554844
724890,GRN,2.890000,44.091000,44.324844
725161,GRN,0.355000,43.604970,43.614845
725399,BLU,2.479000,44.035130,44.035131
725624,BLU,0.678000,43.378685,43.714844
725672,GRN,1.752000,43.745280,43.745282
725685,GRN,2.836000,44.376000,44.734844
726363,RED,0.156200,-99.000000,nan
726507,RED,1.823600,-99.000000,nan
726941,GRN,0.741000,44.270360,44.254845
726986,GRN,1.802000,44.816000,44.894844
727103,BLU,0.986000,43.266000,43.384842
727144,BLU,4.044000,43.988000,43.987999
727201,BLU,0.928000,43.731422,44.004845
728070,BLU,2.900000,43.825000,43.825001
728413,BLU,1.268000,43.802570,43.802572
728798,BLU,1.167000,43.436775,43.436775
728847,BLU,0.979000,44.270000,44.294846
729034,BLU,1.284000,43.898727,44.034844
729507,BLU,0.904000,43.018260,43.154842
729517,BLU,0.656000,43.143696,43.254845
729547,BLU,2.310000,44.114098,44.124844
729557,GRN,1.951000,43.338520,43.338519
729570,GRN,0.376000,43.943783,43.934845
730099,BLU,2.007000,44.456676,44.764843
731099,BLU,1.457000,44.068146,44.354843
732095,BLU,2.449000,43.938847,43.938845
732463,RED,2.711600,-99.000000,nan
732481,BLU,1.650000,43.886013,44.574844
732720,BLU,1.989000,43.800000,44.134842
733581,GRN,0.986000,44.148000,44.264843
733583,BLU,0.978000,43.867830,44.404842
733707,BLU,1.422000,43.504143,43.504144
733937,GRN,1.161000,44.291020,44.324844
734261,BLU,1.122000,44.104843,44.184845
734276,RED,2.567300,-99.000000,nan
734723,GRN,1.369000,44.093000,44.334843
734769,GRN,1.844000,43.611000,43.974842
734950,GRN,1.835000,44.253000,44.654842
735335,GRN,0.668000,43.828000,43.874844
735593,BLU,1.995000,43.497000,43.710960
735815,BLU,1.724000,43.974678,43.974677
736286,BLU,1.406000,44.748770,44.774845
736288,GRN,2.372000,44.520596,44.484844
736295,BLU,0.899000,43.863052,43.954846
736642,BLU,0.956000,43.747723,44.204846
737008,GRN,3.034000,44.465836,44.404842
737222,BLU,1.528000,43.959000,44.144844
737473,GRN,0.618000,43.603603,43.834843
738308,GRN,2.020000,44.464000,44.614845
739064,RED,0.552400,-99.000000,nan
739500,BLU,2.581000,43.645000,43.978482
739711,BLU,0.528000,43.010000,43.244843
740584,BLU,1.101000,43.979000,44.044846
741121,BLU,2.314000,43.921000,43.921001
741487,BLU,1.122000,44.902000,44.884842
741600,BLU,0.957000,43.272000,43.494843
742528,BLU,1.954000,43.389000,43.389000
742677,BLU,2.188000,43.795000,44.165589
743261,BLU,3.191000,44.310284,45.324844
743690,BLU,3.464000,44.200596,44.200595
743704,RED,1.529500,-99.000000,nan
744093,BLU,1.672000,43.371000,43.370998
746142,BLU,1.242000,43.454000,43.453999
746652,BLU,0.943000,44.199463,44.384842
