ID,2016,2020
342101,-99,407049
342421,-99,407266
343127,-99,408358
343447,-99,408697
343455,-99,408905
343950,-99,409826
345463,-99,412012
345290,-99,412065
346443,-99,413606
347369,-99,415254
347873,-99,415923
348470,-99,416577
348191,-99,416701
349009,-99,417402
348999,-99,417677
351641,-99,421670
352229,-99,422021
352102,-99,422079
352012,-99,422143
351929,-99,422222
352947,-99,423455
353241,-99,424161
353931,-99,425513
354213,-99,426101
354505,-99,426408
354871,-99,427018
355009,-99,427097
356055,-99,428551
356643,-99,429355
356973,-99,430418
357656,-99,430450
357388,-99,431505
359584,-99,434474
360003,-99,435439
360340,-99,435828
361365,-99,437790
361844,-99,439126
362846,-99,440183
363407,-99,440980
364327,-99,442358
363221,-99,442410
366352,-99,445949
367234,-99,446874
367072,-99,446884
367093,-99,447549
367553,-99,447736
367849,-99,448086
369116,-99,450241
369244,-99,450320
369816,-99,451347
371377,-99,454093
372681,-99,455991
372919,-99,456331
373967,-99,458566
374655,-99,459163
375204,-99,460371
378212,-99,464860
379069,-99,466636
379498,-99,466876
380257,-99,467875
380494,-99,467928
380266,-99,468087
380648,-99,468855
381777,-99,470485
381942,-99,471569
383334,-99,473102
384665,-99,474903
385564,-99,476036
386571,-99,478267
387131,-99,479005
389077,-99,481942
389479,-99,483305
389722,-99,483394
391600,-99,486598
391780,-99,487638
392551,-99,487975
393090,-99,488698
394838,-99,491844
395780,-99,493450
396322,-99,494058
397941,-99,496682
398483,-99,498026
398986,-99,498774
399890,-99,500308
400388,-99,500843
401271,-99,501495
402222,-99,503789
402379,-99,504001
403459,-99,505208
402904,-99,505340
404550,-99,507454
406283,-99,509858
406277,-99,510033
406312,-99,510723
405272,-99,510797
408804,-99,514467
408892,-99,515128
410459,-99,516912
411095,-99,517913
411252,-99,518386
411456,-99,518418
411369,-99,519700
413032,-99,520992
413145,-99,521274
414502,-99,523548
415051,-99,524004
415508,-99,524699
415894,-99,525722
416862,-99,527357
417645,-99,529897
418665,-99,529981
416057,-99,530678
420753,-99,534138
421977,-99,535546
421507,-99,536242
422620,-99,536777
423114,-99,537588
423620,-99,539069
425213,-99,541196
424758,-99,542033
425969,-99,542373
426235,-99,542655
427525,-99,546050
428162,-99,546399
429471,-99,547662
430033,-99,549164
432213,-99,553329
434118,-99,556635
432776,-99,557853
434792,-99,558527
436233,-99,560156
436694,-99,561452
437279,-99,562905
438793,-99,564005
439937,-99,566277
441206,-99,568706
441615,-99,569435
441888,-99,569518
441945,-99,569930
444473,-99,574545
445698,-99,576143
445389,-99,577178
446438,-99,578987
447637,-99,579754
449376,-99,582502
449660,-99,583654
450233,-99,584178
450322,-99,584376
450661,-99,584933
450704,-99,586280
453072,-99,589084
453243,-99,589631
453918,-99,590617
454426,-99,591610
455355,-99,592877
457348,-99,596715
459149,-99,599450
461396,-99,603383
464014,-99,607755
466118,-99,611091
466186,-99,611471
467102,-99,613047
467878,-99,613670
469153,-99,616430
469683,-99,617485
475206,-99,627089
478338,-99,631607
481137,-99,636911
481360,-99,637354
482212,-99,639373
482650,-99,639546
483000,-99,640032
482939,-99,640281
484103,-99,641850
485106,-99,643351
485550,-99,644356
487352,-99,648293
487846,-99,648422
488068,-99,649262
488520,-99,649466
489601,-99,651457
489742,-99,652114
489390,-99,654424
491596,-99,654589
491658,-99,655702
493446,-99,658270
493549,-99,658476
494597,-99,660702
496116,-99,662038
497735,-99,664722
500105,-99,668415
500354,-99,668691
500820,-99,669368
502020,-99,671543
503143,-99,674308
503996,-99,674593
504186,-99,675147
506874,-99,679458
506666,-99,679537
507052,-99,681961
509017,-99,683133
509479,-99,683761
509367,-99,685085
509963,-99,687720
512397,-99,688451
513951,-99,690864
515190,-99,693318
517207,-99,696472
518659,-99,699561
520772,-99,702283
520863,-99,702813
520908,-99,703222
521987,-99,703374
522953,-99,705759
524164,-99,707617
524890,-99,709003
525483,-99,709635
525931,-99,710485
526158,-99,710712
528618,-99,714653
529274,-99,715681
530898,-99,718744
532032,-99,720684
533021,-99,722403
534284,-99,724335
534652,-99,725112
534985,-99,725516
535574,-99,726163
536362,-99,727555
536268,-99,728762
537296,-99,729020
539350,-99,732376
540981,-99,734977
541777,-99,736237
541867,-99,736915
541957,-99,736959
541655,-99,736977
542227,-99,737236
541945,-99,737564
542444,-99,737836
542937,-99,738499
543174,-99,738575
543478,-99,739411
543250,-99,739674
543209,-99,739898
544316,-99,740452
544048,-99,741229
546121,-99,744135
546422,-99,744254
546419,-99,745039
547199,-99,745197
548204,-99,746721
552593,-99,753643
551345,-99,753746
554010,-99,756279
555791,-99,759145
556195,-99,759683
558207,-99,763155
559847,-99,765740
560406,-99,766504
560439,-99,766659
562183,-99,770418
562681,-99,771034
564573,-99,773364
566537,-99,776216
569029,-99,780638
569840,-99,780716
569172,-99,780742
569451,-99,780977
569903,-99,781744
571713,-99,784590
572661,-99,786635
573530,-99,787638
573874,-99,788744
573984,-99,788862
574360,-99,789331
577243,-99,793840
577564,-99,794444
577955,-99,795115
580386,-99,799471
582580,-99,802940
582112,-99,803120
583641,-99,804983
583929,-99,805312
585707,-99,809852
586445,-99,809872
587450,-99,811351
589289,-99,813829
589074,-99,815347
592950,-99,820530
592619,-99,821152
593327,-99,821363
594084,-99,822163
594146,-99,822251
595317,-99,824356
595587,-99,824552
596663,-99,826516
598007,-99,829312
600601,-99,833403
601444,-99,834281
603779,-99,838605
605032,-99,840184
606351,-99,842560
607037,-99,843240
608176,-99,845491
608799,-99,846935
609753,-99,847699
611907,-99,852713
614304,-99,855433
614898,-99,856266
617270,-99,860945
618028,-99,861391
618120,-99,862062
617702,-99,862168
618600,-99,862969
623991,-99,871971
624608,-99,873840
625792,-99,874641
625064,-99,875652
627449,-99,878355
628356,-99,878731
629516,-99,880814
631511,-99,884078
634032,-99,888367
634499,-99,888901
637244,-99,893176
637651,-99,893982
637404,-99,894763
639429,-99,896450
639211,-99,896620
640026,-99,897606
643101,-99,903477
642407,-99,903516
645120,-99,907759
645978,-99,908340
646790,-99,908823
646384,-99,909963
650908,-99,915798
653665,-99,919753
656427,-99,925314
660980,-99,931608
661164,-99,931675
661173,-99,931910
664407,-99,937435
664607,-99,937770
666536,-99,940697
666570,-99,941583
668515,-99,944078
669251,-99,945064
670027,-99,946681
670392,-99,947150
670310,-99,947323
670897,-99,948713
672635,-99,951038
673600,-99,951323
676661,-99,957666
677506,-99,959191
679317,-99,962085
679652,-99,962664
679793,-99,962788
681301,-99,964221
681063,-99,964723
683578,-99,968253
683931,-99,968770
684817,-99,970415
686231,-99,972753
687498,-99,974241
688845,-99,977209
690784,-99,977457
688852,-99,979727
690669,-99,980389
691473,-99,981852
692002,-99,982359
692950,-99,984045
692737,-99,984228
693220,-99,984502
698831,-99,993128
700414,-99,995732
700458,-99,996007
701981,-99,998106
706011,-99,1004469
705542,-99,1004575
709504,-99,1010623
709875,-99,1011196
715680,-99,1020825
718559,-99,1025611
720095,-99,1030161
721789,-99,1030817
726363,-99,1037842
726507,-99,1038095
728032,-99,1040349
728477,-99,1040785
729186,-99,1042308
730914,-99,1044619
731170,-99,1045173
731172,-99,1045610
732463,-99,1045683
732107,-99,1047002
734276,-99,1050431
738276,-99,1056847
738895,-99,1057676
739064,-99,1057938
743704,-99,1064885
746850,-99,1069811
747295,-99,1070780
747850,-99,1071621
748479,-99,1072827
750927,-99,1076352
752437,-99,1078754
754009,-99,1081183
754996,-99,1083057
755510,-99,1084015
755554,-99,1084471
755144,-99,1084625
756402,-99,1085310
756721,-99,1085632
757465,-99,1087537
758064,-99,1088063
757715,-99,1088076
761586,-99,1093945
762091,-99,1093990
764803,-99,1098669
765901,-99,1100635
766678,-99,1101743
768071,-99,1102767
767829,-99,1104106
768450,-99,1105021
769098,-99,1106259
770084,-99,1107072
770366,-99,1108038
773923,-99,1113741
774580,-99,1114688
775365,-99,1115959
775958,-99,1116583
776479,-99,1117766
778055,-99,1120349
778170,-99,1122193
779075,-99,1122335
779588,-99,1122949
780125,-99,1123515
780916,-99,1125628
784193,-99,1130448
785831,-99,1132950
785986,-99,1133315
785995,-99,1133521
788075,-99,1136802
790340,-99,1140434
792360,-99,1143287
792843,-99,1144459
793374,-99,1144486
794578,-99,1146597
795129,-99,1147552
795864,-99,1148500
797542,-99,1151227
799025,-99,1152972
799292,-99,1153831
803627,-99,1160303
803529,-99,1160305
804344,-99,1160862
804380,-99,1161442
806151,-99,1163971
808022,-99,1167121
810210,-99,1169931
810350,-99,1170466
810667,-99,1170788
811439,-99,1175057
813637,-99,1175195
815240,-99,1177916
815840,-99,1178428
817891,-99,1182371
819903,-99,1183523
820694,-99,1186697
820975,-99,1186706
821415,-99,1187737
821596,-99,1187983
826524,-99,1196130
827594,-99,1199169
828902,-99,1200090
831151,-99,1203840
831543,-99,1204054
831841,-99,1204270
832262,-99,1205347
834031,-99,1207584
836198,-99,1211271
837646,-99,1213596
838289,-99,1214137
840107,-99,1217216
841248,-99,1218790
841273,-99,1218901
840862,-99,1219365
841821,-99,1219438
842498,-99,1220984
842737,-99,1221482
842140,-99,1221669
843386,-99,1222583
844527,-99,1223408
845256,-99,1225476
845776,-99,1226150
845473,-99,1227871
847481,-99,1228888
848905,-99,1231239
850694,-99,1234315
852184,-99,1236491
852430,-99,1237153
852812,-99,1237600
853262,-99,1238317
853218,-99,1238608
854139,-99,1239774
856534,-99,1243727
856938,-99,1244286
857299,-99,1244671
857223,-99,1244756
857682,-99,1245130
858160,-99,1246346
858550,-99,1246626
863368,-99,1254911
863631,-99,1255614
865363,-99,1255974
866860,-99,1260260
867476,-99,1261334
867695,-99,1262754
872171,-99,1268771
872437,-99,1269439
877377,-99,1274974
879229,-99,1277520
879816,-99,1278519
879644,-99,1278541
881123,-99,1280767
881697,-99,1281907
882859,-99,1284281
887727,-99,1291829
888580,-99,1293255
889331,-99,1294395
891376,-99,1297676
892871,-99,1300005
892772,-99,1300955
897459,-99,1307086
897425,-99,1307517
898120,-99,1308496
898780,-99,1310295
901305,-99,1313513
902186,-99,1314988
902886,-99,1316214
903144,-99,1318437
905280,-99,1319764
905046,-99,1319967
905265,-99,1320035
905627,-99,1320610
906380,-99,1321946
906556,-99,1322006
906724,-99,1322018
908562,-99,1323889
909367,-99,1326277
909582,-99,1326523
913622,-99,1332715
913642,-99,1332767
913792,-99,1332840
915296,-99,1335040
915575,-99,1335987
915786,-99,1336007
915891,-99,1336590
916292,-99,1336675
915907,-99,1337360
918074,-99,1340471
920039,-99,1342341
920569,-99,1343342
921703,-99,1345244
922289,-99,1346172
922605,-99,1346552
922223,-99,1346658
923134,-99,1347085
922752,-99,1347092
922845,-99,1347155
922913,-99,1347354
923981,-99,1348684
924345,-99,1349745
924433,-99,1350446
926246,-99,1351890
925835,-99,1352298
926334,-99,1352485
925459,-99,1352585
928212,-99,1357360
929733,-99,1358365
929598,-99,1358879
930106,-99,1359080
929960,-99,1359458
930596,-99,1359830
930709,-99,1359836
930955,-99,1360518
931122,-99,1360585
931754,-99,1361440
932000,-99,1361873
932061,-99,1362027
933351,-99,1364429
933979,-99,1365086
934325,-99,1365805
934366,-99,1366695
937060,-99,1370702
937529,-99,1371086
940208,-99,1375673
940524,-99,1376126
941159,-99,1377383
940652,-99,1377583
942882,-99,1379874
944496,-99,1382937
947828,-99,1388907
948640,-99,1389725
950164,-99,1392939
951274,-99,1393869
951933,-99,1395214
951838,-99,1395345
953566,-99,1399231
956419,-99,1402633
958336,-99,1405841
959121,-99,1406945
958752,-99,1407313
960163,-99,1408726
960536,-99,1409933
960955,-99,1410097
961361,-99,1411093
961101,-99,1411167
961221,-99,1411259
962023,-99,1412150
962375,-99,1412287
962990,-99,1413897
963896,-99,1416083
965936,-99,1418649
966326,-99,1418768
966600,-99,1419749
967157,-99,1420311
967345,-99,1420413
969164,-99,1423342
969490,-99,1424566
970023,-99,1424707
970723,-99,1426205
971058,-99,1426847
971617,-99,1428476
972525,-99,1428880
972308,-99,1429607
974521,-99,1432193
975179,-99,1433266
974818,-99,1433702
975066,-99,1434265
975479,-99,1434491
976376,-99,1435806
977097,-99,1436421
977204,-99,1436937
977394,-99,1438010
979382,-99,1440144
978584,-99,1440740
980092,-99,1441616
982199,-99,1442178
980789,-99,1442709
985016,-99,1449584
986430,-99,1450857
986123,-99,1451515
987184,-99,1452698
991379,-99,1459368
963510,-99,1463149
