ID,GROUP,Z,LOG_LIR,LOG_LX_INT,LOG_LX,LOG_LXLIM,LOG_LXIR_THEORY,LOG_NH_THEORY,SIG_POS_THEORY,SIG_NEG_THEORY,LOG_LXIR_INTRIN,LOG_NH_INTRIN,SIG_POS_INTRIN,SIG_NEG_INTRIN
      197038,RED,  0.51800, 43.63051, 42.88484, 42.84900,      NaN, 43.44963, 23.20426,  0.48817,  0.30659, 42.88484, 21.15669,  6.01695,  0.11850
      201680,RED,  0.81800, 44.20932,      NaN,      NaN, 42.19959, 43.93583, 24.27804,  0.41392,  0.14733, 43.93583, 24.27804,  0.42011,  0.14762
      204337,RED,  0.62300, 44.57773, 42.82528, 42.65200,      NaN, 44.24529, 24.16471,  0.26189,  0.13929, 42.82528, 21.84111,  3.32752,  0.37367
      215821,RED,  1.28700, 44.56258,      NaN,      NaN, 42.68756, 44.23256, 24.12987,  0.24940,  0.14361, 44.23256, 24.12987,  0.23663,  0.14146
      216308,RED,  3.36320, 44.33450,      NaN,      NaN, 42.69007, 44.04098, 23.98923,  0.20233,  0.14411, 44.04098, 23.98923,  0.20649,  0.14075
      221280,RED,  2.23480, 45.21990,      NaN,      NaN, 43.26687, 44.59796, 23.97406,  0.20905,  0.14673, 44.59796, 23.97406,  0.20161,  0.14185
      221793,RED,  1.96720, 44.59549,      NaN,      NaN, 43.07159, 44.26021, 23.86504,  0.21351,  0.16333, 44.26021, 23.86504,  0.21544,  0.15856
      221933,RED,  3.48850, 45.44823,      NaN,      NaN, 43.74667, 44.68929, 23.65087,  0.26259,  0.19991, 44.68929, 23.65087,  0.24875,  0.20567
      223756,RED,  2.07870, 45.23583,      NaN,      NaN, 43.16594, 44.60433, 24.05295,  0.19897,  0.14601, 44.60433, 24.05295,  0.20322,  0.14207
      223968,RED,  1.37090, 44.08931,      NaN,      NaN, 42.67323, 43.83502, 23.84452,  0.21471,  0.16326, 43.83502, 23.84452,  0.22532,  0.16484
      224665,RED,  2.30110, 45.56463,      NaN,      NaN, 43.28592, 44.73585, 24.06128,  0.20164,  0.14254, 44.73585, 24.06128,  0.19664,  0.14236
      226472,RED,  2.32490, 44.38725,      NaN,      NaN, 42.72297, 44.08529, 23.99795,  0.20280,  0.14564, 44.08529, 23.99795,  0.20671,  0.14436
      228653,RED,  3.43720, 45.48015,      NaN,      NaN, 43.11707, 44.70206, 24.15872,  0.27198,  0.13840, 44.70206, 24.15872,  0.27471,  0.14041
      230426,RED,  2.51130, 43.83480,      NaN,      NaN, 43.42662, 43.62123, 21.95693,  2.67782,  0.38657, 43.62123, 21.95693,  2.63931,  0.38894
      234745,RED,  1.07690, 43.98061,      NaN,      NaN, 42.69007, 43.74371, 23.76176,  0.21865,  0.18280, 43.74371, 23.76176,  0.21900,  0.17991
      238114,RED,  1.42190, 44.55766,      NaN,      NaN, 42.64746, 44.22844, 24.15582,  0.26939,  0.13837, 44.22844, 24.15582,  0.27619,  0.14067
      239310,RED,  1.15400, 44.49282,      NaN,      NaN, 42.68168, 44.17396, 24.09184,  0.21849,  0.14186, 44.17396, 24.09184,  0.20249,  0.14452
      239627,RED,  1.79820, 44.51923,      NaN,      NaN, 42.88075, 44.19615, 23.96205,  0.20785,  0.14504, 44.19615, 23.96205,  0.20523,  0.14521
      240778,RED,  2.10290, 45.22843,      NaN,      NaN, 43.22268, 44.60137, 24.00988,  0.20511,  0.14538, 44.60137, 24.00988,  0.20898,  0.14409
      243027,RED,  2.06610, 44.13008,      NaN,      NaN, 43.19728, 43.86927, 23.31905,  0.42233,  0.27856, 43.86927, 23.31905,  0.40263,  0.28010
      245362,RED,  2.49830, 44.35869,      NaN,      NaN, 43.51687, 44.06130, 23.09552,  0.55836,  0.32634, 44.06130, 23.09552,  0.58039,  0.32105
      251243,RED,  0.75070, 42.84419,      NaN,      NaN, 42.03305, 42.78912, 23.44071,  0.34536,  0.26042, 42.78912, 23.44071,  0.36712,  0.25113
      251852,RED,  2.00370, 44.90171,      NaN,      NaN, 43.14991, 44.47068, 23.96617,  0.20799,  0.14466, 44.47068, 23.96617,  0.20044,  0.14732
      253510,RED,  2.22620, 44.72688,      NaN,      NaN, 43.30923, 44.37058, 23.76766,  0.22075,  0.17713, 44.37058, 23.76766,  0.21720,  0.18504
      255123,RED,  0.77500, 43.87571, 42.94291, 42.85300,      NaN, 43.65560, 23.50576,  0.31449,  0.24356, 42.94291, 21.40891,  5.05826,  0.27482
      257247,RED,  1.34340, 44.88091,      NaN,      NaN, 42.89462, 44.46236, 24.14627,  0.25221,  0.13891, 44.46236, 24.14627,  0.25967,  0.13801
      256906,RED,  1.81010, 45.01376,      NaN,      NaN, 42.85246, 44.51550, 24.21502,  0.33291,  0.13834, 44.51550, 24.21502,  0.33286,  0.14123
      257886,RED,  1.89100, 44.86185,      NaN,      NaN, 43.14451, 44.45474, 23.95810,  0.20687,  0.14356, 44.45474, 23.95810,  0.21233,  0.14528
      258594,RED,  2.58950, 44.87953,      NaN,      NaN, 42.04817, 44.46181, 25.00000,  0.00000,  0.00000, 44.46181, 25.00000,  0.00000,  0.00523
      259215,RED,  1.87420, 44.88443,      NaN,      NaN, 43.17123, 44.46377, 23.94456,  0.20669,  0.14628, 44.46377, 23.94456,  0.20966,  0.14357
      261822,RED,  2.61090, 44.61254,      NaN,      NaN, 39.00798, 44.27453, 25.00000,  0.00000,  0.00000, 44.27453, 25.00000,  0.00000,  0.00000
      266916,RED,  2.85530, 44.90165,      NaN,      NaN, 41.93777, 44.47066, 25.00000,  0.00000,  0.00000, 44.47066, 25.00000,  0.00000,  0.00000
      272293,RED,  3.03110, 45.12301,      NaN,      NaN, 43.63697, 44.55920, 23.62974,  0.27485,  0.20585, 44.55920, 23.62974,  0.26676,  0.20895
      272738,RED,  2.16730, 45.49075,      NaN,      NaN, 43.40589, 44.70630, 23.95058,  0.20945,  0.14524, 44.70630, 23.95058,  0.20482,  0.14409
      273260,RED,  2.23240, 44.74865,      NaN,      NaN, 42.90830, 44.38886, 24.08337,  0.19935,  0.14031, 44.38886, 24.08337,  0.20299,  0.14492
      274051,RED,  0.89870, 44.19365,      NaN,      NaN, 42.31405, 43.92266, 24.17576,  0.29423,  0.13918, 43.92266, 24.17576,  0.28591,  0.13812
      275098,RED,  1.58430, 44.99997,      NaN,      NaN, 42.84527, 44.50999, 24.21624,  0.32862,  0.14232, 44.50999, 24.21624,  0.33059,  0.13649
      275452,RED,  1.91470, 45.23745,      NaN,      NaN, 43.11149, 44.60498, 24.09270,  0.20937,  0.14266, 44.60498, 24.09270,  0.20984,  0.14188
      275629,RED,  0.71520, 44.76222,      NaN,      NaN, 42.07781, 44.40026, 25.00000,  0.00000,  0.14640, 44.40026, 25.00000,  0.00000,  0.15126
      278898,RED,  0.33900, 43.49430,      NaN,      NaN, 43.50555, 43.33521, 21.00000,  0.41670,  0.00000, 43.33521, 21.00000,  0.37176,  0.00000
      279689,RED,  2.77990, 44.91974,      NaN,      NaN, 42.94176, 44.47789, 24.12347,  0.23846,  0.14170, 44.47789, 24.12347,  0.23600,  0.13923
      280625,RED,  1.67600, 44.40997,      NaN,      NaN, 43.40589, 44.10437, 23.35739,  0.39901,  0.26582, 44.10437, 23.35739,  0.40253,  0.26921
      281548,RED,  2.53100, 45.10172,      NaN,      NaN, 43.84083, 44.55069, 23.37385,  0.39052,  0.26488, 44.55069, 23.37385,  0.37902,  0.26775
      278202,RED,  3.65210, 45.40089,      NaN,      NaN, 41.27769, 44.67035, 25.00000,  0.00000,  0.00000, 44.67035, 25.00000,  0.00000,  0.00000
      283629,RED,  1.07240, 43.10845,      NaN,      NaN, 43.23762, 43.01109, 21.00000,  0.02000,  0.00000, 43.01109, 21.00000,  0.01552,  0.00000
      284435,RED,  3.23110, 44.67747,      NaN,      NaN, 43.60998, 44.32907, 23.38721,  0.36919,  0.26082, 44.32907, 23.38721,  0.36487,  0.26254
      285984,RED,  1.13250, 44.04549,      NaN,      NaN, 43.15528, 43.79821, 23.27701,  0.44107,  0.28837, 43.79821, 23.27701,  0.45221,  0.29345
      285385,RED,  1.71950, 44.47733,      NaN,      NaN, 42.57555, 44.16096, 24.15902,  0.27967,  0.13947, 44.16096, 24.15902,  0.26484,  0.14053
      287155,RED,  2.33760, 44.92230,      NaN,      NaN, 43.55733, 44.47892, 23.62907,  0.27626,  0.20696, 44.47892, 23.62907,  0.27074,  0.20714
      287834,RED,  3.81790, 45.71408,      NaN,      NaN, 43.86491, 44.79563, 23.63854,  0.25292,  0.20680, 44.79563, 23.63854,  0.25653,  0.20766
      288793,RED,  1.39490, 44.16075,      NaN,      NaN, 42.62992, 43.89502, 23.92357,  0.20768,  0.14585, 43.89502, 23.92357,  0.20478,  0.15119
      303302,RED,  0.01520, 39.68213,      NaN,      NaN, 43.40169, 40.13299, 21.00000,  0.00000,  0.00000, 40.13299, 21.00000,  0.00000,  0.00000
      303625,RED,  1.86350, 44.20994,      NaN,      NaN, 41.47197, 43.93635, 25.00000,  0.00000,  0.00000, 43.93635, 25.00000,  0.00000,  0.00000
      304928,RED,  2.34400, 44.01203,      NaN,      NaN, 42.80855, 43.77010, 23.67050,  0.25157,  0.19833, 43.77010, 23.67050,  0.25126,  0.19831
      304818,RED,  1.44000, 44.45118,      NaN,      NaN, 43.26687, 44.13899, 23.57780,  0.28393,  0.21842, 44.13899, 23.57780,  0.29078,  0.21978
      307055,RED,  2.59120, 45.16089,      NaN,      NaN, 43.47080, 44.57436, 23.79996,  0.22053,  0.17367, 44.57436, 23.79996,  0.22509,  0.17437
      308287,RED,  0.28430, 41.85170,      NaN,      NaN, 40.89062, 41.95543, 23.77030,  0.21577,  0.17982, 41.95543, 23.77030,  0.22152,  0.17993
      309365,RED,  4.12660, 45.71103,      NaN,      NaN, 43.24747, 44.79441, 24.13127,  0.23272,  0.13930, 44.79441, 24.13127,  0.25552,  0.14085
      311246,RED,  1.45350, 44.49677,      NaN,      NaN, 42.71484, 44.17728, 24.07030,  0.20181,  0.14456, 44.17728, 24.07030,  0.20237,  0.14469
      314341,RED,  2.23870, 44.72418,      NaN,      NaN, 43.36309, 44.36831, 23.71575,  0.23480,  0.19131, 44.36831, 23.71575,  0.23402,  0.18998
      314722,RED,  1.92420, 44.85975,      NaN,      NaN, 43.18173, 44.45390, 23.92897,  0.21030,  0.14403, 44.45390, 23.92897,  0.21571,  0.14517
      314810,RED,  3.49920, 45.30234,      NaN,      NaN, 43.74413, 44.63093, 23.59302,  0.28478,  0.21458, 44.63093, 23.59302,  0.28652,  0.21351
      317748,RED,  1.44850, 42.96960,      NaN,      NaN, 41.44658, 42.89446, 24.05980,  0.20617,  0.14387, 42.89446, 24.05980,  0.20636,  0.14504
      317991,RED,  2.67780, 44.19556,      NaN,      NaN, 43.50175, 43.92426, 22.81981,  0.84767,  0.37731, 43.92426, 22.81981,  0.89607,  0.37459
      318426,RED,  2.69020, 44.96714,      NaN,      NaN, 43.57164, 44.49686, 23.63283,  0.26843,  0.21128, 44.49686, 23.63283,  0.26603,  0.20947
      321176,RED,  2.32550, 45.57268,      NaN,      NaN, 42.04817, 44.73907, 25.00000,  0.00000,  0.00000, 44.73907, 25.00000,  0.00000,  0.00000
      325140,RED,  3.31450, 45.41499,      NaN,      NaN, 43.62694, 44.67599, 23.75825,  0.21691,  0.18122, 44.67599, 23.75825,  0.21783,  0.18275
      325177,RED,  2.34260, 44.92272,      NaN,      NaN, 43.35871, 44.47909, 23.81283,  0.21884,  0.17124, 44.47909, 23.81283,  0.22338,  0.17032
      328457,RED,  0.55450, 42.91715,      NaN,      NaN, 41.56815, 42.85041, 23.93670,  0.20495,  0.14551, 42.85041, 23.93670,  0.21065,  0.14493
      330332,RED,  2.13120, 44.15863,      NaN,      NaN, 43.24256, 43.89325, 23.28823,  0.43909,  0.29270, 43.89325, 23.28823,  0.43056,  0.29163
      333394,RED,  0.67200, 44.17844, 42.60614, 42.42700,      NaN, 43.90989, 24.08506,  0.20809,  0.13967, 42.60614, 21.87296,  3.13366,  0.37436
      335753,RED,  3.21820, 44.60717,      NaN,      NaN, 43.63029, 44.27003, 23.27238,  0.44797,  0.29513, 44.27003, 23.27238,  0.44032,  0.29181
      338083,RED,  1.77920, 45.36254,      NaN,      NaN, 43.15528, 44.65501, 24.09721,  0.21638,  0.14457, 44.65501, 24.09721,  0.21186,  0.14352
      337738,RED,  2.89740, 45.19256,      NaN,      NaN, 42.99314, 44.58702, 24.16513,  0.26409,  0.13911, 44.58702, 24.16513,  0.27302,  0.14138
      338765,RED,  2.41160, 44.90757,      NaN,      NaN, 43.33652, 44.47303, 23.82517,  0.21949,  0.16639, 44.47303, 23.82517,  0.21747,  0.17005
      340238,RED,  3.76720, 45.92793,      NaN,      NaN, 42.94832, 44.88117, 24.50192,  0.82564,  0.19484, 44.88117, 24.50192,  0.80948,  0.19515
      343447,RED,  1.68120, 44.30271,      NaN,      NaN, 43.08315, 44.01427, 23.63896,  0.25928,  0.20467, 44.01427, 23.63896,  0.27313,  0.20351
      345290,RED,  2.62220, 44.88400,      NaN,      NaN, 42.72297, 44.46360, 24.28302,  0.41676,  0.14631, 44.46360, 24.28302,  0.39707,  0.14879
      346443,RED,  3.61090, 45.59298,      NaN,      NaN, 43.77646, 44.74719, 23.68000,  0.25166,  0.19422, 44.74719, 23.68000,  0.24775,  0.19453
      347369,RED,  2.96870, 44.80986,      NaN,      NaN, 43.59621, 44.43394, 23.54217,  0.30603,  0.23241, 44.43394, 23.54217,  0.31313,  0.22662
      347873,RED,  2.60660, 45.20957,      NaN,      NaN, 43.48252, 44.59383, 23.80589,  0.22097,  0.17358, 44.59383, 23.80589,  0.21921,  0.17417
      348191,RED,  3.43440, 45.07998,      NaN,      NaN, 43.74712, 44.54199, 23.49686,  0.31131,  0.24614, 44.54199, 23.49686,  0.32487,  0.24352
      348999,RED,  2.59760, 44.59079,      NaN,      NaN, 43.31841, 44.25626, 23.64593,  0.26783,  0.19886, 44.25626, 23.64593,  0.26794,  0.20125
      351641,RED,  0.42010, 43.23935,      NaN,      NaN, 41.49680, 43.12105, 24.18704,  0.30409,  0.13790, 43.12105, 24.18704,  0.29224,  0.13742
      352229,RED,  3.35620, 44.27633,      NaN,      NaN, 42.41556, 43.99212, 24.15263,  0.26067,  0.14215, 43.99212, 24.15263,  0.27246,  0.14073
      352012,RED,  1.48550, 44.38260,      NaN,      NaN, 42.81599, 44.08138, 23.92379,  0.21388,  0.15072, 44.08138, 23.92379,  0.20831,  0.15095
      351929,RED,  1.50870, 44.00632,      NaN,      NaN, 43.67613, 43.76530, 21.40536,  5.17345,  0.25626, 43.76530, 21.40536,  5.28437,  0.26253
      352947,RED,  1.63240, 44.71918,      NaN,      NaN, 42.93515, 44.36411, 24.04615,  0.20451,  0.14374, 44.36411, 24.04615,  0.19912,  0.14535
      354213,RED,  1.63470, 44.51588,      NaN,      NaN, 42.94176, 44.19334, 23.91322,  0.20933,  0.14310, 44.19334, 23.91322,  0.21153,  0.14894
      354871,RED,  3.11380, 44.91620,      NaN,      NaN, 43.59967, 44.47648, 23.58267,  0.29180,  0.21591, 44.47648, 23.58267,  0.29944,  0.21587
      356643,RED,  1.13170, 42.76265,      NaN,      NaN, 42.54891, 42.72063, 21.83261,  3.44505,  0.36739, 42.72063, 21.83261,  3.45444,  0.36887
      356973,RED,  1.83530, 45.04378,      NaN,      NaN, 43.01792, 44.52751, 24.10432,  0.21900,  0.14217, 44.52751, 24.10432,  0.21765,  0.14199
      357444,RED,  1.33900, 43.74316,      NaN,      NaN, 42.73024, 43.54425, 23.51759,  0.30642,  0.24208, 43.54425, 23.51759,  0.31014,  0.23222
      359584,RED,  2.62700, 44.68493,      NaN,      NaN, 42.07781, 44.33534, 25.00000,  0.00000,  0.22145, 44.33534, 25.00000,  0.00000,  0.22213
      360003,RED,  1.65550, 44.79331,      NaN,      NaN, 42.83073, 44.42732, 24.16709,  0.27825,  0.14172, 44.42732, 24.16709,  0.28644,  0.13791
      361365,RED,  2.08650, 44.43392,      NaN,      NaN, 43.17123, 44.12449, 23.66190,  0.25731,  0.20312, 44.12449, 23.66190,  0.25240,  0.20096
      361844,RED,  2.71740, 45.01296,      NaN,      NaN, 43.52435, 44.51518, 23.70083,  0.24485,  0.18749, 44.51518, 23.70083,  0.24624,  0.19205
      362846,RED,  2.42270, 45.18460,      NaN,      NaN, 43.35431, 44.58384, 23.89635,  0.21539,  0.15359, 44.58384, 23.89635,  0.21522,  0.15059
      363407,RED,  1.70940, 43.95269,      NaN,      NaN, 42.90830, 43.72026, 23.51545,  0.31748,  0.23937, 43.72026, 23.51545,  0.31618,  0.23686
      366352,RED,  1.15170, 44.53728,      NaN,      NaN, 42.62105, 44.21131, 24.16252,  0.26894,  0.13490, 44.21131, 24.16252,  0.27471,  0.14033
      367234,RED,  1.71910, 45.16153,      NaN,      NaN, 41.85167, 44.57461, 25.00000,  0.00000,  0.00000, 44.57461, 25.00000,  0.00000,  0.00000
      370490,RED,  0.93400, 43.62417, 42.90600, 42.90600,      NaN, 43.44430, 23.08367,  0.58805,  0.32733, 42.90600, 21.00000,  5.35336,  0.00513
      371377,RED,  1.37010, 45.29298,      NaN,      NaN, 42.69007, 44.62719, 24.51008,  0.80693,  0.20339, 44.62719, 24.51008,  0.79063,  0.19959
      372919,RED,  3.49130, 43.63423,      NaN,      NaN, 43.73513, 43.45275, 21.00000,  0.00000,  0.00000, 43.45275, 21.00000,  0.00000,  0.00000
      374655,RED,  3.99030, 45.64457,      NaN,      NaN, 43.79366, 44.76783, 23.68356,  0.23441,  0.19819, 44.76783, 23.68356,  0.24212,  0.19659
      375204,RED,  1.23430, 44.09036,      NaN,      NaN, 42.57555, 43.83590, 23.91994,  0.21551,  0.14500, 43.83590, 23.91994,  0.21414,  0.14756
      378815,RED,  0.66000, 43.86072, 42.90749, 42.65800,      NaN, 43.64300, 23.69479,  0.24352,  0.19209, 42.90749, 22.22867,  1.94269,  0.40156
      380494,RED,  0.39400, 42.82523, 42.38484, 42.22100,      NaN, 42.77319, 23.11055,  0.58752,  0.32113, 42.38484, 21.78986,  3.23182,  0.36633
      379110,RED,  2.84220, 44.53645,      NaN,      NaN, 42.22100, 44.21062, 24.61043,  0.59583,  0.22540, 44.21062, 24.61043,  0.59006,  0.22550
      381942,RED,  2.20610, 44.09224,      NaN,      NaN, 43.34099, 43.83748, 23.00278,  0.62833,  0.35142, 43.83748, 23.00278,  0.64042,  0.34324
      383334,RED,  2.09330, 44.86745,      NaN,      NaN, 43.24747, 44.45698, 23.88103,  0.21241,  0.15881, 44.45698, 23.88103,  0.21453,  0.15883
      389479,RED,  1.88410, 44.50650,      NaN,      NaN, 43.12813, 44.18546, 23.76458,  0.22294,  0.18176, 44.18546, 23.76458,  0.21930,  0.18414
      391780,RED,  0.33720, 43.38356,      NaN,      NaN, 41.04912, 43.24218, 25.00000,  0.00000,  0.27790, 43.24218, 25.00000,  0.00000,  0.27699
      392551,RED,  4.24220, 45.92827,      NaN,      NaN, 43.89357, 44.88131, 23.69763,  0.23926,  0.19603, 44.88131, 23.69763,  0.23685,  0.19423
      395780,RED,  2.58620, 44.66694,      NaN,      NaN, 43.43325, 44.32023, 23.59320,  0.27443,  0.21345, 44.32023, 23.59320,  0.28311,  0.21686
      396322,RED,  2.83420, 45.00981,      NaN,      NaN, 39.26432, 44.51392, 25.00000,  0.00000,  0.00000, 44.51392, 25.00000,  0.00000,  0.00000
      398483,RED,  3.18380, 45.58131,      NaN,      NaN, 39.46450, 44.74252, 25.00000,  0.00000,  0.00000, 44.74252, 25.00000,  0.00000,  0.00000
      398986,RED,  1.97940, 44.73832,      NaN,      NaN, 43.16062, 44.38019, 23.88872,  0.20994,  0.15352, 44.38019, 23.88872,  0.21023,  0.15655
      399890,RED,  1.78470, 43.70304,      NaN,      NaN, 41.54487, 43.51055, 24.56468,  0.75795,  0.21102, 43.51055, 24.56468,  0.71529,  0.21296
      401271,RED,  0.57450, 42.56101,      NaN,      NaN, 42.03305, 42.55125, 23.04477,  0.63751,  0.34125, 42.55125, 23.04477,  0.63223,  0.33846
      402222,RED,  0.75300, 44.89203,      NaN,      NaN, 42.11095, 44.46681, 25.00000,  0.00000,  0.10601, 44.46681, 25.00000,  0.00000,  0.09790
      402379,RED,  2.13460, 45.09687,      NaN,      NaN, 43.21260, 44.54875, 23.97793,  0.20880,  0.14194, 44.54875, 23.97793,  0.20947,  0.14534
      403459,RED,  1.90620, 44.67498,      NaN,      NaN, 43.20241, 44.32698, 23.81603,  0.21886,  0.17169, 44.32698, 23.81603,  0.21289,  0.17413
      404550,RED,  3.67320, 45.46776,      NaN,      NaN, 43.77935, 44.69710, 23.62510,  0.26839,  0.20859, 44.69710, 23.62510,  0.26145,  0.20642
      406283,RED,  0.77020, 42.72223,      NaN,      NaN, 43.23267, 42.68667, 21.00000,  0.00000,  0.00000, 42.68667, 21.00000,  0.00000,  0.00000
      406312,RED,  2.63450, 43.80315,      NaN,      NaN, 42.32580, 43.59464, 23.92643,  0.21679,  0.14674, 43.59464, 23.92643,  0.20885,  0.14455
      408892,RED,  3.23020, 45.39615,      NaN,      NaN, 43.44291, 44.66846, 23.89330,  0.20966,  0.15182, 44.66846, 23.89330,  0.21862,  0.15077
      410459,RED,  2.22190, 45.07767,      NaN,      NaN, 43.26205, 44.54107, 23.93421,  0.21455,  0.14529, 44.54107, 23.93421,  0.21301,  0.14493
      411095,RED,  0.96900, 45.08102, 42.99800, 42.99800,      NaN, 44.54241, 24.12944,  0.23774,  0.13862, 42.99800, 21.00000,  5.54109,  0.01004
      411456,RED,  2.85430, 44.03600,      NaN,      NaN, 42.62992, 43.79024, 23.84339,  0.21476,  0.16560, 43.79024, 23.84339,  0.22080,  0.16175
      410490,RED,  1.21750, 44.10867,      NaN,      NaN, 42.99800, 43.85128, 23.55828,  0.30114,  0.21823, 43.85128, 23.55828,  0.29394,  0.22229
      413145,RED,  2.69180, 45.17769,      NaN,      NaN, 43.52807, 44.58108, 23.76127,  0.22069,  0.18299, 44.58108, 23.76127,  0.21294,  0.18392
      415894,RED,  2.29570, 45.17213,      NaN,      NaN, 43.18173, 44.57885, 24.02318,  0.20554,  0.14665, 44.57885, 24.02318,  0.20866,  0.14324
      417645,RED,  0.66000, 44.75724,      NaN,      NaN, 41.97044, 44.39608, 25.00000,  0.00000,  0.00000, 44.39608, 25.00000,  0.00000,  0.00000
      418665,RED,  1.32190, 43.71272,      NaN,      NaN, 43.28119, 43.51868, 22.17024,  2.09974,  0.40327, 43.51868, 22.17024,  1.98678,  0.40334
      420753,RED,  2.72380, 45.37892,      NaN,      NaN, 43.51687, 44.66157, 23.83143,  0.21387,  0.16672, 44.66157, 23.83143,  0.21691,  0.16872
      421977,RED,  2.67210, 44.83917,      NaN,      NaN, 41.08535, 44.44567, 25.00000,  0.00000,  0.00000, 44.44567, 25.00000,  0.00000,  0.00000
      423114,RED,  1.87040, 44.11348,      NaN,      NaN, 43.24747, 43.85532, 23.21824,  0.45519,  0.30630, 43.85532, 23.21824,  0.47193,  0.30095
      423620,RED,  3.12070, 44.81020,      NaN,      NaN, 43.57519, 44.43408, 23.56409,  0.29489,  0.22074, 44.43408, 23.56409,  0.29825,  0.21417
      424758,RED,  0.37280, 43.67196,      NaN,      NaN, 41.33878, 43.48445, 24.92035,  0.08887,  0.27744, 43.48445, 24.92035,  0.09491,  0.27079
      425969,RED,  3.29260, 44.95246,      NaN,      NaN, 43.65019, 44.49098, 23.54534,  0.30183,  0.22562, 44.49098, 23.54534,  0.30397,  0.22823
      426235,RED,  2.32680, 45.33454,      NaN,      NaN, 43.49025, 44.64382, 23.83822,  0.22052,  0.16403, 44.64382, 23.83822,  0.21843,  0.16509
      430033,RED,  4.58750, 45.59050,      NaN,      NaN, 44.03220, 44.74620, 23.37983,  0.38752,  0.26678, 44.74620, 23.37983,  0.37733,  0.26332
      434118,RED,  0.37550, 44.97956,      NaN,      NaN, 43.55733, 44.50182, 23.65281,  0.25676,  0.20377, 44.50182, 23.65281,  0.25765,  0.20035
      432776,RED,  3.09380, 44.72286,      NaN,      NaN, 41.28068, 44.36720, 25.00000,  0.00000,  0.00000, 44.36720, 25.00000,  0.00000,  0.00000
      436688,RED,  0.56500, 43.68178, 42.46400, 42.46400,      NaN, 43.49270, 23.74007,  0.22160,  0.18595, 42.46400, 21.00000,  5.58917,  0.00000
      436694,RED,  2.22180, 44.92695,      NaN,      NaN, 42.76273, 44.48078, 24.25741,  0.41315,  0.14014, 44.48078, 24.25741,  0.40111,  0.14588
      439937,RED,  2.25700, 45.03701,      NaN,      NaN, 43.25722, 44.52480, 23.92547,  0.20699,  0.14725, 44.52480, 23.92547,  0.20835,  0.14281
      441206,RED,  2.68840, 45.30594,      NaN,      NaN, 43.41838, 44.63237, 23.88446,  0.21298,  0.15735, 44.63237, 23.88446,  0.21214,  0.15683
      441615,RED,  3.18870, 45.13653,      NaN,      NaN, 43.64360, 44.56461, 23.62847,  0.26756,  0.20795, 44.56461, 23.62847,  0.26884,  0.21143
      441945,RED,  1.31380, 44.04747,      NaN,      NaN, 42.41556, 43.79987, 24.01394,  0.19898,  0.14632, 43.79987, 24.01394,  0.20332,  0.14474
      444473,RED,  2.12630, 44.87564,      NaN,      NaN, 42.99939, 44.46026, 24.06917,  0.20191,  0.14275, 44.46026, 24.06917,  0.20319,  0.13936
      445389,RED,  1.06830, 44.61893,      NaN,      NaN, 42.47835, 44.27990, 24.35216,  0.51927,  0.16073, 44.27990, 24.35216,  0.50587,  0.16272
      446438,RED,  2.92900, 44.50739,      NaN,      NaN, 43.60656, 44.18620, 23.16367,  0.52955,  0.31112, 44.18620, 23.16367,  0.54470,  0.30729
      450233,RED,  1.69960, 44.39464,      NaN,      NaN, 42.85246, 44.09150, 23.90362,  0.20900,  0.15219, 44.09150, 23.90362,  0.21089,  0.14962
      450661,RED,  2.34190, 45.14582,      NaN,      NaN, 43.51687, 44.56833, 23.76009,  0.21728,  0.18615, 44.56833, 23.76009,  0.21570,  0.18379
      453243,RED,  0.35800, 43.13952,      NaN,      NaN, 41.33310, 43.03720, 24.24464,  0.36413,  0.13942, 43.03720, 24.24464,  0.35829,  0.13909
      453918,RED,  2.75110, 45.18994,      NaN,      NaN, 43.40169, 44.58597, 23.86173,  0.21843,  0.16286, 44.58597, 23.86173,  0.22191,  0.15912
      455355,RED,  2.07940, 45.06604,      NaN,      NaN, 43.17123, 44.53641, 24.00014,  0.20221,  0.14794, 44.53641, 24.00014,  0.20853,  0.14283
      457348,RED,  2.15960, 44.62780,      NaN,      NaN, 43.18173, 44.28735, 23.80153,  0.23095,  0.17117, 44.28735, 23.80153,  0.21809,  0.17516
      459149,RED,  3.10570, 45.28000,      NaN,      NaN, 43.55372, 44.62200, 23.77296,  0.21529,  0.17776, 44.62200, 23.77296,  0.22385,  0.17907
      464014,RED,  2.90930, 45.12925,      NaN,      NaN, 43.53914, 44.56170, 23.73371,  0.22157,  0.18478, 44.56170, 23.73371,  0.22759,  0.18762
      466118,RED,  2.39390, 44.16600,      NaN,      NaN, 43.35162, 43.89943, 23.10209,  0.58676,  0.32595, 43.89943, 23.10209,  0.58694,  0.32207
      466186,RED,  0.47980, 43.81742,      NaN,      NaN, 41.65671, 43.60663, 24.53453,  0.79151,  0.20757, 43.60663, 24.53453,  0.81189,  0.20744
      467878,RED,  2.60520, 45.07537,      NaN,      NaN, 43.44694, 44.54015, 23.79203,  0.21390,  0.17636, 44.54015, 23.79203,  0.21706,  0.17335
      469153,RED,  1.33380, 44.63979,      NaN,      NaN, 42.72297, 44.29742, 24.15111,  0.26504,  0.14091, 44.29742, 24.15111,  0.26738,  0.14205
