ID,GROUP,Z,LOG_LIR,LOG_LX_INT,LOG_LX,LOG_LXLIM,LOG_LXIR_THEORY,LOG_NH_THEORY,SIG_POS_THEORY,SIG_NEG_THEORY,LOG_LXIR_INTRIN,LOG_NH_INTRIN,SIG_POS_INTRIN,SIG_NEG_INTRIN,LOG_NH_COSMOS
355258,BLU,1.127,43.61364,43.92484,43.78,nan,43.43545,21.0,0.0,0.0,43.92484,21.68908,3.85041,0.34739,22.883434281082852
355442,BLU,0.951,43.05252,43.18642,43.002,nan,42.96411,21.0,3.27672,0.0,43.18642,21.90163,3.0961,0.37755,21.524006477945143
355652,BLU,0.958,43.99634,44.05484,43.718,nan,43.75692,21.17015,5.06772,0.15792,44.05484,22.56712,1.16304,0.39751,22.692846878699324
355689,BLU,0.893,44.131,44.35484,44.254,nan,43.87004,21.0,0.0,0.0,44.35484,21.46201,4.79792,0.28506,22.760422475148655
356643,RED,1.1317,42.76265,nan,nan,42.54891,42.72063,21.83261,3.44505,0.36739,42.72063,21.83261,3.45444,0.36887,nan
356973,RED,1.8353,45.04378,nan,nan,43.01792,44.52751,24.10432,0.219,0.14217,44.52751,24.10432,0.21765,0.14199,nan
357380,BLU,1.98,44.71241,43.8429,43.688,nan,44.35842,23.31678,0.41131,0.28332,43.8429,21.74164,3.67108,0.3552,23.060697813713073
357444,RED,1.339,43.74316,nan,nan,42.73024,43.54425,23.51759,0.30642,0.24208,43.54425,23.51759,0.31014,0.23222,nan
357507,BLU,1.848,44.14903,44.19484,43.738,nan,43.88518,21.7013,3.80027,0.34765,44.19484,22.90509,0.76588,0.36318,23.009875612990243
357753,BLU,1.44,44.10754,44.52485,43.925,nan,43.85033,21.0,1.94042,0.0,44.52485,23.20275,0.48934,0.30367,23.357363025964393
357858,BLU,2.241,44.63268,43.344,43.344,nan,44.29145,23.65587,0.26118,0.20398,43.344,21.0,5.51523,0.0,23.19284609125383
358432,GRN,0.816,43.87075,43.68485,43.385,nan,43.65143,22.30076,1.75855,0.40376,43.68485,22.43585,1.44965,0.40175,22.584048403062123
358659,BLU,1.094,43.53483,43.47809,43.295,nan,43.36925,21.33288,5.34264,0.23081,43.47809,21.89443,2.93446,0.37955,nan
358710,BLU,1.094,43.83833,43.94484,43.322,nan,43.62419,22.44534,1.38646,0.40184,43.94484,23.24724,0.43907,0.29725,22.83058864691831
359499,BLU,1.416,44.12995,44.19484,43.948,nan,43.86916,21.0,1.86491,0.0,44.19484,22.21576,1.93218,0.40086,22.32428244010311
359584,RED,2.627,44.68493,nan,nan,42.07781,44.33534,25.0,0.0,0.22145,44.33534,25.0,0.0,0.22213,nan
359852,BLU,0.928,43.77435,43.15333,42.871,nan,43.57046,23.3588,0.38573,0.27115,43.15333,22.36504,1.5509,0.40024,23.187520706123422
360003,RED,1.6555,44.79331,nan,nan,42.83073,44.42732,24.16709,0.27825,0.14172,44.42732,24.16709,0.28644,0.13791,nan
361363,BLU,0.674,44.08526,44.19484,42.805,nan,43.83162,23.73792,0.22487,0.18183,44.19484,24.01793,0.20649,0.14514,23.95035023409808
361365,RED,2.0865,44.43392,nan,nan,43.17123,44.12449,23.6619,0.25731,0.20312,44.12449,23.6619,0.2524,0.20096,nan
361705,GRN,1.351,44.88201,44.42484,44.301,nan,44.4628,21.7788,3.34426,0.36705,44.42484,21.57933,4.68214,0.31751,22.001733696552662
361844,RED,2.7174,45.01296,nan,nan,43.52435,44.51518,23.70083,0.24485,0.18749,44.51518,23.70083,0.24624,0.19205,nan
362263,BLU,1.552,43.48193,43.40361,43.136,nan,43.32482,21.9255,3.05389,0.38187,43.40361,22.30552,1.72636,0.40472,23.756636089707065
362336,BLU,2.008,44.58674,43.90626,43.592,nan,44.25286,23.30294,0.42889,0.28431,43.90626,22.49411,1.29527,0.39965,23.424881629939442
362713,BLU,3.295,44.91274,43.731,43.731,nan,44.47509,23.42339,0.35687,0.25819,43.731,21.0,5.19641,0.0,nan
362846,RED,2.4227,45.1846,nan,nan,43.35431,44.58384,23.89635,0.21539,0.15359,44.58384,23.89635,0.21522,0.15059,nan
363407,RED,1.7094,43.95269,nan,nan,42.9083,43.72026,23.51545,0.31748,0.23937,43.72026,23.51545,0.31618,0.23686,nan
364116,GRN,2.936,45.53757,43.786,43.786,nan,44.72503,23.64715,0.25674,0.20673,43.786,21.0,5.34971,0.0,nan
364166,BLU,0.838,42.63271,43.26484,43.007,nan,42.61148,21.0,0.0,0.0,43.26484,22.26605,1.75558,0.40312,21.653212879021
364976,BLU,2.71,44.44416,43.687,43.687,nan,44.1331,22.87839,0.78476,0.36458,43.687,21.0,5.28048,0.0,nan
365069,BLU,1.622,43.8038,43.379,43.379,nan,43.59519,22.06648,2.34105,0.39706,43.379,21.0,5.4097,0.0121,nan
366352,RED,1.1517,44.53728,nan,nan,42.62105,44.21131,24.16252,0.26894,0.1349,44.21131,24.16252,0.27471,0.14033,nan
366762,BLU,1.369,41.78019,43.251,43.251,nan,41.89536,21.0,0.0,0.0,43.251,21.0,5.59894,0.0,nan
367234,RED,1.7191,45.16153,nan,nan,41.85167,44.57461,25.0,0.0,0.0,44.57461,25.0,0.0,0.0,nan
367307,BLU,1.035,44.34121,44.04485,43.879,nan,44.04662,21.81036,3.20189,0.37111,44.04485,21.80074,3.35336,0.36857,21.958277111307222
367586,BLU,2.242,44.97801,43.422,43.422,nan,44.5012,23.78132,0.21479,0.17642,43.422,21.0,5.6455,0.01408,nan
367739,GRN,1.824,44.37324,43.82484,43.639,nan,44.07352,22.84963,0.80156,0.36791,43.82484,21.90936,3.06489,0.37844,22.51851400136829
367943,BLU,0.63,43.6358,43.11485,42.538,nan,43.45407,23.62336,0.27068,0.20872,43.11485,23.15825,0.54254,0.31367,22.24054926225534
368267,GRN,0.973,43.81936,43.86485,43.644,nan,43.60826,21.0,3.54189,0.0,43.86485,22.08916,2.38815,0.3986,22.319730508302964
368343,BLU,1.419,43.25775,43.306,43.306,nan,43.13651,21.0,0.37746,0.0,43.306,21.0,5.39766,0.0,nan
368360,GRN,1.661,45.21183,44.37484,44.224,nan,44.59473,22.67476,0.97859,0.39424,44.37484,21.72044,3.97239,0.3506,21.785330126777062
368582,BLU,2.154,44.62501,44.42484,44.033,nan,44.28501,22.24091,1.92532,0.40239,44.42484,22.74183,0.9732,0.39122,22.43007503632859
370490,RED,0.934,43.62417,42.906,42.906,nan,43.4443,23.08367,0.58805,0.32733,42.906,21.0,5.35336,0.00513,nan
370555,BLU,0.918,43.23683,43.54485,43.157,nan,43.11893,21.0,3.40905,0.0,43.54485,22.72913,0.97187,0.38649,21.75587498501068
370646,BLU,1.248,43.57566,43.68485,43.405,nan,43.40355,21.0,5.35607,0.0,43.68485,22.355,1.61816,0.40272,22.732232852181028
371004,BLU,1.405,43.82629,43.68485,43.392,nan,43.61409,22.09522,2.40369,0.39644,43.68485,22.40755,1.49558,0.4018,22.831869754853845
371168,GRN,2.251,45.18808,44.66484,43.98,nan,44.58523,23.21317,0.49357,0.3032,44.66484,23.33765,0.38979,0.27757,23.298416346029068
371377,RED,1.3701,45.29298,nan,nan,42.69007,44.62719,24.51008,0.80693,0.20339,44.62719,24.51008,0.79063,0.19959,nan
372011,BLU,1.819,44.24823,43.353,43.353,nan,43.96852,23.23306,0.4789,0.29949,43.353,21.0,5.04024,0.0,22.511616004432756
372213,BLU,1.602,44.48728,44.02485,43.77,nan,44.16931,22.76217,0.94454,0.38503,44.02485,22.25393,1.92726,0.40414,22.57484117907927
372362,BLU,1.145,42.94251,43.48483,43.307,nan,42.87171,21.0,0.0,0.0,43.48483,21.86584,2.97747,0.37913,nan
372880,BLU,0.969,43.61409,43.11288,42.883,nan,43.43584,23.1118,0.57121,0.31885,43.11288,22.13319,2.08967,0.40253,nan
372910,BLU,1.708,44.31556,43.268,43.268,nan,44.02507,23.44216,0.34932,0.24447,43.268,21.0,5.08227,0.01826,22.992995076077303
372919,RED,3.4913,43.63423,nan,nan,43.73513,43.45275,21.0,0.0,0.0,43.45275,21.0,0.0,0.0,nan
373275,GRN,2.853,44.86098,44.45485,44.362,nan,44.45439,21.42097,4.84508,0.27438,44.45485,21.42318,5.42655,0.26829,22.772321917788283
373593,BLU,1.24,43.49689,43.64484,43.403,nan,43.33739,21.0,2.49836,0.0,43.64484,22.19143,1.93053,0.40371,21.991226598939186
373875,BLU,0.834,43.95262,43.44484,43.359,nan,43.7202,22.64448,1.09551,0.39372,43.44484,21.38916,5.20579,0.26065,21.62324977206538
374455,BLU,1.864,44.25107,44.30484,44.08,nan,43.97089,21.0,1.16573,0.0,44.30484,22.10863,2.10336,0.4015,22.328380743462816
374655,RED,3.9903,45.64457,nan,nan,43.79366,44.76783,23.68356,0.23441,0.19819,44.76783,23.68356,0.24212,0.19659,nan
374747,GRN,3.26,45.20217,43.90505,43.735,nan,44.59087,23.56096,0.29264,0.22202,43.90505,21.8236,3.3642,0.36738,23.52244420155406
375204,RED,1.2343,44.09036,nan,nan,42.57555,43.8359,23.91994,0.21551,0.145,43.8359,23.91994,0.21414,0.14756,nan
375741,BLU,2.448,45.07372,44.89484,44.116,nan,44.53949,22.82222,0.86585,0.37212,44.89484,23.47367,0.34661,0.24851,23.723127150790937
375903,BLU,1.229,43.63357,43.121,43.121,nan,43.4522,22.54918,1.21037,0.3977,43.121,21.0,5.43622,0.0,nan
376219,BLU,1.377,43.99521,44.49484,44.278,nan,43.75598,21.0,0.0,0.0,44.49484,22.06968,2.25152,0.40082,22.538573702894702
376362,BLU,0.832,43.75869,43.19484,42.857,nan,43.5573,23.36001,0.40156,0.26908,43.19484,22.5703,1.16471,0.40021,22.293362556027628
376887,BLU,2.611,44.36918,43.8466,43.604,nan,44.07011,22.9281,0.7336,0.36307,43.8466,22.19513,2.05699,0.40078,23.681241227742774
377133,BLU,1.358,44.14879,43.50484,43.361,nan,43.88498,23.05597,0.62512,0.33884,43.50484,21.68385,3.55684,0.35257,23.164055588714344
377949,BLU,1.511,44.45888,43.98484,44.053,nan,44.14545,21.42127,4.84235,0.26726,43.98484,21.0,2.32111,0.0,22.719165478930027
378385,BLU,1.353,43.89917,43.4483,43.302,nan,43.6753,22.68295,0.98397,0.39188,43.4483,21.6967,3.7475,0.34955,22.750508385913342
378500,BLU,0.969,44.36733,44.14484,44.019,nan,44.06856,21.21665,5.23579,0.17563,44.14484,21.58978,4.25511,0.32069,22.507045896630046
378815,RED,0.66,43.86072,42.90749,42.658,nan,43.643,23.69479,0.24352,0.19209,42.90749,22.22867,1.94269,0.40156,22.89209462314826
379110,RED,2.8422,44.53645,nan,nan,42.221,44.21062,24.61043,0.59583,0.2254,44.21062,24.61043,0.59006,0.2255,21.301030126610634
379302,GRN,2.483,44.81344,43.524,43.524,nan,44.43538,23.61849,0.27228,0.20904,43.524,21.0,5.44258,0.0,nan
379362,BLU,1.025,43.74258,43.91484,43.385,nan,43.54376,21.76229,3.42455,0.36552,43.91484,23.06732,0.62292,0.3328,22.892539785807497
379763,BLU,1.836,44.43617,43.54,43.54,nan,44.12638,23.17669,0.53941,0.31038,43.54,21.0,5.1584,0.02076,22.264818250262472
379813,GRN,2.935,45.7981,44.51484,44.291,nan,44.82924,23.08355,0.59352,0.32875,44.51484,22.10376,2.26835,0.40088,23.05880549924969
380494,RED,0.394,42.82523,42.38484,42.221,nan,42.77319,23.11055,0.58752,0.32113,42.38484,21.78986,3.23182,0.36633,nan
380734,BLU,2.412,44.87721,44.68485,44.496,nan,44.46088,21.0,3.52004,0.0,44.68485,21.92566,2.99273,0.38319,nan
381137,GRN,2.021,44.8972,44.61485,44.401,nan,44.46888,21.30192,5.33278,0.21673,44.61485,22.05507,2.39373,0.39583,21.897627709274566
381287,BLU,1.217,43.13638,43.366,43.366,nan,43.03456,21.0,0.0,0.0,43.366,21.0,5.4288,0.0,nan
381301,BLU,1.358,43.99229,43.123,43.123,nan,43.75353,23.25905,0.4537,0.29628,43.123,21.0,5.39044,0.01808,nan
381564,GRN,1.804,45.33695,45.09484,44.983,nan,44.64478,21.0,0.0,0.0,45.09484,21.51661,4.85757,0.29709,21.79934081768103
381621,GRN,1.376,44.58154,43.51733,43.277,nan,44.24849,23.68079,0.25399,0.19738,43.51733,22.18406,2.12004,0.40257,23.243038027876977
381942,RED,2.2061,44.09224,nan,nan,43.34099,43.83748,23.00278,0.62833,0.35142,43.83748,23.00278,0.64042,0.34324,nan
382018,BLU,3.371,44.42336,44.56484,44.187,nan,44.11562,21.0,1.9953,0.0,44.56484,22.69736,1.01268,0.39059,22.80618025773425
382726,BLU,1.512,44.03254,43.033,43.033,nan,43.78733,23.4382,0.34938,0.24893,43.033,21.0,5.07648,0.0,nan
383151,BLU,1.433,44.20296,44.11485,43.45,nan,43.93049,22.96381,0.65675,0.35106,44.11485,23.30871,0.42822,0.28253,22.932575244658956
383334,RED,2.0933,44.86745,nan,nan,43.24747,44.45698,23.88103,0.21241,0.15881,44.45698,23.88103,0.21453,0.15883,nan
383384,BLU,1.76,44.21316,44.18485,43.724,nan,43.93906,22.06098,2.25437,0.39824,44.18485,22.91503,0.72841,0.36243,22.19033499460741
383801,BLU,1.649,43.34665,44.26484,43.866,nan,43.21118,21.0,0.0,0.0,44.26484,22.761,0.90988,0.38581,22.826722520446793
383817,BLU,1.566,44.51107,44.17484,44.033,nan,44.1893,21.74892,3.65459,0.35509,44.17484,21.67339,3.99942,0.34244,22.495544547872928
383885,BLU,1.755,44.05123,43.91484,43.477,nan,43.80304,22.53278,1.255,0.39929,43.91484,22.85789,0.79953,0.37154,22.603793687880625
383898,GRN,3.33,45.41314,44.93485,44.417,nan,44.67525,22.26771,1.76137,0.40293,44.93485,23.0441,0.63936,0.33532,23.34537373063949
384414,BLU,1.253,43.7378,43.26013,43.112,nan,43.53975,22.83282,0.81828,0.37648,43.26013,21.70625,3.88569,0.34671,22.712649678348665
385450,BLU,1.796,44.45686,43.99484,43.788,nan,44.14376,22.62721,1.10475,0.39399,43.99484,22.02099,2.59719,0.39333,24.999999980978924
385456,BLU,0.769,43.52848,45.11485,42.839,nan,43.36392,23.05779,0.63762,0.3326,45.11485,25.0,0.0,0.20348,21.724275996511114
385941,BLU,3.46,45.15074,45.57484,44.393,nan,44.5703,21.86292,3.2011,0.37643,45.57484,23.85986,0.21331,0.15945,24.19639451942945
386137,BLU,1.399,43.43627,43.757,43.757,nan,43.28646,21.0,0.0,0.0,43.757,21.0,5.14437,0.00272,nan
386177,GRN,1.147,44.54184,44.04485,43.939,nan,44.21515,22.34004,1.66472,0.40207,44.04485,21.48631,4.72646,0.2949,21.724276134899387
386478,BLU,1.674,44.29712,43.408,43.408,nan,44.00958,23.2061,0.50399,0.30719,43.408,21.0,5.57837,0.0,nan
386536,GRN,0.831,44.44099,43.63484,43.491,nan,44.13043,23.27194,0.42271,0.28828,43.63484,21.68383,4.00404,0.34346,22.334574350571096
386731,GRN,3.571,45.66358,45.0853,44.862,nan,44.77543,21.0,1.70714,0.0,45.0853,22.10111,2.39458,0.39821,23.843232728617824
387336,BLU,1.624,43.92484,43.402,43.402,nan,43.69686,22.41571,1.49854,0.40232,43.402,21.0,5.28014,0.0,nan
388379,BLU,1.444,44.30766,44.17484,44.224,nan,44.01843,21.0,0.13946,0.0,44.17484,21.0,3.04866,0.0,22.11394423786823
388484,GRN,0.755,44.58717,43.21484,42.911,nan,44.25322,23.98258,0.20615,0.14749,43.21484,22.45201,1.42999,0.40066,22.13245183285407
388646,GRN,1.342,44.49383,44.57484,44.287,nan,44.17481,21.0,1.149,0.0,44.57484,22.38734,1.4696,0.40204,22.52994338925482
389447,BLU,1.31,44.24339,43.252,43.252,nan,43.96445,23.37759,0.38321,0.26754,43.252,21.0,5.51998,0.0,22.78413208210581
389479,RED,1.8841,44.5065,nan,nan,43.12813,44.18546,23.76458,0.22294,0.18176,44.18546,23.76458,0.2193,0.18414,nan
390586,BLU,1.364,41.929,43.66484,43.472,nan,42.02036,21.0,0.0,0.0,43.66484,21.94737,2.73663,0.38639,nan
390895,GRN,1.641,44.33932,43.88495,43.72,nan,44.04503,22.52957,1.2268,0.39859,43.88495,21.79585,3.28983,0.36783,22.98677172060067
391416,GRN,2.531,45.10003,44.42484,44.358,nan,44.55001,21.94284,2.88965,0.38223,44.42484,21.29688,5.56561,0.20423,22.702430571829193
391670,BLU,1.501,44.35119,43.97484,43.716,nan,44.055,22.57396,1.20251,0.39529,43.97484,22.27009,1.78539,0.40286,22.290034631820298
391780,RED,0.3372,43.38356,nan,nan,41.04912,43.24218,25.0,0.0,0.2779,43.24218,25.0,0.0,0.27699,nan
391905,GRN,1.124,44.53938,44.46484,43.911,nan,44.21307,22.44486,1.39479,0.40122,44.46484,23.11375,0.54511,0.32477,23.18864725799132
392551,RED,4.2422,45.92827,nan,nan,43.89357,44.88131,23.69763,0.23926,0.19603,44.88131,23.69763,0.23685,0.19423,nan
392925,BLU,1.551,44.35776,45.54485,43.161,nan,44.06052,23.6062,0.27866,0.20725,45.54485,25.0,0.0,0.05634,24.550832248822516
393236,BLU,1.579,43.74892,43.91484,43.657,nan,43.54909,21.0,1.0821,0.0,43.91484,22.26605,1.9162,0.40181,22.784474658289167
393604,BLU,2.532,44.58999,44.66484,44.084,nan,44.25559,21.83194,3.37429,0.36993,44.66484,23.16598,0.55125,0.31202,23.30168096524453
393765,GRN,1.673,44.60443,44.41484,43.901,nan,44.26772,22.66201,1.05831,0.39067,44.41484,23.03636,0.62149,0.34108,23.034628443741724
393844,BLU,1.251,43.51767,43.92484,43.491,nan,43.35484,21.0,0.75004,0.0,43.92484,22.84795,0.79555,0.36819,22.809694361452408
393849,GRN,1.574,44.37601,44.40484,44.193,nan,44.07585,21.0,0.9612,0.0,44.40484,22.04532,2.43401,0.39588,22.823735003889578
393866,GRN,1.784,44.82892,44.96484,44.839,nan,44.44156,21.0,0.0,0.0,44.96484,21.58978,4.20766,0.32039,22.035429744775698
394239,BLU,0.864,43.56039,43.65484,43.538,nan,43.39073,21.0,0.64092,0.0,43.65484,21.54275,4.55091,0.30983,21.792392186187897
395477,BLU,2.004,44.5234,43.4902,43.396,nan,44.19965,23.50685,0.31692,0.24382,43.4902,21.42977,5.18479,0.26979,22.66838589194732
395780,RED,2.5862,44.66694,nan,nan,43.43325,44.32023,23.5932,0.27443,0.21345,44.32023,23.5932,0.28311,0.21686,nan
396322,RED,2.8342,45.00981,nan,nan,39.26432,44.51392,25.0,0.0,0.0,44.51392,25.0,0.0,0.0,nan
396633,BLU,1.217,43.91529,43.56939,43.247,nan,43.68884,22.86782,0.79781,0.368,43.56939,22.52121,1.25693,0.39964,23.474216236065967
397321,GRN,1.636,44.72281,44.55484,44.398,nan,44.36716,21.0,3.66099,0.0,44.55484,21.75187,3.49141,0.35898,22.243038989055435
397900,GRN,0.444,44.27548,43.82484,43.797,nan,43.9914,21.95584,2.5917,0.38875,43.82484,21.12172,5.3738,0.11518,21.9486574178857
398447,BLU,1.092,44.04599,43.38484,43.283,nan,43.79863,23.03981,0.62691,0.34196,43.38484,21.46686,4.82398,0.28902,22.79007392350667
398483,RED,3.1838,45.58131,nan,nan,39.4645,44.74252,25.0,0.0,0.0,44.74252,25.0,0.0,0.0,nan
398571,BLU,1.434,43.55191,43.55484,43.433,nan,43.3836,21.0,2.86296,0.0,43.55484,21.56888,4.29618,0.31834,22.362218536596224
398904,GRN,1.26,44.42678,44.18485,44.083,nan,44.1185,21.15517,5.44012,0.12574,44.18485,21.46688,4.98006,0.28698,21.579783822462616
398986,RED,1.9794,44.73832,nan,nan,43.16062,44.38019,23.88872,0.20994,0.15352,44.38019,23.88872,0.21023,0.15655,nan
399685,GRN,2.162,45.16641,44.00539,43.848,nan,44.57656,23.40091,0.3636,0.26214,44.00539,21.75483,3.478,0.35973,23.139879093776152
399796,BLU,2.043,44.33035,44.08484,43.978,nan,44.0375,21.26121,5.68361,0.18743,44.08484,21.49115,4.57787,0.30366,22.764922950820516
399890,RED,1.7847,43.70304,nan,nan,41.54487,43.51055,24.56468,0.75795,0.21102,43.51055,24.56468,0.71529,0.21296,nan
400613,BLU,1.842,43.85636,43.23,43.23,nan,43.63934,22.78709,0.88722,0.38203,43.23,21.0,5.31777,0.0,nan
400634,BLU,1.034,43.44918,43.097,43.097,nan,43.29731,21.98793,2.58719,0.39189,43.097,21.0,5.2482,0.0,nan
400930,GRN,1.56,45.1711,44.87484,44.83,nan,44.57844,21.0,0.0,0.0,44.87484,21.19603,5.39747,0.1591,21.491362151090726
401148,GRN,0.971,44.05534,44.16484,44.097,nan,43.80649,21.0,0.0,0.0,44.16484,21.30175,5.57641,0.20897,21.27875369812181
401271,RED,0.5745,42.56101,nan,nan,42.03305,42.55125,23.04477,0.63751,0.34125,42.55125,23.04477,0.63223,0.33846,nan
401419,BLU,1.609,44.08389,43.531,43.531,nan,43.83047,22.43431,1.3932,0.40374,43.531,21.0,5.63604,0.00468,nan
402040,BLU,1.869,44.18834,44.12484,43.879,nan,43.9182,21.17137,5.79563,0.12527,44.12484,22.21089,1.93389,0.40401,22.534406909046808
402222,RED,0.753,44.89203,nan,nan,42.11095,44.46681,25.0,0.0,0.10601,44.46681,25.0,0.0,0.0979,nan
402319,GRN,3.306,44.90311,43.823,43.823,nan,44.47124,23.28469,0.42872,0.2891,43.823,21.0,5.28993,0.0,nan
402379,RED,2.1346,45.09687,nan,nan,43.2126,44.54875,23.97793,0.2088,0.14194,44.54875,23.97793,0.20947,0.14534,nan
402948,BLU,0.661,43.1622,43.52485,42.717,nan,43.05625,22.57475,1.14424,0.39611,43.52485,23.5112,0.31582,0.23857,22.223859201913132
403058,BLU,1.519,43.62579,43.46882,43.367,nan,43.44567,21.3543,5.59818,0.22517,43.46882,21.46678,4.602,0.29179,23.424620344653572
403162,BLU,1.746,43.65457,44.02485,43.765,nan,43.46984,21.0,0.0,0.0,44.02485,22.27415,1.8231,0.40269,22.792392146754707
403300,BLU,0.971,44.47102,43.39484,43.152,nan,44.15565,23.71412,0.23563,0.19101,43.39484,22.19629,2.09262,0.4033,23.89492496907201
403419,GRN,0.971,43.69854,43.52485,43.35,nan,43.50677,21.75148,3.94583,0.3533,43.52485,21.84963,3.20198,0.37197,22.149191413139466
403459,RED,1.9062,44.67498,nan,nan,43.20241,44.32698,23.81603,0.21886,0.17169,44.32698,23.81603,0.21289,0.17413,nan
404028,GRN,2.507,44.6633,44.82484,44.61,nan,44.31717,21.0,0.0,0.0,44.82484,22.05994,2.50728,0.39509,22.498311295465694
404105,BLU,0.73,43.99865,44.32484,42.687,nan,43.75887,23.77571,0.22258,0.1793,44.32484,24.19685,0.29859,0.13839,22.531478913162058
404550,RED,3.6732,45.46776,nan,nan,43.77935,44.6971,23.6251,0.26839,0.20859,44.6971,23.6251,0.26145,0.20642,nan
404674,BLU,0.982,42.89741,43.52485,42.8,nan,42.83382,21.14785,5.41251,0.1266,43.52485,23.39553,0.372,0.25718,22.964509510360035
405071,BLU,1.419,43.34305,43.22951,43.024,nan,43.20816,21.90022,2.89269,0.38137,43.22951,22.0145,2.537,0.39246,23.40908736057755
405233,BLU,0.663,43.97981,43.76484,42.873,nan,43.74303,23.57565,0.29711,0.21444,43.76484,23.59825,0.27591,0.21207,23.103803708243007
405548,BLU,0.782,43.41387,43.35484,42.958,nan,43.26765,22.47547,1.32734,0.39841,43.35484,22.75604,0.90875,0.38548,22.096910003375246
405698,BLU,0.434,42.74759,43.32484,43.01,nan,42.70798,21.0,0.0,0.0,43.32484,22.49648,1.26475,0.40159,22.599664759912088
406106,BLU,0.691,43.55484,43.17484,42.623,nan,43.38607,23.45084,0.3387,0.25077,43.17484,23.10987,0.60119,0.32438,22.652922892635825
406283,RED,0.7702,42.72223,nan,nan,43.23267,42.68667,21.0,0.0,0.0,42.68667,21.0,0.0,0.0,nan
406312,RED,2.6345,43.80315,nan,nan,42.3258,43.59464,23.92643,0.21679,0.14674,43.59464,23.92643,0.20885,0.14455,nan
407347,GRN,2.234,44.43995,44.18485,44.025,nan,44.12955,21.48003,4.51546,0.2983,44.18485,21.76815,3.50886,0.36082,22.44715803568004
407780,BLU,1.483,44.15586,44.69484,44.635,nan,43.89092,21.0,0.0,0.0,44.69484,21.2629,5.56875,0.19607,22.13449582496404
408043,GRN,2.279,44.87702,44.81484,44.702,nan,44.46081,21.0,0.0,0.0,44.81484,21.52184,4.32514,0.3089,22.164353092647094
408440,GRN,1.666,45.16925,44.51484,44.414,nan,44.5777,21.78909,3.56889,0.36256,44.51484,21.46201,4.87799,0.28955,22.386231353726096
408538,BLU,1.315,44.44958,44.39484,43.974,nan,44.13765,21.78881,3.44475,0.36408,44.39484,22.81566,0.86751,0.37318,22.899711076363765
408892,RED,3.2302,45.39615,nan,nan,43.44291,44.66846,23.8933,0.20966,0.15182,44.66846,23.8933,0.21862,0.15077,nan
408968,GRN,0.771,44.19123,43.57484,43.289,nan,43.92063,23.26065,0.45688,0.29856,43.57484,22.37924,1.54282,0.40256,22.429752289274095
409604,BLU,2.314,44.79588,44.41484,44.108,nan,44.42835,22.51472,1.25994,0.4007,44.41484,22.46413,1.3192,0.39981,22.503790995931258
410459,RED,2.2219,45.07767,nan,nan,43.26205,44.54107,23.93421,0.21455,0.14529,44.54107,23.93421,0.21301,0.14493,nan
410490,RED,1.2175,44.10867,nan,nan,42.998,43.85128,23.55828,0.30114,0.21823,43.85128,23.55828,0.29394,0.22229,nan
411095,RED,0.969,45.08102,42.998,42.998,nan,44.54241,24.12944,0.23774,0.13862,42.998,21.0,5.54109,0.01004,nan
411160,GRN,1.493,45.46009,44.52485,44.348,nan,44.69403,22.59631,1.12394,0.39848,44.52485,21.86049,3.178,0.37382,22.204391316666822
411306,BLU,1.133,43.90904,43.17577,42.986,nan,43.68359,23.35609,0.4004,0.26905,43.17577,21.93066,2.83914,0.38577,22.884795333405755
411456,RED,2.8543,44.036,nan,nan,42.62992,43.79024,23.84339,0.21476,0.1656,43.79024,23.84339,0.2208,0.16175,nan
411643,BLU,1.329,43.43155,43.35604,43.203,nan,43.2825,21.35837,5.05613,0.23444,43.35604,21.73193,3.9591,0.35394,22.78103693416948
412346,GRN,1.141,45.126,45.00484,44.98,nan,44.5604,21.0,0.0,0.0,45.00484,21.10861,5.97375,0.08926,21.65970709243324
413145,RED,2.6918,45.17769,nan,nan,43.52807,44.58108,23.76127,0.22069,0.18299,44.58108,23.76127,0.21294,0.18392,nan
413217,BLU,2.051,44.64029,43.85278,43.475,nan,44.29784,23.52674,0.32036,0.23146,43.85278,22.69718,1.00848,0.3905,23.96331551154338
413642,GRN,1.009,44.61059,43.67484,43.256,nan,44.2729,23.72785,0.23066,0.18476,43.67484,22.81069,0.88161,0.37825,22.789721708090475
413764,BLU,1.962,41.1522,43.70368,43.567,nan,41.36785,21.0,0.0,0.0,43.70368,21.6464,4.00981,0.33703,nan
413854,BLU,1.98,42.10746,43.33,43.33,nan,42.17026,21.0,0.0,0.0,43.33,21.0,5.31191,0.02676,22.942999596668407
414248,GRN,0.714,44.19509,43.42484,43.257,nan,43.92387,23.31165,0.41801,0.28214,43.42484,21.81159,3.55193,0.36562,22.412779611726133
414685,BLU,1.727,42.9711,44.06484,43.683,nan,42.89572,21.0,0.0,0.0,44.06484,22.71007,1.01382,0.39076,23.20411997302311
414773,BLU,2.084,44.89723,43.6893,43.543,nan,44.46889,23.63353,0.25566,0.20237,43.6893,21.6967,3.78861,0.34596,23.045322993822708
415112,BLU,1.418,43.82049,43.30427,43.203,nan,43.60921,22.7793,0.88115,0.37919,43.30427,21.46411,4.8207,0.28188,22.48287358427009
415138,BLU,2.085,44.56922,43.69592,43.522,nan,44.23814,23.38294,0.37838,0.26229,43.69592,21.84463,3.33612,0.36996,22.856184924557294
