ID,GROUP,Z,LOG_LIR,LOG_LX_INT,LOG_LX,LOG_LXLIM,LOG_LXIR_THEORY,LOG_NH_THEORY,SIG_POS_THEORY,SIG_NEG_THEORY,LOG_LXIR_INTRIN,LOG_NH_INTRIN,SIG_POS_INTRIN,SIG_NEG_INTRIN,LOG_NH_COSMOS
66097,BLU,1.147,43.49254,43.95522,43.78,nan,43.33373,21.0,0.0,0.0,43.95522,21.85168,3.24848,0.37195,22.820201448077437
87390,BLU,1.266,43.45788,43.669,43.669,nan,43.30462,21.0,0.0,0.0,43.669,21.0,5.27699,0.0,nan
99915,BLU,1.599,43.29784,43.80104,43.648,nan,43.17018,21.0,0.0,0.0,43.80104,21.73193,3.78928,0.3511,22.901458296548107
100728,GRN,2.649,45.32018,44.29383,44.082,nan,44.63807,23.11805,0.56023,0.32049,44.29383,22.04527,2.56176,0.39394,23.5646660535534
110707,GRN,1.5,44.62238,43.56818,43.438,nan,44.2828,23.54949,0.29628,0.22523,43.56818,21.61245,4.0468,0.33254,22.71683772643067
121266,BLU,1.276,43.12555,43.75225,43.534,nan,43.02546,21.0,0.0,0.0,43.75225,22.0765,2.46033,0.39607,23.096910019022353
123228,GRN,1.029,44.67365,44.27485,44.226,nan,44.32586,21.45725,4.8529,0.28294,44.27485,21.21352,5.29472,0.18069,22.045349873240905
128954,BLU,1.16,44.62618,45.03484,44.984,nan,44.28599,21.0,0.0,0.0,45.03484,21.22226,5.50244,0.17975,21.78001471133728
134731,BLU,1.731,43.75819,43.572,43.572,nan,43.55688,21.0,4.50875,0.0,43.572,21.0,5.77842,0.0,nan
136373,BLU,0.967,43.64917,44.07484,43.872,nan,43.4653,21.0,0.0,0.0,44.07484,22.0015,2.74396,0.38905,22.363987807256898
138914,BLU,0.926,43.43528,43.203,43.203,nan,43.28564,21.3736,5.24507,0.25257,43.203,21.0,5.26801,0.0,nan
143648,GRN,1.766,44.51086,44.011,44.011,nan,44.18912,21.86738,3.03296,0.3792,44.011,21.0,5.69818,0.0,nan
145252,GRN,1.47,44.62405,44.51484,44.255,nan,44.2842,21.12764,5.94231,0.09459,44.51484,22.27413,1.84007,0.40084,22.43028470607612
147807,BLU,1.513,42.06749,43.48668,43.323,nan,42.13669,21.0,0.0,0.0,43.48668,21.78896,3.39093,0.36698,22.923761952594617
149081,GRN,1.242,44.61861,43.423,43.423,nan,44.27963,23.56175,0.29802,0.22238,43.423,21.0,5.41318,0.00095,nan
149224,BLU,1.634,43.48539,43.729,43.729,nan,43.32773,21.0,0.0,0.0,43.729,21.0,5.11657,0.0,22.27184159481183
149480,BLU,0.967,43.37076,43.26892,43.166,nan,43.23144,21.29008,5.36775,0.20915,43.26892,21.47212,4.7774,0.28892,nan
150058,GRN,1.106,44.92174,44.29485,44.145,nan,44.4787,22.55712,1.29565,0.3955,44.29485,21.71521,3.74171,0.34999,22.313403174278175
150214,GRN,0.851,44.65997,44.30484,44.355,nan,44.31438,21.0,3.32828,0.0,44.30484,21.0,2.86381,0.0,20.954242874684983
150604,BLU,0.634,43.22458,43.1843,42.961,nan,43.10864,21.70371,3.88538,0.34329,43.1843,22.10111,2.27865,0.39936,22.75739601505695
154213,BLU,1.433,43.97993,44.20485,44.083,nan,43.74314,21.0,0.0,0.0,44.20485,21.56888,4.20394,0.31921,22.88337748855821
155074,GRN,1.663,44.98565,44.75484,44.641,nan,44.50426,21.0,0.73097,0.0,44.75484,21.52708,4.59612,0.3005,22.350364338798638
156308,BLU,1.042,43.07406,43.365,43.365,nan,42.98221,21.0,0.0,0.0,43.365,21.0,5.27759,0.00956,22.489958460930392
158738,BLU,1.842,43.66902,43.57205,43.48,nan,43.48197,21.00863,5.34299,0.01627,43.57205,21.41932,4.81863,0.27529,nan
158815,BLU,1.424,43.8803,43.69468,43.475,nan,43.65945,21.90178,3.13669,0.37782,43.69468,22.0835,2.35783,0.39867,22.250420390446486
158988,BLU,1.365,44.67477,44.53484,44.422,nan,44.3268,21.0,1.52902,0.0,44.53484,21.52184,4.58028,0.30415,23.1702617216207
161349,GRN,0.977,44.34932,44.07484,43.993,nan,44.05343,21.26574,5.40616,0.19975,44.07484,21.36975,5.01988,0.25613,22.235301134259682
163682,BLU,3.567,43.06527,43.824,43.824,nan,42.97483,21.0,0.0,0.0,43.824,21.0,5.27051,0.00065,nan
164133,GRN,1.031,44.91246,45.03484,44.841,nan,44.47498,21.0,0.0,0.0,45.03484,21.9528,2.78278,0.38525,21.78189889543376
165901,BLU,1.253,43.48446,43.197,43.197,nan,43.32695,21.61124,4.4059,0.32482,43.197,21.0,5.36031,0.00989,nan
166147,BLU,1.231,44.20901,44.47484,44.366,nan,43.93557,21.0,0.0,0.0,44.47484,21.50092,4.95861,0.29278,22.893761947764144
166308,BLU,3.098,44.50966,44.68485,44.433,nan,44.18812,21.0,0.0,0.0,44.68485,22.24013,1.88019,0.4042,22.089905486623504
166981,GRN,2.455,44.92147,45.15484,44.917,nan,44.47859,21.0,0.0,0.0,45.15484,22.17194,2.02205,0.40239,22.755951043516287
167507,GRN,2.735,45.30585,43.81654,43.62,nan,44.63234,23.72312,0.23535,0.18678,43.81654,21.96746,2.78927,0.38688,23.51982796877943
167512,BLU,0.985,43.18088,43.1861,42.97,nan,43.07193,21.4673,5.05042,0.28669,43.1861,22.06604,2.29435,0.39802,22.941014198674086
167601,GRN,0.285,43.73829,43.52485,42.62,nan,43.54017,23.6276,0.27002,0.20632,43.52485,23.61172,0.27568,0.21417,23.268109753512277
169542,GRN,0.481,44.05183,43.59484,43.622,nan,43.80354,21.88597,2.8536,0.38158,43.59484,21.0,4.14566,0.0,21.11394365486381
169706,BLU,1.274,42.76276,44.03484,43.976,nan,42.72072,21.0,0.0,0.0,44.03484,21.25803,5.05921,0.1956,22.46811090394716
171577,BLU,2.284,44.84779,43.93195,43.684,nan,44.44911,23.4538,0.34137,0.253,43.93195,22.22117,1.93911,0.40256,23.605305047185603
171771,BLU,1.981,44.2181,43.778,43.778,nan,43.9432,21.79726,3.5163,0.36375,43.778,21.0,5.42922,0.0,21.059184630868458
171901,BLU,0.364,43.0667,44.43485,44.522,nan,42.97603,21.0,0.0,0.0,44.43485,21.0,1.86068,0.0,23.1159431858767
172592,GRN,1.24,44.63455,43.559,43.559,nan,44.29302,23.40881,0.34439,0.2606,43.559,21.0,5.04766,0.00187,nan
172708,GRN,2.43,46.30854,44.26346,44.071,nan,45.03342,23.67139,0.25736,0.19827,44.26346,21.94531,2.92569,0.38252,23.40823997401549
172922,BLU,3.244,45.34847,45.13484,44.747,nan,44.64939,21.0,1.34573,0.0,45.13484,22.72912,0.96143,0.38855,22.86752638920166
172935,BLU,0.886,44.56177,44.35484,43.944,nan,44.23189,22.3875,1.61801,0.40437,44.35484,22.79081,0.88566,0.38084,22.834484257778026
173021,BLU,1.449,44.2097,44.23484,43.806,nan,43.93614,21.61225,4.14316,0.32785,44.23484,22.83553,0.83031,0.37039,22.49968720544131
173053,BLU,0.893,42.90976,43.19581,42.979,nan,42.84419,21.0,0.76321,0.0,43.19581,22.06952,2.36407,0.39623,22.883661428077524
173384,BLU,1.164,43.71405,43.89484,43.62,nan,43.5198,21.0,1.38581,0.0,43.89484,22.33478,1.66364,0.40219,nan
174129,GRN,0.504,44.13774,43.18485,42.973,nan,43.8757,23.6095,0.26611,0.21007,43.18485,22.04534,2.30364,0.39702,22.1367209115821
176906,BLU,1.44,43.71589,43.387,43.387,nan,43.52135,21.63421,3.92931,0.33536,43.387,21.0,5.66601,0.0,nan
177697,GRN,1.813,44.66243,44.01932,43.782,nan,44.31644,23.0762,0.60595,0.33007,44.01932,22.1694,2.26809,0.40231,23.403120513089164
178236,GRN,2.203,44.70591,44.61485,44.305,nan,44.35296,21.20967,5.62256,0.15796,44.61485,22.47627,1.33532,0.40127,22.82981817583802
179631,GRN,1.171,45.25446,44.26484,44.149,nan,44.61178,22.91984,0.70121,0.35955,44.26484,21.53753,4.37156,0.31223,22.351603048685117
179996,BLU,1.919,43.60475,43.887,43.887,nan,43.42799,21.0,0.0,0.0,43.887,21.0,4.90709,0.0,nan
180462,BLU,1.5,42.62253,43.817,43.817,nan,42.60292,21.0,0.0,0.0,43.817,21.0,5.18155,0.0,nan
181381,BLU,1.595,42.26858,43.84253,43.484,nan,42.3056,21.0,0.0,0.0,43.84253,22.636,1.09255,0.39335,23.743509767805364
183655,BLU,1.584,43.65755,43.53194,43.407,nan,43.47234,21.28961,5.25765,0.21102,43.53194,21.58505,4.20509,0.32417,22.720159312400654
185819,BLU,2.035,41.87666,43.91454,43.522,nan,41.97639,21.0,0.0,0.0,43.91454,22.74407,0.92249,0.38489,22.885530807822636
185917,BLU,1.662,43.16439,44.42484,44.175,nan,43.05808,21.0,0.0,0.0,44.42484,22.23038,1.91532,0.40266,22.323746975326124
189307,GRN,2.278,45.37431,44.184,44.184,nan,44.65972,22.95199,0.69152,0.35537,44.184,21.0,5.21296,0.0,nan
189381,BLU,1.089,44.62359,44.60484,44.437,nan,44.28381,21.0,0.55847,0.0,44.60484,21.81159,3.39453,0.36583,23.999565487599263
191523,BLU,1.335,43.63606,43.9043,43.77,nan,43.45429,21.0,0.0,0.0,43.9043,21.63399,4.14453,0.33052,22.670245831739415
191981,GRN,1.747,44.85614,44.20485,44.085,nan,44.45245,22.66436,1.09036,0.39179,44.20485,21.55844,4.26167,0.32149,22.530686227929692
192185,GRN,2.275,45.94565,44.84484,44.35,nan,44.88826,23.08359,0.61994,0.32881,44.84484,22.99949,0.67153,0.34577,23.20112390062203
192327,BLU,1.066,43.66485,43.22034,43.049,nan,43.47847,22.8371,0.81998,0.37001,43.22034,21.83059,3.34287,0.36916,22.76492298442685
192643,GRN,0.599,44.01864,43.41484,43.371,nan,43.77565,22.77544,0.91532,0.38044,43.41484,21.19168,5.51415,0.14623,22.17420520408037
192835,BLU,1.339,44.59796,44.49484,43.811,nan,44.26229,22.89128,0.77691,0.36223,44.49484,23.3362,0.40431,0.27997,23.371806458512797
192989,BLU,1.07,43.43875,43.27952,42.915,nan,43.28855,22.68372,1.02031,0.39344,43.27952,22.65503,1.07291,0.39227,23.53019969203202
193191,BLU,1.638,44.5044,43.60376,43.416,nan,44.18369,23.45753,0.34363,0.2568,43.60376,21.91973,2.87806,0.38237,23.021189308064635
193212,GRN,1.361,45.32534,44.42484,44.282,nan,44.64013,22.63474,1.09228,0.394,44.42484,21.67861,3.62408,0.34676,22.2174850725511
193500,BLU,0.828,43.71454,43.67229,43.244,nan,43.52021,22.34031,1.6042,0.40227,43.67229,22.83416,0.8602,0.37702,23.57518782697192
195004,BLU,1.667,43.62328,43.90664,43.748,nan,43.44355,21.0,0.0,0.0,43.90664,21.76162,3.6359,0.36116,21.869231699525795
195293,BLU,1.247,44.35051,44.01484,43.998,nan,44.05443,21.24667,5.40337,0.1878,44.01484,21.07363,5.64574,0.05345,22.961895477700633
196126,BLU,0.518,43.46295,43.55,43.55,nan,43.30888,21.0,0.0,0.0,43.55,21.0,5.46243,0.00491,nan
197038,RED,0.518,43.63051,42.88484,42.849,nan,43.44963,23.20426,0.48817,0.30659,42.88484,21.15669,6.01695,0.1185,22.122609016125892
197979,BLU,1.947,43.28058,44.32052,44.195,nan,43.15569,21.0,0.0,0.0,44.32052,21.58808,3.87419,0.33022,22.868644430350017
198348,BLU,4.182,43.19756,44.36418,44.234,nan,43.08595,21.0,0.0,0.0,44.36418,21.61245,3.97157,0.33196,23.390935100650875
198996,BLU,1.449,43.95001,43.75603,43.486,nan,43.718,22.14351,2.12318,0.40162,43.75603,22.3153,1.75532,0.40203,23.499687087840442
199713,BLU,1.051,43.77,44.43485,44.411,nan,43.5668,21.0,0.0,0.0,44.43485,21.10424,5.61122,0.08514,22.000000968310342
200240,GRN,1.822,46.33605,45.00484,44.557,nan,45.04442,22.98103,0.67536,0.34937,45.00484,22.88273,0.74613,0.36687,23.16196660780889
201389,GRN,1.239,44.30668,43.36268,43.199,nan,44.01761,23.52235,0.31898,0.23619,43.36268,21.78896,3.60247,0.36092,22.798650625240086
201497,BLU,0.972,43.71094,44.17484,43.801,nan,43.51718,21.0,0.0,0.0,44.17484,22.68466,1.05948,0.38916,22.66996736270121
201555,GRN,3.343,44.59613,43.99113,43.886,nan,44.26075,22.68752,1.05156,0.39076,43.99113,21.48284,4.47427,0.29626,23.086359801803688
201680,RED,0.818,44.20932,nan,nan,42.19959,43.93583,24.27804,0.41392,0.14733,43.93583,24.27804,0.42011,0.14762,nan
202465,BLU,1.709,43.4792,44.135,44.135,nan,43.32253,21.0,0.0,0.0,44.135,21.0,5.61595,0.0,23.06595298009083
202984,GRN,1.757,45.0079,44.97484,44.588,nan,44.51316,21.0,2.04836,0.0,44.97484,22.72595,0.94185,0.3873,23.008174160169908
203041,BLU,0.839,42.7237,43.91484,43.28,nan,42.6879,21.0,0.0,0.0,43.91484,23.2653,0.44451,0.29107,nan
204337,RED,0.623,44.57773,42.82528,42.652,nan,44.24529,24.16471,0.26189,0.13929,42.82528,21.84111,3.32752,0.37367,22.499687081650922
205032,BLU,0.681,44.33904,44.40484,43.744,nan,44.0448,22.43969,1.41284,0.40133,44.40484,23.30292,0.41679,0.28446,22.60216851994348
205469,BLU,0.222,43.34276,43.05484,42.355,nan,43.20792,23.55791,0.29408,0.22013,43.05484,23.35936,0.39966,0.26878,22.87157291960375
205954,GRN,1.166,44.58045,43.75594,43.591,nan,44.24758,23.29675,0.41908,0.28644,43.75594,21.79585,3.53525,0.36774,22.773054658004753
206533,GRN,1.982,45.49532,44.40053,44.034,nan,44.70813,23.32214,0.42062,0.27621,44.40053,22.66143,1.01893,0.3911,23.90579587316473
208611,BLU,1.427,44.03297,43.28452,43.124,nan,43.78769,23.30704,0.42454,0.28183,43.28452,21.77183,3.67118,0.35845,21.447158149191406
208681,BLU,0.775,43.32174,43.60484,43.603,nan,43.19026,21.0,0.0,0.0,43.60484,21.00806,5.30333,0.00253,23.854913019231095
208739,GRN,0.772,44.08539,43.3989,43.071,nan,43.83173,23.44745,0.34436,0.2561,43.3989,22.53871,1.20188,0.39838,23.26717172934257
210362,BLU,2.968,44.29356,44.46901,44.207,nan,44.00659,21.0,0.17456,0.0,44.46901,22.28291,1.73926,0.40248,23.8762178226359
210704,GRN,1.668,43.95147,43.98004,43.817,nan,43.71924,21.0,1.33734,0.0,43.98004,21.78553,3.49464,0.3655,22.988112798874965
211437,BLU,2.655,44.22424,43.6302,43.365,nan,43.94836,23.17084,0.538,0.313,43.6302,22.29579,1.78739,0.40338,23.250175956701675
212499,GRN,2.841,45.7276,44.68312,44.439,nan,44.80104,22.64716,1.0712,0.39355,44.68312,22.20253,1.97199,0.40188,23.752048441648377
212588,BLU,1.531,43.63979,43.89127,43.732,nan,43.45743,21.0,0.0,0.0,43.89127,21.76502,3.61224,0.3613,23.0312064052799
212772,BLU,2.605,43.91302,44.03277,43.843,nan,43.68694,21.0,0.51739,0.0,44.03277,21.93066,2.75875,0.38448,22.78024527637367
212953,BLU,2.214,43.36824,44.44484,44.314,nan,43.22932,21.0,0.0,0.0,44.44484,21.61591,4.30012,0.32783,23.448706306095993
213360,GRN,2.255,45.24857,44.55484,44.309,nan,44.60942,22.43819,1.4481,0.40265,44.55484,22.21091,1.93269,0.40184,22.6756683905902
213663,BLU,0.516,43.3706,43.20485,42.622,nan,43.2313,23.22103,0.47896,0.29848,43.20485,23.16985,0.53228,0.31433,22.783903579934073
214195,BLU,1.26,45.26016,43.63827,43.479,nan,44.61406,23.82406,0.21877,0.17295,43.63827,21.76502,3.73212,0.35636,nan
215142,GRN,1.285,44.83257,44.69484,44.575,nan,44.44303,21.0,0.76113,0.0,44.69484,21.55842,4.60484,0.3065,21.869232129028138
215158,BLU,2.295,42.48334,43.71,43.71,nan,42.486,21.0,0.0,0.0,43.71,21.0,5.71122,0.00652,22.907948508594732
215651,BLU,1.428,44.66352,43.568,43.568,nan,44.31736,23.431,0.35947,0.25807,43.568,21.0,4.9381,0.0,nan
215821,RED,1.287,44.56258,nan,nan,42.68756,44.23256,24.12987,0.2494,0.14361,44.23256,24.12987,0.23663,0.14146,nan
215847,BLU,1.502,44.38428,44.04877,43.892,nan,44.08279,21.93623,3.05821,0.3807,44.04877,21.75144,3.79905,0.35391,24.056451257415052
215929,BLU,2.078,43.90328,44.38484,44.639,nan,43.67875,21.0,0.0,0.0,44.38484,21.0,0.0,0.0,22.40260522903632
215943,BLU,0.684,43.59628,44.59484,43.547,nan,43.42087,21.0,0.87675,0.0,44.59484,23.75732,0.21642,0.18337,22.88024178842425
216308,RED,3.3632,44.3345,nan,nan,42.69007,44.04098,23.98923,0.20233,0.14411,44.04098,23.98923,0.20649,0.14075,nan
216350,BLU,0.104,43.26091,43.44484,42.991,nan,43.13916,21.70642,3.64837,0.35499,43.44484,22.89763,0.76115,0.3624,22.346353306657665
216637,BLU,1.293,43.58953,43.42484,43.461,nan,43.4152,21.0,3.12959,0.0,43.42484,21.0,3.5316,0.0,22.97173955996354
216708,GRN,1.13,44.01669,43.273,43.273,nan,43.77402,23.01154,0.65121,0.34483,43.273,21.0,5.16013,0.0,nan
217180,BLU,0.65,43.7338,43.24143,43.089,nan,43.53639,22.8816,0.7631,0.36879,43.24143,21.72871,3.73161,0.35308,22.4014005373579
217425,GRN,2.408,44.63751,44.86485,44.585,nan,44.29551,21.0,0.0,0.0,44.86485,22.355,1.60724,0.40123,23.145227468095975
217489,BLU,1.313,44.66166,43.6191,43.43,nan,44.3158,23.59198,0.29345,0.21322,43.6191,21.92701,3.02085,0.38028,22.810165283570875
218320,BLU,1.793,43.56205,44.42484,44.238,nan,43.39212,21.0,0.0,0.0,44.42484,21.91478,2.9195,0.38152,23.13353890449002
218980,BLU,2.046,44.92446,44.46484,44.141,nan,44.47978,22.57328,1.16939,0.39678,44.46484,22.52582,1.20081,0.40062,22.816705191274874
220345,BLU,1.338,43.66274,44.03484,43.799,nan,43.4767,21.0,0.0,0.0,44.03484,22.1622,2.09682,0.40219,22.94438390559117
220551,GRN,1.941,44.71205,44.50484,44.271,nan,44.35812,21.39538,5.37107,0.25215,44.50484,22.15247,2.01412,0.40317,22.826851922102456
220730,BLU,1.873,42.92166,43.69522,43.52,nan,42.85419,21.0,0.0,0.0,43.69522,21.85168,3.28704,0.37241,22.812043882206932
221280,RED,2.2348,45.2199,nan,nan,43.26687,44.59796,23.97406,0.20905,0.14673,44.59796,23.97406,0.20161,0.14185,nan
221793,RED,1.9672,44.59549,nan,nan,43.07159,44.26021,23.86504,0.21351,0.16333,44.26021,23.86504,0.21544,0.15856,nan
221933,RED,3.4885,45.44823,nan,nan,43.74667,44.68929,23.65087,0.26259,0.19991,44.68929,23.65087,0.24875,0.20567,nan
222363,BLU,0.372,42.98779,43.34484,43.046,nan,42.90974,21.0,0.77491,0.0,43.34484,22.43179,1.41285,0.40272,22.41329974387607
222544,BLU,1.426,43.64101,44.02485,43.614,nan,43.45844,21.0,0.5085,0.0,44.02485,22.79082,0.9078,0.3833,21.662758179210865
222723,BLU,1.248,43.68061,44.70485,44.586,nan,43.49171,21.0,0.0,0.0,44.70485,21.55321,4.59761,0.31576,21.885756880291005
223756,RED,2.0787,45.23583,nan,nan,43.16594,44.60433,24.05295,0.19897,0.14601,44.60433,24.05295,0.20322,0.14207,nan
223778,BLU,1.15,44.37693,44.43485,44.346,nan,44.07662,21.0,0.0,0.0,44.43485,21.40374,5.24831,0.26121,22.06966811160244
223951,GRN,1.592,45.70251,45.22484,45.101,nan,44.791,21.0,0.0,0.0,45.22484,21.57931,4.1453,0.32558,22.128518804464974
223968,RED,1.3709,44.08931,nan,nan,42.67323,43.83502,23.84452,0.21471,0.16326,43.83502,23.84452,0.22532,0.16484,nan
223969,BLU,0.995,44.93294,44.11485,44.118,nan,44.48317,22.65711,1.09133,0.39042,44.11485,21.0,5.01483,0.0,22.46686819281469
224665,RED,2.3011,45.56463,nan,nan,43.28592,44.73585,24.06128,0.20164,0.14254,44.73585,24.06128,0.19664,0.14236,nan
226060,BLU,1.741,43.96084,43.211,43.211,nan,43.7271,23.04073,0.64287,0.33462,43.211,21.0,5.59147,0.00515,nan
226088,BLU,2.006,43.1884,44.32484,43.951,nan,43.07825,21.0,0.0,0.0,44.32484,22.68466,1.09715,0.39155,22.562768577062002
226472,RED,2.3249,44.38725,nan,nan,42.72297,44.08529,23.99795,0.2028,0.14564,44.08529,23.99795,0.20671,0.14436,nan
226937,BLU,2.293,44.37287,43.95513,43.807,nan,44.07321,22.29987,1.64601,0.40345,43.95513,21.70625,3.57514,0.35055,23.491361671582826
227007,BLU,0.901,43.16707,43.17484,43.305,nan,43.06034,21.0,0.0,0.0,43.17484,21.0,0.80795,0.0,23.13033374437413
227400,BLU,0.622,43.00746,43.44484,43.463,nan,42.92627,21.0,0.0,0.0,43.44484,21.0,4.12755,0.0,21.982542587411576
228653,RED,3.4372,45.48015,nan,nan,43.11707,44.70206,24.15872,0.27198,0.1384,44.70206,24.15872,0.27471,0.14041,nan
228670,GRN,2.389,45.69537,44.85484,44.615,nan,44.78815,21.84039,3.19288,0.37199,44.85484,22.18167,1.98529,0.40381,22.41995581471269
229382,BLU,2.772,44.10877,44.58035,44.431,nan,43.85137,21.0,0.0,0.0,44.58035,21.71265,3.6882,0.35044,nan
229549,GRN,1.273,45.01175,43.8348,43.418,nan,44.5147,23.79471,0.21271,0.17378,43.8348,22.80562,0.86774,0.37872,23.761927819312824
229938,GRN,1.617,45.44856,44.26484,44.15,nan,44.68942,23.08584,0.57537,0.32821,44.26484,21.53228,4.60066,0.30563,22.701395240397943
230426,RED,2.5113,43.8348,nan,nan,43.42662,43.62123,21.95693,2.67782,0.38657,43.62123,21.95693,2.63931,0.38894,nan
231455,BLU,1.422,44.11138,43.17603,42.875,nan,43.85356,23.68812,0.24561,0.19528,43.17603,22.44063,1.43502,0.40011,21.73239376286721
231458,BLU,1.408,43.99474,43.37,43.37,nan,43.75558,22.72194,1.02272,0.38715,43.37,21.0,5.35433,0.00196,22.704407952599208
231837,GRN,2.497,46.39352,45.37484,45.269,nan,45.06741,21.0,0.14915,0.0,45.37484,21.4863,4.82519,0.29475,22.290034932726098
231958,BLU,1.475,43.68723,43.62227,43.521,nan,43.49727,21.0,3.75539,0.0,43.62227,21.46411,4.81854,0.27638,23.23552844637189
232171,BLU,0.965,42.39215,43.33391,43.217,nan,42.40941,21.0,0.0,0.0,43.33391,21.54307,4.76861,0.2958,23.856196979483144
232704,BLU,0.815,43.4146,43.68485,43.711,nan,43.26827,21.0,0.0,0.0,43.68485,21.0,3.94787,0.0,23.28103337195127
233214,BLU,3.482,44.76916,44.344,44.344,nan,44.40609,21.27382,5.50031,0.20216,44.344,21.0,5.38088,0.01143,nan
233595,BLU,1.488,44.39503,43.40668,43.179,nan,44.09182,23.61999,0.27037,0.20796,43.40668,22.12244,2.41023,0.39948,nan
233605,GRN,0.748,44.31828,43.72484,43.757,nan,44.02735,22.31663,1.77234,0.4045,43.72484,21.0,3.81642,0.0,21.46239822263548
233700,BLU,1.527,44.10052,43.477,43.477,nan,43.84444,22.66431,1.06735,0.39562,43.477,21.0,5.42719,0.00774,22.784617278503767
233712,BLU,1.758,44.1325,43.71978,43.596,nan,43.8713,22.3366,1.67127,0.40296,43.71978,21.57901,4.69017,0.31281,22.492760375620605
233916,GRN,6.062,45.91334,44.544,44.544,nan,44.87533,22.54961,1.26491,0.39911,44.544,21.0,5.36694,0.01196,nan
234048,BLU,0.518,44.37748,44.15484,42.877,nan,44.07708,23.87381,0.21681,0.15444,44.15484,23.93332,0.21386,0.14266,22.110590293497356
234745,RED,1.0769,43.98061,nan,nan,42.69007,43.74371,23.76176,0.21865,0.1828,43.74371,23.76176,0.219,0.17991,nan
235265,GRN,0.521,43.42813,43.63484,43.665,nan,43.27963,21.0,0.0,0.0,43.63484,21.0,3.62722,0.0,21.230449442423712
235734,BLU,1.485,44.36262,44.60484,44.516,nan,44.0646,21.0,0.0,0.0,44.60484,21.40374,5.11646,0.26478,22.371067844315995
237347,BLU,1.425,43.95416,43.34342,43.097,nan,43.72149,23.25032,0.47012,0.29309,43.34342,22.21369,2.02785,0.40504,23.287801716264653
238114,RED,1.4219,44.55766,nan,nan,42.64746,44.22844,24.15582,0.26939,0.13837,44.22844,24.15582,0.27619,0.14067,nan
238668,GRN,2.463,44.94261,43.70064,43.586,nan,44.48704,23.60778,0.2862,0.20805,43.70064,21.53122,4.53512,0.30929,22.973127835643957
239310,RED,1.154,44.49282,nan,nan,42.68168,44.17396,24.09184,0.21849,0.14186,44.17396,24.09184,0.20249,0.14452,nan
239627,RED,1.7982,44.51923,nan,nan,42.88075,44.19615,23.96205,0.20785,0.14504,44.19615,23.96205,0.20523,0.14521,nan
239908,BLU,1.04,44.5642,43.60484,43.274,nan,44.23393,23.66881,0.24981,0.19862,43.60484,22.54806,1.24752,0.39898,22.436655515206
240362,GRN,0.893,44.87744,44.08484,43.638,nan,44.46097,23.52688,0.31797,0.23356,44.08484,22.88024,0.78111,0.36751,22.889525779874692
240778,RED,2.1029,45.22843,nan,nan,43.22268,44.60137,24.00988,0.20511,0.14538,44.60137,24.00988,0.20898,0.14409,nan
240895,BLU,0.736,44.08512,43.43485,43.354,nan,43.8315,22.9564,0.70047,0.3485,43.43485,21.36489,5.22716,0.2426,21.770853198746245
241219,BLU,2.006,42.87159,43.699,43.699,nan,42.81213,21.0,0.0,0.0,43.699,21.0,5.43526,0.0,nan
241508,BLU,0.69,43.95554,43.22136,42.99,nan,43.72265,23.40683,0.36915,0.25902,43.22136,22.14038,2.19171,0.40058,22.566555323585
241554,GRN,1.902,44.29317,43.873,43.873,nan,44.00626,21.62855,4.01841,0.33508,43.873,21.0,5.52421,0.0,nan
242114,BLU,1.437,43.98833,44.02485,43.595,nan,43.7502,21.74319,3.80884,0.35577,44.02485,22.83801,0.76926,0.37214,22.872622388589452
242550,GRN,0.694,44.9396,43.64216,43.359,nan,44.48584,23.81777,0.2235,0.1705,43.64216,22.3684,1.55884,0.40302,23.04921799208142
243027,RED,2.0661,44.13008,nan,nan,43.19728,43.86927,23.31905,0.42233,0.27856,43.86927,23.31905,0.40263,0.2801,nan
243074,BLU,2.146,45.06661,43.79583,43.511,nan,44.53664,23.73691,0.22208,0.17836,43.79583,22.37516,1.49367,0.4027,22.833147094812556
243225,BLU,0.946,43.42634,44.11485,43.587,nan,43.27813,21.0,0.0,0.0,44.11485,23.06344,0.58656,0.33466,23.70329135686671
243592,BLU,0.283,43.38352,43.08484,42.471,nan,43.24215,23.46254,0.33358,0.25156,43.08484,23.22983,0.45942,0.30284,22.872505879849726
244279,BLU,0.48,43.33817,43.06484,43.029,nan,43.20406,21.85082,3.2638,0.37235,43.06484,21.15669,5.61732,0.12153,22.027634992447137
244448,GRN,1.518,44.7851,43.79485,43.582,nan,44.41948,23.54191,0.29987,0.22705,43.79485,22.05021,2.29294,0.39644,22.430381462145778
245362,RED,2.4983,44.35869,nan,nan,43.51687,44.0613,23.09552,0.55836,0.32634,44.0613,23.09552,0.58039,0.32105,nan
246467,BLU,2.162,44.77826,43.98271,43.686,nan,44.41374,23.39972,0.35395,0.26121,43.98271,22.42316,1.43412,0.4,23.746634193510978
246950,BLU,1.274,43.33654,43.606,43.606,nan,43.20269,21.0,0.0,0.0,43.606,21.0,5.56398,0.00372,nan
247767,BLU,0.684,43.81787,43.39484,42.947,nan,43.60701,23.30172,0.43048,0.28292,43.39484,22.88273,0.78836,0.36693,23.008600139118652
247877,BLU,1.864,41.42651,43.58766,43.434,nan,41.59827,21.0,0.0,0.0,43.58766,21.73517,3.66723,0.35413,22.819543908128253
